kind,solver,t_obs_s,nearest_track_time_s,gamma_e,dnde,ratio_dg_to_fullhide
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,1.74623140e+03,3.18604125e+49,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,2.11782018e+03,2.04923821e+49,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,2.56848108e+03,1.31585112e+49,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,3.11504023e+03,8.43929470e+48,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,3.77790427e+03,5.40788784e+48,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,4.58182226e+03,3.46296466e+48,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,5.55680973e+03,2.21613561e+48,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,6.73926937e+03,1.41731082e+48,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,8.17335015e+03,9.05774855e+47,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,9.91259571e+03,5.78373320e+47,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,1.20219435e+04,3.68943949e+47,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,1.45801493e+04,2.35068528e+47,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,1.76827278e+04,1.49559709e+47,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,2.14455184e+04,9.49970177e+46,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,2.60090110e+04,6.02217697e+46,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,3.15435906e+04,3.80890887e+46,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,3.82558994e+04,2.40263481e+46,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,4.63965519e+04,1.51088739e+46,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,5.62694921e+04,9.46740056e+45,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,6.82433415e+04,5.90828613e+45,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,8.27651627e+04,3.67015397e+45,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,1.00377150e+05,2.26800455e+45,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,1.21736876e+05,1.39339716e+45,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,1.47641837e+05,8.50566089e+44,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,1.79059237e+05,5.15560111e+44,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,2.17162093e+05,3.10127823e+44,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,2.63373034e+05,1.85043139e+44,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,3.19417419e+05,1.09470796e+44,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,3.87387752e+05,6.41936958e+43,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,4.69821811e+05,3.73073264e+43,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,5.69797400e+05,2.14887372e+43,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,6.91047265e+05,1.22692818e+43,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,8.38098457e+05,6.94640174e+42,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,1.01644136e+06,3.90148444e+42,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,1.23273470e+06,2.17505147e+42,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,1.49505410e+06,1.20434133e+42,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,1.81319368e+06,6.62763337e+41,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,2.19903168e+06,3.62738180e+41,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,2.66697396e+06,1.97580953e+41,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,3.23449187e+06,1.07168025e+41,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,3.92277459e+06,5.79119734e+40,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,4.75752022e+06,3.11998305e+40,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,5.76989529e+06,1.67753310e+40,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,6.99769840e+06,9.00974106e+39,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,8.48677151e+06,4.83400060e+39,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,1.02927115e+07,2.58945707e+39,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,1.24829459e+07,1.38425334e+39,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,1.51392506e+07,7.38422406e+38,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,1.83608028e+07,3.93149073e+38,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,2.22678842e+07,2.08961566e+38,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,2.70063719e+07,1.10893825e+38,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,3.27531846e+07,5.87669029e+37,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,3.97228885e+07,3.11009865e+37,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,4.81757085e+07,1.64377515e+37,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,5.84272438e+07,8.67616836e+36,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,7.08602514e+07,4.57298387e+36,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,8.59389371e+07,2.40659173e+36,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,1.04226287e+08,1.26430903e+36,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,1.26405088e+08,6.62880089e+35,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,1.53303421e+08,3.46726226e+35,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,1.85925575e+08,1.80837763e+35,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,2.25489552e+08,9.39815238e+34,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,2.73472532e+08,4.86219263e+34,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,3.31666037e+08,2.50077468e+34,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,4.02242810e+08,1.27622952e+34,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,4.87837947e+08,6.44386573e+33,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,5.91647274e+08,3.20480501e+33,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,7.17546676e+08,1.55870734e+33,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,8.70236803e+08,7.32088756e+32,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,1.05541858e+09,3.23979639e+32,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,1.28000606e+09,1.30296532e+32,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,1.55238456e+09,4.95706199e+31,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,1.88272375e+09,1.78164036e+31,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,2.28335738e+09,5.97969361e+30,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,2.76924373e+09,1.84918285e+30,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,3.35852410e+09,5.18386996e+29,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,4.07320022e+09,1.29155267e+29,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,4.93995562e+09,2.79194598e+28,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,5.99115198e+09,5.08532267e+27,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,7.26603734e+09,7.53076255e+26,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,8.81221155e+09,8.68039663e+25,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,1.06874034e+10,7.38402224e+24,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,1.29616262e+10,4.34335019e+23,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,1.57197915e+10,1.63141466e+22,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,1.90648798e+10,3.55024790e+20,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,2.31217851e+10,3.97468975e+18,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,2.80419783e+10,1.98023511e+16,
spectrum,fullhide_1d,1.00000000e+07,9.42249237e+06,3.40091625e+10,1.14990797e+14,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,3.00000000e+00,0.00000000e+00,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,3.63838409e+00,4.33405504e+35,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,4.41261293e+00,0.00000000e+00,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,5.35159355e+00,1.26214387e+34,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,6.49038428e+00,2.44712575e+35,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,7.87150363e+00,0.00000000e+00,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,9.54651785e+00,5.36604306e+36,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.15779662e+01,0.00000000e+00,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.40416960e+01,0.00000000e+00,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.70296945e+01,1.04252674e+37,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,2.06535231e+01,0.00000000e+00,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,2.50484833e+01,4.14040867e+37,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,3.03786677e+01,8.47135047e+37,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,3.68430870e+01,4.04843228e+38,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,4.46831005e+01,3.03440347e+39,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,5.41914274e+01,4.00453518e+39,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,6.57230757e+01,1.29964016e+40,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,7.97085976e+01,2.41727706e+40,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,9.66701644e+01,3.10840682e+40,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.17241063e+02,4.66827686e+40,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.42189339e+02,6.49361054e+40,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.72446476e+02,4.97639965e+41,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,2.09142172e+02,0.00000000e+00,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,2.53646517e+02,2.27492428e+41,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,3.07621150e+02,5.97875479e+41,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,3.73081299e+02,0.00000000e+00,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,4.52471021e+02,2.64028243e+42,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,5.48754454e+02,4.10767914e+42,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,6.65526492e+02,3.15045945e+43,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,8.07146999e+02,0.00000000e+00,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,9.78903599e+02,3.68724620e+43,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.18720909e+03,5.60759486e+43,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.43984089e+03,8.53408240e+43,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.74623140e+03,2.39295932e+44,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,2.11782018e+03,3.21109753e+44,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,2.56848108e+03,9.21840530e+44,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,3.11504023e+03,1.86570780e+44,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,3.77790427e+03,1.37085695e+45,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,4.58182226e+03,1.37249524e+45,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,5.55680973e+03,2.05030768e+45,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,6.73926937e+03,3.88282462e+45,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,8.17335015e+03,1.04611978e+46,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,9.91259571e+03,9.57830633e+46,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.20219435e+04,6.92483608e+46,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.45801493e+04,4.34988149e+46,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.76827278e+04,2.74243918e+46,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,2.14455184e+04,1.71226542e+46,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,2.60090110e+04,1.06347732e+46,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,3.15435906e+04,6.56511084e+45,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,3.82558994e+04,4.02462342e+45,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,4.63965519e+04,2.44831655e+45,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,5.62694921e+04,1.47705338e+45,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,6.82433415e+04,8.83228951e+44,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,8.27651627e+04,5.23275130e+44,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.00377150e+05,3.07086203e+44,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.21736876e+05,1.78500099e+44,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.47641837e+05,1.02782548e+44,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.79059237e+05,5.86454170e+43,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,2.17162093e+05,3.31726613e+43,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,2.63373034e+05,1.86126797e+43,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,3.19417419e+05,1.03659786e+43,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,3.87387752e+05,5.73443195e+42,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,4.69821811e+05,3.15332873e+42,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,5.69797400e+05,1.72482817e+42,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,6.91047265e+05,9.38940115e+41,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,8.38098457e+05,5.08929077e+41,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.01644136e+06,2.74818858e+41,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.23273470e+06,1.47921112e+41,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.49505410e+06,7.93942912e+40,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.81319368e+06,4.25084580e+40,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,2.19903168e+06,2.27104464e+40,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,2.66697396e+06,1.21105780e+40,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,3.23449187e+06,6.44762912e+39,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,3.92277459e+06,3.42781490e+39,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,4.75752022e+06,1.82003945e+39,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,5.76989529e+06,9.65232712e+38,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,6.99769840e+06,5.11317083e+38,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,8.48677151e+06,2.70552450e+38,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.02927115e+07,1.42983465e+38,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.24829459e+07,7.54630532e+37,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.51392506e+07,3.97651995e+37,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.83608028e+07,2.09148503e+37,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,2.22678842e+07,1.09747848e+37,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,2.70063719e+07,5.74196237e+36,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,3.27531846e+07,2.99282795e+36,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,3.97228885e+07,1.55222993e+36,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,4.81757085e+07,7.99799519e+35,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,5.84272438e+07,4.08471121e+35,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,7.08602514e+07,2.06085098e+35,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,8.59389371e+07,1.02198289e+35,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.04226287e+08,4.94144565e+34,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.26405088e+08,2.29747637e+34,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.53303421e+08,9.99915185e+33,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.85925575e+08,3.97629503e+33,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,2.25489552e+08,1.49944751e+33,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,2.73472532e+08,5.32742348e+32,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,3.31666037e+08,1.76352450e+32,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,4.02242810e+08,5.36624595e+31,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,4.87837947e+08,1.47677395e+31,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,5.91647274e+08,3.60378052e+30,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,7.17546676e+08,7.61452642e+29,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,8.70236803e+08,1.35333769e+29,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.05541858e+09,1.95347367e+28,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.28000606e+09,2.19456015e+27,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.55238456e+09,1.82206842e+26,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.88272375e+09,1.04999043e+25,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,2.28335738e+09,3.89151132e+23,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,2.76924373e+09,8.45453451e+21,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,3.35852410e+09,9.65701935e+19,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,4.07320022e+09,1.07547403e+18,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,4.93995562e+09,4.26310441e+17,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,5.99115198e+09,0.00000000e+00,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,7.26603734e+09,0.00000000e+00,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,8.81221155e+09,0.00000000e+00,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.06874034e+10,0.00000000e+00,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.29616262e+10,0.00000000e+00,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.57197915e+10,0.00000000e+00,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,1.90648798e+10,1.71230248e-16,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,2.31217851e+10,4.27995640e-17,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,2.80419783e+10,0.00000000e+00,
spectrum,dg_1d,1.00000000e+03,1.07221816e+03,3.40091625e+10,0.00000000e+00,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,3.00000000e+00,6.12965035e+36,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,3.63838409e+00,0.00000000e+00,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,4.41261293e+00,0.00000000e+00,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,5.35159355e+00,6.07176775e+37,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,6.49038428e+00,0.00000000e+00,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,7.87150363e+00,0.00000000e+00,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,9.54651785e+00,0.00000000e+00,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,1.15779662e+01,2.01775370e+39,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,1.40416960e+01,5.91331995e+39,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,1.70296945e+01,1.24950209e+40,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,2.06535231e+01,3.23598292e+40,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,2.50484833e+01,1.40294423e+40,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,3.03786677e+01,1.38441712e+41,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,3.68430870e+01,3.72050228e+41,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,4.46831005e+01,0.00000000e+00,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,5.41914274e+01,0.00000000e+00,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,6.57230757e+01,3.23599394e+43,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,7.97085976e+01,3.27986285e+43,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,9.66701644e+01,0.00000000e+00,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,1.17241063e+02,2.68341635e+42,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,1.42189339e+02,8.92698440e+43,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,1.72446476e+02,0.00000000e+00,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,2.09142172e+02,0.00000000e+00,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,2.53646517e+02,4.97719244e+44,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,3.07621150e+02,1.08844557e+45,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,3.73081299e+02,0.00000000e+00,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,4.52471021e+02,0.00000000e+00,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,5.48754454e+02,3.39747540e+46,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,6.65526492e+02,3.23285906e+46,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,8.07146999e+02,0.00000000e+00,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,9.78903599e+02,0.00000000e+00,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,1.18720909e+03,0.00000000e+00,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,1.43984089e+03,6.78082474e+48,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,1.74623140e+03,9.81461129e+48,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,2.11782018e+03,8.68854547e+48,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,2.56848108e+03,6.48352226e+48,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,3.11504023e+03,4.46924373e+48,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,3.77790427e+03,2.89973967e+48,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,4.58182226e+03,1.85641109e+48,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,5.55680973e+03,1.18653815e+48,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,6.73926937e+03,7.57527833e+47,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,8.17335015e+03,4.82951900e+47,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,9.91259571e+03,3.07465643e+47,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,1.20219435e+04,1.95413949e+47,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,1.45801493e+04,1.23983526e+47,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,1.76827278e+04,7.84488792e+46,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,2.14455184e+04,4.94964879e+46,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,2.60090110e+04,3.11283171e+46,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,3.15435906e+04,1.94978259e+46,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,3.82558994e+04,1.21537259e+46,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,4.63965519e+04,7.54005077e+45,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,5.62694921e+04,4.64995551e+45,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,6.82433415e+04,2.84912188e+45,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,8.27651627e+04,1.73315285e+45,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,1.00377150e+05,1.04611564e+45,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,1.21736876e+05,6.26231325e+44,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,1.47641837e+05,3.71609902e+44,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,1.79059237e+05,2.18506302e+44,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,2.17162093e+05,1.27269602e+44,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,2.63373034e+05,7.34395487e+43,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,3.19417419e+05,4.20085027e+43,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,3.87387752e+05,2.38262223e+43,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,4.69821811e+05,1.34031700e+43,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,5.69797400e+05,7.48207261e+42,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,6.91047265e+05,4.14737850e+42,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,8.38098457e+05,2.28426891e+42,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,1.01644136e+06,1.25098781e+42,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,1.23273470e+06,6.81678758e+41,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,1.49505410e+06,3.69796437e+41,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,1.81319368e+06,1.99845928e+41,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,2.19903168e+06,1.07671795e+41,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,2.66697396e+06,5.78644590e+40,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,3.23449187e+06,3.10268482e+40,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,3.92277459e+06,1.66014136e+40,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,4.75752022e+06,8.86560379e+39,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,5.76989529e+06,4.72625925e+39,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,6.99769840e+06,2.51573230e+39,
spectrum,dg_1d,1.00000000e+05,8.94667946e+04,8.48677151e+06,1.33730085e+39,
