scenario,code,code_version,source,physical_assumptions,coordinate,frequency_hz,observer_time,value_name,value,asgard_ratio,wall_time,boundary
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+08,3.16227766e+05,fs_sync_flux_density_cgs,1.11247030e-25,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+08,1.00000000e+06,fs_sync_flux_density_cgs,9.12253338e-26,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+08,3.16227766e+06,fs_sync_flux_density_cgs,7.62133294e-26,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+08,1.00000000e+07,fs_sync_flux_density_cgs,5.18794370e-26,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+09,1.00000000e+00,fs_sync_flux_density_cgs,2.98202995e-30,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+09,3.16227766e+00,fs_sync_flux_density_cgs,9.06363374e-29,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+09,1.00000000e+01,fs_sync_flux_density_cgs,2.03334927e-27,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+09,3.16227766e+01,fs_sync_flux_density_cgs,1.79217086e-26,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+09,1.00000000e+02,fs_sync_flux_density_cgs,2.22331219e-26,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+09,3.16227766e+02,fs_sync_flux_density_cgs,3.90192730e-26,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+09,1.00000000e+03,fs_sync_flux_density_cgs,6.25318276e-26,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+09,3.16227766e+03,fs_sync_flux_density_cgs,1.03770826e-25,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+09,1.00000000e+04,fs_sync_flux_density_cgs,1.75500232e-25,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+09,3.16227766e+04,fs_sync_flux_density_cgs,2.97269860e-25,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+09,1.00000000e+05,fs_sync_flux_density_cgs,3.68903074e-25,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+09,3.16227766e+05,fs_sync_flux_density_cgs,3.35718416e-25,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+09,1.00000000e+06,fs_sync_flux_density_cgs,2.99099667e-25,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+09,3.16227766e+06,fs_sync_flux_density_cgs,2.74235425e-25,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+09,1.00000000e+07,fs_sync_flux_density_cgs,1.99695250e-25,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+12,1.00000000e+00,fs_sync_flux_density_cgs,2.98380508e-29,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+12,3.16227766e+00,fs_sync_flux_density_cgs,9.08845121e-28,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+12,1.00000000e+01,fs_sync_flux_density_cgs,2.05841416e-26,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+12,3.16227766e+01,fs_sync_flux_density_cgs,1.85232808e-25,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+12,1.00000000e+02,fs_sync_flux_density_cgs,2.27118734e-25,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+12,3.16227766e+02,fs_sync_flux_density_cgs,3.94549195e-25,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+12,1.00000000e+03,fs_sync_flux_density_cgs,6.29188946e-25,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+12,3.16227766e+03,fs_sync_flux_density_cgs,1.04031935e-24,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+12,1.00000000e+04,fs_sync_flux_density_cgs,1.74489159e-24,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+12,3.16227766e+04,fs_sync_flux_density_cgs,2.87840189e-24,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+12,1.00000000e+05,fs_sync_flux_density_cgs,3.15287274e-24,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+12,3.16227766e+05,fs_sync_flux_density_cgs,1.57392281e-24,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+12,1.00000000e+06,fs_sync_flux_density_cgs,2.91711028e-25,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+12,3.16227766e+06,fs_sync_flux_density_cgs,3.82006443e-26,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,1.00000000e+12,1.00000000e+07,fs_sync_flux_density_cgs,5.43088213e-27,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,5.00000000e+14,1.00000000e+00,fs_sync_flux_density_cgs,2.36421446e-28,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,5.00000000e+14,3.16227766e+00,fs_sync_flux_density_cgs,7.19624361e-27,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,5.00000000e+14,1.00000000e+01,fs_sync_flux_density_cgs,1.62653215e-25,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,5.00000000e+14,3.16227766e+01,fs_sync_flux_density_cgs,1.45392884e-24,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,5.00000000e+14,1.00000000e+02,fs_sync_flux_density_cgs,1.75379274e-24,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,5.00000000e+14,3.16227766e+02,fs_sync_flux_density_cgs,2.97396678e-24,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
rs_ssc_matched_tophat,ASGARD,4.2.1,local git 714d890e,top-hat on-axis reverse-shock and SSC benchmark; uniform medium; E_iso=1e52 erg; Gamma0=300; theta_j=0.1 rad; shell_duration=10 s; n=1 cm^-3; epsilon_e=0.1; epsilon_B=1e-3; p=2.3; xi_e=0.1; z=0.1; d_L=1e26 cm,observer time and frequency,5.00000000e+14,1.00000000e+03,fs_sync_flux_density_cgs,4.46220047e-24,1.00000000e+00,6.16928617e-01,ASGARD and VegasAfterglow matched RS/SSC subset only
