kind,radius_cm,Gamma,B_comoving_G,time_s,frequency_hz,total_fnu_cgs,fs_synch_fnu_cgs,fs_ssc_fnu_cgs
dynamics_state,1.00053962e+14,2.99999000e+02,3.69368094e+00,,,,,
dynamics_state,1.00138365e+14,2.99999000e+02,3.69368094e+00,,,,,
dynamics_state,1.00354786e+14,2.99999000e+02,3.69368094e+00,,,,,
dynamics_state,1.00909718e+14,2.99998999e+02,3.69368093e+00,,,,,
dynamics_state,1.02332637e+14,2.99998998e+02,3.69368092e+00,,,,,
dynamics_state,1.05981185e+14,2.99998996e+02,3.69368089e+00,,,,,
dynamics_state,1.15336537e+14,2.99998989e+02,3.69368080e+00,,,,,
dynamics_state,1.39324877e+14,2.99998966e+02,3.69368052e+00,,,,,
dynamics_state,2.00834081e+14,2.99998871e+02,3.69367934e+00,,,,,
dynamics_state,3.58551360e+14,2.99998217e+02,3.69367128e+00,,,,,
dynamics_state,7.62950892e+14,2.99991380e+02,3.69358697e+00,,,,,
dynamics_state,1.79961629e+15,2.99898563e+02,3.69244226e+00,,,,,
dynamics_state,4.44752427e+15,2.98486048e+02,3.67502186e+00,,,,,
dynamics_state,1.08728415e+16,2.79961695e+02,3.44656284e+00,,,,,
dynamics_state,2.20563480e+16,2.02325469e+02,2.48908224e+00,,,,,
dynamics_state,3.45436938e+16,1.28801238e+02,1.58231212e+00,,,,,
dynamics_state,4.79208870e+16,8.48788230e+01,1.04061587e+00,,,,,
dynamics_state,6.33269533e+16,5.76468245e+01,7.04758116e-01,,,,,
dynamics_state,8.18770468e+16,3.97748592e+01,4.84332985e-01,,,,,
dynamics_state,1.04721761e+17,2.76654435e+01,3.34971479e-01,,,,,
dynamics_state,1.33180149e+17,1.93276808e+01,2.32117688e-01,,,,,
dynamics_state,1.68853573e+17,1.35422206e+01,1.60729934e-01,,,,,
dynamics_state,2.13746926e+17,9.51471838e+00,1.11006324e-01,,,,,
dynamics_state,2.70425207e+17,6.71021725e+00,7.63412406e-02,,,,,
spectrum_t1e+07s,,,,1.00000000e+07,6.84609684e+09,4.76814631e-26,4.76814631e-26,9.72307078e-36
spectrum_t1e+07s,,,,1.00000000e+07,1.02957557e+10,4.27448237e-26,4.27448237e-26,1.37576722e-35
spectrum_t1e+07s,,,,1.00000000e+07,1.54836526e+10,3.80763798e-26,3.80763798e-26,1.94212842e-35
spectrum_t1e+07s,,,,1.00000000e+07,2.32856630e+10,3.10607738e-26,3.10607738e-26,2.65491065e-35
spectrum_t1e+07s,,,,1.00000000e+07,3.50190046e+10,2.53378009e-26,2.53378009e-26,3.62929172e-35
spectrum_t1e+07s,,,,1.00000000e+07,5.26646239e+10,2.06692917e-26,2.06692916e-26,4.96128127e-35
spectrum_t1e+07s,,,,1.00000000e+07,7.92016405e+10,1.68609599e-26,1.68609598e-26,6.78212549e-35
spectrum_t1e+07s,,,,1.00000000e+07,1.19110313e+11,1.35226202e-26,1.35226201e-26,9.17040836e-35
spectrum_t1e+07s,,,,1.00000000e+07,1.79128445e+11,1.03281255e-26,1.03281254e-26,1.20157793e-34
spectrum_t1e+07s,,,,1.00000000e+07,2.69388931e+11,7.88827745e-27,7.88827730e-27,1.57440054e-34
spectrum_t1e+07s,,,,1.00000000e+07,4.05130497e+11,6.02480312e-27,6.02480291e-27,2.06290170e-34
spectrum_t1e+07s,,,,1.00000000e+07,6.09270466e+11,4.60154375e-27,4.60154348e-27,2.70297392e-34
spectrum_t1e+07s,,,,1.00000000e+07,9.16273901e+11,3.55666019e-27,3.55665984e-27,3.48983645e-34
spectrum_t1e+07s,,,,1.00000000e+07,1.37797236e+12,2.78962213e-27,2.78962169e-27,4.42487946e-34
spectrum_t1e+07s,,,,1.00000000e+07,2.07231465e+12,2.18800548e-27,2.18800492e-27,5.61045213e-34
spectrum_t1e+07s,,,,1.00000000e+07,3.11652694e+12,1.71613504e-27,1.71613432e-27,7.11368000e-34
spectrum_t1e+07s,,,,1.00000000e+07,4.68690419e+12,1.34602943e-27,1.34602853e-27,9.01967390e-34
spectrum_t1e+07s,,,,1.00000000e+07,7.04857404e+12,1.02449089e-27,1.02448985e-27,1.04132432e-33
spectrum_t1e+07s,,,,1.00000000e+07,1.06002585e+13,7.66650199e-28,7.66649059e-28,1.14027187e-33
spectrum_t1e+07s,,,,1.00000000e+07,1.59415904e+13,5.73702188e-28,5.73700940e-28,1.24862340e-33
spectrum_t1e+07s,,,,1.00000000e+07,2.39743497e+13,4.29314844e-28,4.29313477e-28,1.36727286e-33
spectrum_t1e+07s,,,,1.00000000e+07,3.60547115e+13,3.21266552e-28,3.21265055e-28,1.49719918e-33
spectrum_t1e+07s,,,,1.00000000e+07,5.42222101e+13,2.36967483e-28,2.36966008e-28,1.47502761e-33
spectrum_t1e+07s,,,,1.00000000e+07,8.15440740e+13,1.74271810e-28,1.74270388e-28,1.42202957e-33
spectrum_t1e+07s,,,,1.00000000e+07,1.22633068e+14,1.28163923e-28,1.28162552e-28,1.37093670e-33
spectrum_t1e+07s,,,,1.00000000e+07,1.84426271e+14,9.42550861e-29,9.42537644e-29,1.32168048e-33
spectrum_t1e+07s,,,,1.00000000e+07,2.77356261e+14,6.93462893e-29,6.93450150e-29,1.27426982e-33
spectrum_t1e+07s,,,,1.00000000e+07,4.17112461e+14,5.20368619e-29,5.20356298e-29,1.23203415e-33
spectrum_t1e+07s,,,,1.00000000e+07,6.27289986e+14,3.90480755e-29,3.90468843e-29,1.19119904e-33
spectrum_t1e+07s,,,,1.00000000e+07,9.43373222e+14,2.93014442e-29,2.93002925e-29,1.15171802e-33
spectrum_t1e+07s,,,,1.00000000e+07,1.41872667e+15,2.19876857e-29,2.19865722e-29,1.11354618e-33
spectrum_t1e+07s,,,,1.00000000e+07,2.13360453e+15,1.61992745e-29,1.61982295e-29,1.04498652e-33
spectrum_t1e+07s,,,,1.00000000e+07,3.20870000e+15,1.11430298e-29,1.11421526e-29,8.77156040e-34
spectrum_t1e+07s,,,,1.00000000e+07,4.82552204e+15,7.66500392e-30,7.66426764e-30,7.36280065e-34
spectrum_t1e+07s,,,,1.00000000e+07,7.25703961e+15,5.27257949e-30,5.27196146e-30,6.18029549e-34
spectrum_t1e+07s,,,,1.00000000e+07,1.09137671e+16,3.62690284e-30,3.62638406e-30,5.18770713e-34
spectrum_t1e+07s,,,,1.00000000e+07,1.64130720e+16,2.47098894e-30,2.47054314e-30,4.45804637e-34
spectrum_t1e+07s,,,,1.00000000e+07,2.46834047e+16,1.65952569e-30,1.65912894e-30,3.96743939e-34
spectrum_t1e+07s,,,,1.00000000e+07,3.71210501e+16,1.11456517e-30,1.11421209e-30,3.53082396e-34
spectrum_t1e+07s,,,,1.00000000e+07,5.58258627e+16,7.48579547e-31,7.48265321e-31,3.14225825e-34
spectrum_t1e+07s,,,,1.00000000e+07,8.39557862e+16,5.02788130e-31,5.02508484e-31,2.79645433e-34
spectrum_t1e+07s,,,,1.00000000e+07,1.26260011e+17,3.38144056e-31,3.37909365e-31,2.34690441e-34
spectrum_t1e+07s,,,,1.00000000e+07,1.89880782e+17,2.27619905e-31,2.27430737e-31,1.89167504e-34
spectrum_t1e+07s,,,,1.00000000e+07,2.85559230e+17,1.53225299e-31,1.53072825e-31,1.52474659e-34
spectrum_t1e+07s,,,,1.00000000e+07,4.29448799e+17,1.03148947e-31,1.03026047e-31,1.22899131e-34
spectrum_t1e+07s,,,,1.00000000e+07,6.45842443e+17,6.94410001e-32,6.93419397e-32,9.90603718e-35
spectrum_t1e+07s,,,,1.00000000e+07,9.71274020e+17,4.36245948e-32,4.35444756e-32,8.01191773e-35
spectrum_t1e+07s,,,,1.00000000e+07,1.46068632e+18,2.68887062e-32,2.68238450e-32,6.48611821e-35
spectrum_t1e+07s,,,,1.00000000e+07,2.19670709e+18,1.65762736e-32,1.65237647e-32,5.25089388e-35
spectrum_t1e+07s,,,,1.00000000e+07,3.30359912e+18,1.02213183e-32,1.01788092e-32,4.25090721e-35
spectrum_t1e+07s,,,,1.00000000e+07,4.96823959e+18,6.30466498e-33,6.27025139e-33,3.44135925e-35
spectrum_t1e+07s,,,,1.00000000e+07,7.47167068e+18,4.01887128e-33,3.99150868e-33,2.73626043e-35
spectrum_t1e+07s,,,,1.00000000e+07,1.12365480e+19,2.56492364e-33,2.54317799e-33,2.17456442e-35
spectrum_t1e+07s,,,,1.00000000e+07,1.68984979e+19,1.63766024e-33,1.62037851e-33,1.72817264e-35
spectrum_t1e+07s,,,,1.00000000e+07,2.54134304e+19,1.04615373e-33,1.03241958e-33,1.37341560e-35
spectrum_t1e+07s,,,,1.00000000e+07,3.82189262e+19,6.69181748e-34,6.58289501e-34,1.08922468e-35
spectrum_t1e+07s,,,,1.00000000e+07,5.74769442e+19,4.29869506e-34,4.21321720e-34,8.54778586e-36
spectrum_t1e+07s,,,,1.00000000e+07,8.64388262e+19,2.76364384e-34,2.69656435e-34,6.70794966e-36
spectrum_t1e+07s,,,,1.00000000e+07,1.29994222e+20,1.77850990e-34,1.72586868e-34,5.26412213e-36
spectrum_t1e+07s,,,,1.00000000e+07,1.95496614e+20,1.14590986e-34,1.10459920e-34,4.13106587e-36
spectrum_t1e+07s,,,,1.00000000e+07,2.94004806e+20,7.21623050e-35,6.89480728e-35,3.21423222e-36
spectrum_t1e+07s,,,,1.00000000e+07,4.42149991e+20,4.35820545e-35,4.11198469e-35,2.46220762e-36
spectrum_t1e+07s,,,,1.00000000e+07,6.64943600e+20,2.64095416e-35,2.45234096e-35,1.88613204e-36
spectrum_t1e+07s,,,,1.00000000e+07,1.00000000e+21,1.60703222e-35,1.46254830e-35,1.44483920e-36
