theta_obs_over_theta_c,time_s,frequency_hz,reference,candidate,relative
1.0,56234.13251903491,10000000000.0,1.401163822683071e-25,1.370253236835646e-25,-0.02206065082970443
1.0,74989.42093324558,10000000000.0,1.5105508735732347e-25,1.4646754412941395e-25,-0.030370001488646325
1.0,100000.0,10000000000.0,1.6244292030609337e-25,1.5985180091535556e-25,-0.01595095302310079
1.0,133352.1432163324,10000000000.0,1.7029743326216774e-25,1.671612289590493e-25,-0.018416039766673054
1.0,177827.94100389228,10000000000.0,1.7646068965074708e-25,1.7339268270471777e-25,-0.01738634792883076
1.0,237137.37056616554,10000000000.0,1.8061940848505718e-25,1.764499175524353e-25,-0.02308440143611057
1.0,316227.7660168379,10000000000.0,1.8326310787650855e-25,1.7888047807990877e-25,-0.02391441380309345
1.0,421696.5034285822,10000000000.0,1.7489556016949063e-25,1.7169897770532804e-25,-0.018277093261056976
1.0,562341.3251903491,10000000000.0,1.5340119884979962e-25,1.513492330414675e-25,-0.01337646526701064
1.0,749894.2093324559,10000000000.0,1.3131357301213209e-25,1.3027576910270536e-25,-0.007903249341413066
1.0,1000000.0,10000000000.0,1.3119907780006483e-25,1.3027530213877641e-25,-0.007041022519199136
1.0,1000.0,100000000000000.0,3.36219078299495e-25,4.647498217890067e-25,0.3822827191710396
1.0,1333.521432163324,100000000000000.0,3.712572201964962e-25,4.306986894925052e-25,0.1601085879610591
1.0,1778.2794100389228,100000000000000.0,4.178587929245805e-25,3.9388125106033006e-25,-0.05738192487570348
1.0,2371.373705661655,100000000000000.0,4.6196455926498675e-25,4.489237656085576e-25,-0.028228991585800167
1.0,3162.2776601683795,100000000000000.0,5.111296107751099e-25,5.01503321064771e-25,-0.018833363411955184
1.0,4216.965034285822,100000000000000.0,5.446244821619882e-25,5.39301362799384e-25,-0.009773925956235274
1.0,5623.413251903491,100000000000000.0,5.634080003138764e-25,5.4461814333731e-25,-0.03335035527734509
1.0,7498.942093324558,100000000000000.0,5.684034507679154e-25,6.044342721935617e-25,0.06338951914695201
1.0,10000.0,100000000000000.0,5.514263749309034e-25,6.073725450215967e-25,0.10145718927155722
1.0,13335.21432163324,100000000000000.0,5.213417725665538e-25,5.420160997758706e-25,0.039655995926697996
1.0,17782.794100389227,100000000000000.0,4.93760463525181e-25,4.94294350071584e-25,0.0010812662937640383
1.0,23713.737056616552,100000000000000.0,4.606679231180131e-25,4.455580536919277e-25,-0.03279991652949221
1.0,31622.776601683792,100000000000000.0,4.205610135272916e-25,4.0564087381338854e-25,-0.0354767542258998
1.0,42169.65034285822,100000000000000.0,3.736078746110823e-25,3.613885823818533e-25,-0.03270619561204113
1.0,56234.13251903491,100000000000000.0,3.160271364875475e-25,3.0795347994390667e-25,-0.02554735214632109
1.0,74989.42093324558,100000000000000.0,2.5567571025035696e-25,2.5053882773555014e-25,-0.02009139823949957
1.0,100000.0,100000000000000.0,1.968243055103727e-25,1.966975306323585e-25,-0.0006441017418323813
1.0,133352.1432163324,100000000000000.0,1.3998323112375034e-25,1.3978192392188886e-25,-0.0014380808347217444
1.0,177827.94100389228,100000000000000.0,9.24788740160642e-26,9.260488523141243e-26,0.0013625946108117848
1.0,237137.37056616554,100000000000000.0,5.649917639031725e-26,5.628118234090502e-26,-0.0038583580034201592
1.0,316227.7660168379,100000000000000.0,3.20325506961152e-26,3.1967049587557834e-26,-0.002044829622803279
1.0,421696.5034285822,100000000000000.0,1.8169527738883257e-26,1.8099102822532927e-26,-0.003875990469450641
1.0,562341.3251903491,100000000000000.0,1.0446504174765424e-26,1.041088206586446e-26,-0.0034099549768058512
1.0,749894.2093324559,100000000000000.0,5.768195467400026e-27,5.7584173562636645e-27,-0.0016951768003744538
1.0,1000000.0,100000000000000.0,3.4147812593093745e-27,3.400290286877484e-27,-0.004243601956167908
