theta_obs_over_theta_c,time_s,frequency_hz,uniform,adaptive,relative
1.5,1333.521432163324,1e+17,4.0366182991372645e-26,4.0490094763273255e-26,0.0030696925673425746
1.5,1778.2794100389228,1e+17,4.870860487937784e-26,4.8774659953823296e-26,0.0013561274154543224
1.5,2371.373705661655,1e+17,4.7549529990455987e-26,4.8670561029164165e-26,0.023576069814637224
1.5,3162.2776601683795,1e+17,3.868497324278512e-26,3.857534030498609e-26,-0.002833992855855949
1.5,4216.965034285822,1e+17,2.966681089208722e-26,2.80112535080774e-26,-0.05580503378107937
1.5,5623.413251903491,1e+17,2.1164695512957898e-26,2.172092704362278e-26,0.026281102429483783
1.5,7498.942093324558,1e+17,1.6124644991957762e-26,1.694933833678479e-26,0.05114489932884392
1.5,10000.0,1e+17,1.409370987267903e-26,1.339944758188479e-26,-0.04926043583031914
1.5,13335.21432163324,1e+17,1.2107914789824001e-26,1.1672616819090653e-26,-0.03595152247843614
1.5,17782.794100389227,1e+17,9.443666084569382e-27,9.721177746203641e-27,0.02938600953793813
1.5,23713.737056616552,1e+17,6.863137981296613e-27,7.340138645615965e-27,0.06950183219676953
1.5,31622.776601683792,1e+17,5.029501940334007e-27,5.3027490875407436e-27,0.05432886803670067
1.5,42169.65034285822,1e+17,3.776102787576643e-27,3.7463868689260765e-27,-0.007869467628988214
1.5,56234.13251903491,1e+17,2.6974005757260367e-27,2.5754081728096263e-27,-0.04522591268579923
1.5,74989.42093324558,1e+17,1.8985444233413985e-27,1.7984560272758115e-27,-0.05271849045777588
1.5,100000.0,1e+17,1.2802346479862404e-27,1.238062439935981e-27,-0.032940998836888724
1.5,133352.1432163324,1e+17,8.251851033052818e-28,8.143649963964107e-28,-0.013112339117043126
1.5,177827.94100389228,1e+17,5.149146505312589e-28,5.1224180479586056e-28,-0.0051908519841893375
1.5,237137.37056616554,1e+17,3.049662152563393e-28,3.0368657204764996e-28,-0.004196016295161531
1.5,316227.7660168379,1e+17,1.7058721163555503e-28,1.699310130099319e-28,-0.0038467046816208494
1.5,421696.5034285822,1e+17,9.226030302073814e-29,9.208937152807043e-29,-0.001852708988277385
1.5,562341.3251903491,1e+17,4.941382615157507e-29,4.911182134550791e-29,-0.006111747047086946
1.5,749894.2093324559,1e+17,2.5900331491175325e-29,2.5785316400583476e-29,-0.004440680252723261
1.5,1000000.0,1e+17,1.421713557011931e-29,1.413537178655405e-29,-0.005751072933221968
2.0,1000.0,10000000000.0,2.357130797950418e-28,1.6611620444466732e-28,-0.2952609817448002
2.0,1333.521432163324,10000000000.0,4.675068324720369e-28,3.903835394077279e-28,-0.16496719985139907
2.0,1778.2794100389228,10000000000.0,1.1556037328449776e-27,9.903778659408812e-28,-0.14297796226161996
2.0,2371.373705661655,10000000000.0,2.360356198028346e-27,2.1300241047174352e-27,-0.09758361619458622
2.0,3162.2776601683795,10000000000.0,4.347687277374464e-27,3.9935698601694775e-27,-0.08144960633388398
2.0,4216.965034285822,10000000000.0,7.053540409923983e-27,6.857830332069737e-27,-0.02774636090251803
2.0,5623.413251903491,10000000000.0,1.0330644094263801e-26,1.0291882528320015e-26,-0.003752095763836172
2.0,7498.942093324558,10000000000.0,1.3413542867099135e-26,1.3319155524358724e-26,-0.0070367198044243295
2.0,10000.0,10000000000.0,1.5814456791775033e-26,1.535636424283504e-26,-0.02896669515567818
2.0,13335.21432163324,10000000000.0,1.7129718703804789e-26,1.6977318570940766e-26,-0.008896826357701504
2.0,17782.794100389227,10000000000.0,2.0949506764199282e-26,2.056098225656366e-26,-0.018545759191790356
2.0,23713.737056616552,10000000000.0,2.732830271658288e-26,2.7219447756841766e-26,-0.003983231628763351
2.0,31622.776601683792,10000000000.0,3.3468269238970814e-26,3.33204060753488e-26,-0.004418010461378796
2.0,42169.65034285822,10000000000.0,3.941229682218013e-26,3.881354137914434e-26,-0.015192097170516283
2.0,56234.13251903491,10000000000.0,4.830948682083692e-26,4.8836818068986784e-26,0.01091568722527625
2.0,74989.42093324558,10000000000.0,5.891512023113291e-26,5.851322505019221e-26,-0.00682159655049519
2.0,100000.0,10000000000.0,7.236683875968904e-26,7.423771057142082e-26,0.02585261210517209
2.0,133352.1432163324,10000000000.0,8.904076215225007e-26,9.193714160293668e-26,0.03252869113737056
2.0,177827.94100389228,10000000000.0,1.0179128671520667e-25,1.0372490242758265e-25,0.01899588633539806
2.0,237137.37056616554,10000000000.0,1.1295938574624779e-25,1.1494638793228458e-25,0.017590412455857463
2.0,316227.7660168379,10000000000.0,1.2148087441426674e-25,1.2459074076108396e-25,0.025599637488713967
2.0,421696.5034285822,10000000000.0,1.281931003896557e-25,1.312295386208855e-25,0.02368644039343959
2.0,562341.3251903491,10000000000.0,1.3277177623524594e-25,1.3580874417311734e-25,0.02287359575946679
2.0,749894.2093324559,10000000000.0,1.2522769032292798e-25,1.2729475874908434e-25,0.01650648048227943
2.0,1000000.0,10000000000.0,1.1621124235852167e-25,1.1773519343378952e-25,0.013113628632988261
2.0,1000.0,100000000000000.0,1.7959590345373573e-27,1.266410068588413e-27,-0.2948558156201805
2.0,1333.521432163324,100000000000000.0,3.608240246152933e-27,3.0407737611959576e-27,-0.15726959577095834
2.0,1778.2794100389228,100000000000000.0,9.293421070363234e-27,7.905871183312741e-27,-0.14930453237241081
2.0,2371.373705661655,100000000000000.0,1.8828784356413142e-26,1.695842698760788e-26,-0.09933500397056771
2.0,3162.2776601683795,100000000000000.0,3.4283512658871344e-26,3.1432304289561615e-26,-0.08316558450937894
2.0,4216.965034285822,100000000000000.0,5.403899947648085e-26,5.274703286324893e-26,-0.023908040965751387
2.0,5623.413251903491,100000000000000.0,7.725762307110544e-26,7.73596630098146e-26,0.0013207750206765123
2.0,7498.942093324558,100000000000000.0,9.369307464077397e-26,9.389907807809952e-26,0.002198705060276751
2.0,10000.0,100000000000000.0,1.0039829769642807e-25,9.831102539607972e-26,-0.020789917242019174
2.0,13335.21432163324,100000000000000.0,9.983836694109288e-26,1.0153905112156596e-25,0.017034374986086398
2.0,17782.794100389227,100000000000000.0,1.03995603436625e-25,1.0190068117322539e-25,-0.02014433489658307
2.0,23713.737056616552,100000000000000.0,1.1565267933510993e-25,1.1706719618321368e-25,0.012230731326207334
2.0,31622.776601683792,100000000000000.0,1.2213280733201777e-25,1.2216495899288944e-25,0.00026325163217011394
2.0,42169.65034285822,100000000000000.0,1.2064336393730677e-25,1.1895159305541636e-25,-0.014022908734288575
2.0,56234.13251903491,100000000000000.0,1.1973822056378487e-25,1.231372874017327e-25,0.028387484146193298
2.0,74989.42093324558,100000000000000.0,1.1438974951119559e-25,1.164066608643462e-25,0.017631923854796172
2.0,100000.0,100000000000000.0,1.0591992481478215e-25,1.079201125107941e-25,0.018883960685485812
2.0,133352.1432163324,100000000000000.0,9.410915240045775e-26,9.29411064234013e-26,-0.012411608725218626
2.0,177827.94100389228,100000000000000.0,7.916721636352847e-26,7.60452385388491e-26,-0.03943523554426287
2.0,237137.37056616554,100000000000000.0,6.20330950224689e-26,6.03705707613674e-26,-0.02680060152567454
2.0,316227.7660168379,100000000000000.0,4.4022182716600204e-26,4.342881671140658e-26,-0.013478795656578724
2.0,421696.5034285822,100000000000000.0,2.7822927164244877e-26,2.758163150479943e-26,-0.008672547572763478
2.0,562341.3251903491,100000000000000.0,1.6083658058895313e-26,1.6007131993438718e-26,-0.004758001269137391
2.0,749894.2093324559,100000000000000.0,8.80633169567521e-27,8.719088149787778e-27,-0.009906911175089794
2.0,1000000.0,100000000000000.0,4.785652144355877e-27,4.765235066816929e-27,-0.004266310405161455
2.0,1000.0,1e+17,2.0057139763730176e-28,2.0356218661117802e-28,0.014911343337620675
2.0,1333.521432163324,1e+17,4.292772252578863e-28,4.449078902509924e-28,0.036411586903349225
2.0,1778.2794100389228,1e+17,1.0145184075274764e-27,9.874826475943003e-28,-0.026648860910336802
2.0,2371.373705661655,1e+17,1.937468817773791e-27,1.974824697316028e-27,0.01928076426291092
2.0,3162.2776601683795,1e+17,3.490963081281729e-27,3.5033769373870045e-27,0.0035559975331271865
2.0,4216.965034285822,1e+17,4.969854397199506e-27,5.058502373113256e-27,0.017837137434791428
2.0,5623.413251903491,1e+17,5.842155870884246e-27,5.759941077056285e-27,-0.014072680641353252
2.0,7498.942093324558,1e+17,5.5740613766538706e-27,5.631993056648868e-27,0.010393082544378762
2.0,10000.0,1e+17,4.884953234954027e-27,4.989776471274875e-27,0.021458390956701656
2.0,13335.21432163324,1e+17,4.071090215970722e-27,4.036751386472142e-27,-0.008434799446072172
2.0,17782.794100389227,1e+17,3.558625105795048e-27,3.597295417198217e-27,0.010866643788972619
2.0,23713.737056616552,1e+17,3.235879916455481e-27,3.251397820099921e-27,0.0047955746335106575
2.0,31622.776601683792,1e+17,2.7183625482549354e-27,2.6649573712200675e-27,-0.019646083289792116
2.0,42169.65034285822,1e+17,2.1398778221482844e-27,2.1663944787661045e-27,0.012391668507129694
2.0,56234.13251903491,1e+17,1.6735327805250667e-27,1.7486564469065324e-27,0.044889270921777635
2.0,74989.42093324558,1e+17,1.2896461409590216e-27,1.3247540687680885e-27,0.027222915413804616
2.0,100000.0,1e+17,9.637740372642733e-28,9.512081309475615e-28,-0.013038228703878385
2.0,133352.1432163324,1e+17,6.910773434095013e-28,6.662041386565257e-28,-0.03599192621517733
2.0,177827.94100389228,1e+17,4.759200365605441e-28,4.591843245772793e-28,-0.03516496616577258
2.0,237137.37056616554,1e+17,3.159637642538651e-28,3.0958560271079443e-28,-0.020186370288796995
2.0,316227.7660168379,1e+17,1.9608766965851328e-28,1.9399463809055956e-28,-0.010673958090270275
2.0,421696.5034285822,1e+17,1.1402448436222972e-28,1.1328776975896263e-28,-0.006461021134081313
2.0,562341.3251903491,1e+17,6.256570738760654e-29,6.23733269855502e-29,-0.003074853783151532
2.0,749894.2093324559,1e+17,3.2851786372402845e-29,3.2579873303739705e-29,-0.008276964472518356
2.0,1000000.0,1e+17,1.7293863844136754e-29,1.7244972813143652e-29,-0.002827073893592491
