theta_obs_over_theta_c,max_abs,p95_abs,median_abs
0.0,0.0822974002791782,0.03925421683514696,0.0036393229515485626
0.5,0.07735459931742583,0.044072919555491585,0.0011336533247823244
1.0,0.07617726686593218,0.04056481844611347,0.0032237593112716123
1.5,0.1098691898479156,0.04907841676498725,0.005119074992637751
2.0,0.1716771773140151,0.12430179588394326,0.005026295626189503
