theta_obs_over_theta_c,max_abs,p95_abs,median_abs
0.0,0.0,0.0,0.0
0.5,0.23707714020934456,0.14534658819535512,0.023589115806102567
1.0,0.21788490720312526,0.1217065522315651,0.014949116534441531
1.5,0.06950183219676953,0.05470300610775688,0.0152813785153878
2.0,0.2952609817448002,0.15169405139197506,0.017631923854796172
