theta_obs_over_theta_c,time_s,frequency_hz,reference,candidate,relative
0.5,4216.965034285822,100000000000000.0,8.514407731005638e-25,8.509059055036624e-25,-0.0006281911952062957
0.5,5623.413251903491,100000000000000.0,8.629616899353187e-25,8.555006149719982e-25,-0.008645893613052236
0.5,7498.942093324558,100000000000000.0,8.578811431515733e-25,8.462370506909973e-25,-0.013573083583349854
0.5,10000.0,100000000000000.0,8.269670189335359e-25,8.224966494111206e-25,-0.005405741003045472
0.5,13335.21432163324,100000000000000.0,7.781632790242151e-25,7.780030393676338e-25,-0.00020592035232280814
0.5,17782.794100389227,100000000000000.0,7.3039542323486645e-25,7.329483033769316e-25,0.003495202818712295
0.5,23713.737056616552,100000000000000.0,6.675097005492639e-25,6.679180507825267e-25,0.0006117517587036492
0.5,31622.776601683792,100000000000000.0,5.885296064808001e-25,5.897715421464884e-25,0.0021102348157377993
0.5,42169.65034285822,100000000000000.0,4.991962007888268e-25,4.997278518555281e-25,0.001065014248628371
0.5,56234.13251903491,100000000000000.0,3.980871630669312e-25,3.9852074823671685e-25,0.0010891714428700183
0.5,74989.42093324558,100000000000000.0,2.977042805546961e-25,2.9797172994592195e-25,0.0008983726761586652
0.5,100000.0,100000000000000.0,2.084654754210357e-25,2.0864273613728154e-25,0.0008503121003025083
0.5,133352.1432163324,100000000000000.0,1.331564467762993e-25,1.3328484084756091e-25,0.0009642347356813019
0.5,177827.94100389228,100000000000000.0,7.984705569470052e-26,7.992084628403239e-26,0.000924149158536558
0.5,237137.37056616554,100000000000000.0,4.700495245017146e-26,4.704957741973314e-26,0.0009493674014240394
0.5,316227.7660168379,100000000000000.0,2.630047108050668e-26,2.632298575288862e-26,0.0008560558597225931
0.5,421696.5034285822,100000000000000.0,1.538497896954895e-26,1.539795524728184e-26,0.0008434381196473772
0.5,562341.3251903491,100000000000000.0,9.213462152024354e-27,9.222245549718319e-27,0.0009533221658737379
0.5,749894.2093324559,100000000000000.0,5.034756188629617e-27,5.039307212221274e-27,0.000903921346168568
0.5,1000000.0,100000000000000.0,3.187812416270092e-27,3.1908220922223166e-27,0.0009441195275052827
0.5,1000.0,1e+17,4.506011720277833e-25,4.763039240949825e-25,0.057041023554227355
