theta_obs_over_theta_c,max_abs,p95_abs,median_abs
0.0,0.3080805020661461,0.14883180106802674,0.0030525243233345822
0.5,0.01640779928032332,0.009461886460777813,0.0022103614665367477
1.0,0.1742144940743935,0.08540461525525558,0.0039028719329978756
1.5,0.19198826252038326,0.16372153148115623,0.0042058159076361346
2.0,0.023955401629702444,0.017880862838113753,0.0018742725062830257
