solver,component,band,frequency_hz,time_s,flux_mjy
fullhide_1d,sync,1 keV,2.417989242000e+17,1.584893192461e+02,3.081342162336e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,1.924024182760e+02,2.910209628622e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,2.335721469090e+02,2.714301384331e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,2.835512583497e+02,2.496869421644e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,3.442247595686e+02,2.262794697517e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,4.178810060294e+02,2.023519926510e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,5.072980090654e+02,1.782521517824e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,6.158482110660e+02,1.544860117095e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,7.476256801638e+02,1.314995474150e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,9.076005216818e+02,1.097023346728e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,1.101806330110e+03,9.044071473038e-25
fullhide_1d,sync,1 keV,2.417989242000e+17,1.337567751526e+03,7.376451017646e-25
fullhide_1d,sync,1 keV,2.417989242000e+17,1.623776739189e+03,5.973235354414e-25
fullhide_1d,sync,1 keV,2.417989242000e+17,1.971227921518e+03,4.797629864519e-25
fullhide_1d,sync,1 keV,2.417989242000e+17,2.393025731180e+03,3.816219084202e-25
fullhide_1d,sync,1 keV,2.417989242000e+17,2.905078650511e+03,3.025066450218e-25
fullhide_1d,sync,1 keV,2.417989242000e+17,3.526699214175e+03,2.383474173604e-25
fullhide_1d,sync,1 keV,2.417989242000e+17,4.281332398719e+03,1.866026800475e-25
fullhide_1d,sync,1 keV,2.417989242000e+17,5.197439870872e+03,1.416470262803e-25
fullhide_1d,sync,1 keV,2.417989242000e+17,6.309573444802e+03,8.793302443980e-26
fullhide_1d,sync,1 keV,2.417989242000e+17,7.659678234752e+03,6.056756944475e-26
fullhide_1d,sync,1 keV,2.417989242000e+17,9.298674652605e+03,4.616888875062e-26
fullhide_1d,sync,1 keV,2.417989242000e+17,1.128837891685e+04,3.510178137784e-26
fullhide_1d,sync,1 keV,2.417989242000e+17,1.370383450663e+04,2.577600227121e-26
fullhide_1d,sync,1 keV,2.417989242000e+17,1.663614249384e+04,1.791505607349e-26
fullhide_1d,sync,1 keV,2.417989242000e+17,2.019589750164e+04,1.228008280245e-26
fullhide_1d,sync,1 keV,2.417989242000e+17,2.451735887979e+04,9.048694147489e-27
fullhide_1d,sync,1 keV,2.417989242000e+17,2.976351441631e+04,6.150925532439e-27
fullhide_1d,sync,1 keV,2.417989242000e+17,3.613222756796e+04,3.580523882968e-27
fullhide_1d,sync,1 keV,2.417989242000e+17,4.386370005780e+04,2.071190422800e-27
fullhide_1d,sync,1 keV,2.417989242000e+17,5.324953129838e+04,1.239587691913e-27
fullhide_1d,sync,1 keV,2.417989242000e+17,6.464371632490e+04,7.644438956525e-28
fullhide_1d,sync,1 keV,2.417989242000e+17,7.847599703515e+04,4.827153541166e-28
fullhide_1d,sync,1 keV,2.417989242000e+17,9.526807029020e+04,3.113913909870e-28
fullhide_1d,sync,1 keV,2.417989242000e+17,1.156532641790e+05,2.038935305551e-28
fullhide_1d,sync,1 keV,2.417989242000e+17,1.404004245548e+05,1.339518325220e-28
fullhide_1d,sync,1 keV,2.417989242000e+17,1.704429127453e+05,8.651822305228e-29
fullhide_1d,sync,1 keV,2.417989242000e+17,2.069138081115e+05,5.413028450829e-29
fullhide_1d,sync,1 keV,2.417989242000e+17,2.511886431510e+05,3.293046655103e-29
fullhide_1d,sync,1 keV,2.417989242000e+17,3.049372829387e+05,1.979155572971e-29
fullhide_1d,sync,1 keV,2.417989242000e+17,3.701869055846e+05,1.187718167266e-29
fullhide_1d,sync,1 keV,2.417989242000e+17,4.493984590722e+05,7.149376998815e-30
fullhide_1d,sync,1 keV,2.417989242000e+17,5.455594781169e+05,4.338457935096e-30
fullhide_1d,sync,1 keV,2.417989242000e+17,6.622967617148e+05,2.681759213158e-30
fullhide_1d,sync,1 keV,2.417989242000e+17,8.040131611168e+05,1.742474556468e-30
fullhide_1d,sync,1 keV,2.417989242000e+17,9.760536373079e+05,1.245271408377e-30
fullhide_1d,sync,1 keV,2.417989242000e+17,1.184906851001e+06,9.904581294458e-31
fullhide_1d,sync,1 keV,2.417989242000e+17,1.438449888288e+06,8.308492743471e-31
fullhide_1d,sync,1 keV,2.417989242000e+17,1.746245352002e+06,6.905711563649e-31
fullhide_1d,sync,1 keV,2.417989242000e+17,2.119902023850e+06,5.540535927339e-31
fullhide_1d,sync,1 keV,2.417989242000e+17,2.573512700017e+06,4.276500906431e-31
fullhide_1d,sync,1 keV,2.417989242000e+17,3.124185713603e+06,3.198826351271e-31
fullhide_1d,sync,1 keV,2.417989242000e+17,3.792690190732e+06,2.342144623624e-31
fullhide_1d,sync,1 keV,2.417989242000e+17,4.604239376759e+06,1.686490650856e-31
fullhide_1d,sync,1 keV,2.417989242000e+17,5.589441576403e+06,1.201017783373e-31
fullhide_1d,sync,1 keV,2.417989242000e+17,6.785454573394e+06,8.498905550941e-32
fullhide_1d,sync,1 keV,2.417989242000e+17,8.237387069571e+06,5.995562969546e-32
fullhide_1d,sync,1 keV,2.417989242000e+17,1.000000000000e+07,4.226175207113e-32
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.000000000000e-01,8.830326944122e-29
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.213977189070e-01,1.251903385284e-28
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.473740615582e-01,1.786984582537e-28
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.789087489923e-01,2.566798791770e-28
fullhide_1d,sync,100 MeV,2.417989242000e+22,2.171911402017e-01,3.699201782395e-28
fullhide_1d,sync,100 MeV,2.417989242000e+22,2.636650898730e-01,5.337806944908e-28
fullhide_1d,sync,100 MeV,2.417989242000e+22,3.200834046600e-01,7.698287486135e-28
fullhide_1d,sync,100 MeV,2.417989242000e+22,3.885739518571e-01,1.108792750652e-27
fullhide_1d,sync,100 MeV,2.417989242000e+22,4.717199138213e-01,1.587003615251e-27
fullhide_1d,sync,100 MeV,2.417989242000e+22,5.726572150092e-01,2.241822212675e-27
fullhide_1d,sync,100 MeV,2.417989242000e+22,6.951927961776e-01,3.095005761328e-27
fullhide_1d,sync,100 MeV,2.417989242000e+22,8.439481965654e-01,4.119862229829e-27
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.024533859387e+00,5.209729860961e-27
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.243760734726e+00,6.174316383153e-27
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.509897160618e+00,6.805860685377e-27
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.832980710832e+00,6.962999579451e-27
fullhide_1d,sync,100 MeV,2.417989242000e+22,2.225196770956e+00,6.674456642435e-27
fullhide_1d,sync,100 MeV,2.417989242000e+22,2.701338121133e+00,6.065380245944e-27
fullhide_1d,sync,100 MeV,2.417989242000e+22,3.279362859021e+00,5.298973722109e-27
fullhide_1d,sync,100 MeV,2.417989242000e+22,3.981071705535e+00,4.481085755044e-27
fullhide_1d,sync,100 MeV,2.417989242000e+22,4.832930238572e+00,3.707456937014e-27
fullhide_1d,sync,100 MeV,2.417989242000e+22,5.867067065993e+00,3.017351626818e-27
fullhide_1d,sync,100 MeV,2.417989242000e+22,7.122485584860e+00,2.424253974339e-27
fullhide_1d,sync,100 MeV,2.417989242000e+22,8.646535029500e+00,1.928703873149e-27
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.049669629031e+01,1.522657356422e-27
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.274274985703e+01,1.196685960154e-27
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.546940765246e+01,9.339743344187e-28
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.877950801851e+01,7.271460882844e-28
fullhide_1d,sync,100 MeV,2.417989242000e+22,2.279789435644e+01,5.643295671074e-28
fullhide_1d,sync,100 MeV,2.417989242000e+22,2.767612370754e+01,4.370501235598e-28
fullhide_1d,sync,100 MeV,2.417989242000e+22,3.359818286284e+01,3.373809759148e-28
fullhide_1d,sync,100 MeV,2.417989242000e+22,4.078742758969e+01,2.596541743903e-28
fullhide_1d,sync,100 MeV,2.417989242000e+22,4.951500669473e+01,1.985452219402e-28
fullhide_1d,sync,100 MeV,2.417989242000e+22,6.011008864406e+01,1.510923077902e-28
fullhide_1d,sync,100 MeV,2.417989242000e+22,7.297227644686e+01,1.146999980588e-28
fullhide_1d,sync,100 MeV,2.417989242000e+22,8.858667904101e+01,8.690293165307e-29
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.075422076113e+02,6.579805974123e-29
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.305537869023e+02,4.982712641623e-29
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.584893192461e+02,3.778867175589e-29
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.924024182760e+02,2.869701429243e-29
fullhide_1d,sync,100 MeV,2.417989242000e+22,2.335721469090e+02,2.185215289516e-29
fullhide_1d,sync,100 MeV,2.417989242000e+22,2.835512583497e+02,1.663690585088e-29
fullhide_1d,sync,100 MeV,2.417989242000e+22,3.442247595686e+02,1.264093273917e-29
fullhide_1d,sync,100 MeV,2.417989242000e+22,4.178810060294e+02,9.643205089201e-30
fullhide_1d,sync,100 MeV,2.417989242000e+22,5.072980090654e+02,7.326117125477e-30
fullhide_1d,sync,100 MeV,2.417989242000e+22,6.158482110660e+02,5.563493348187e-30
fullhide_1d,sync,100 MeV,2.417989242000e+22,7.476256801638e+02,4.200242249615e-30
fullhide_1d,sync,100 MeV,2.417989242000e+22,9.076005216818e+02,3.168450118731e-30
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.101806330110e+03,2.386651227327e-30
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.337567751526e+03,1.807462503187e-30
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.623776739189e+03,1.381561256575e-30
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.971227921518e+03,1.066627672662e-30
fullhide_1d,sync,100 MeV,2.417989242000e+22,2.393025731180e+03,8.316209679328e-31
fullhide_1d,sync,100 MeV,2.417989242000e+22,2.905078650511e+03,6.527323055795e-31
fullhide_1d,sync,100 MeV,2.417989242000e+22,3.526699214175e+03,5.131695525872e-31
fullhide_1d,sync,100 MeV,2.417989242000e+22,4.281332398719e+03,4.023196647824e-31
fullhide_1d,sync,100 MeV,2.417989242000e+22,5.197439870872e+03,3.068289034234e-31
fullhide_1d,sync,100 MeV,2.417989242000e+22,6.309573444802e+03,2.025628379974e-31
fullhide_1d,sync,100 MeV,2.417989242000e+22,7.659678234752e+03,1.440261823312e-31
fullhide_1d,sync,100 MeV,2.417989242000e+22,9.298674652605e+03,1.094806839817e-31
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.128837891685e+04,8.324612922438e-32
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.370383450663e+04,6.103739619871e-32
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.663614249384e+04,4.215021488320e-32
fullhide_1d,sync,100 MeV,2.417989242000e+22,2.019589750164e+04,2.862139061171e-32
fullhide_1d,sync,100 MeV,2.417989242000e+22,2.451735887979e+04,2.053998206811e-32
fullhide_1d,sync,100 MeV,2.417989242000e+22,2.976351441631e+04,1.290324164477e-32
fullhide_1d,sync,100 MeV,2.417989242000e+22,3.613222756796e+04,6.908805748159e-33
fullhide_1d,sync,100 MeV,2.417989242000e+22,4.386370005780e+04,3.846333733540e-33
fullhide_1d,sync,100 MeV,2.417989242000e+22,5.324953129838e+04,2.251137878573e-33
fullhide_1d,sync,100 MeV,2.417989242000e+22,6.464371632490e+04,1.362073388542e-33
fullhide_1d,sync,100 MeV,2.417989242000e+22,7.847599703515e+04,8.441945964194e-34
fullhide_1d,sync,100 MeV,2.417989242000e+22,9.526807029020e+04,5.336470194672e-34
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.156532641790e+05,3.408402778583e-34
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.404004245548e+05,2.162649120866e-34
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.704429127453e+05,1.330451891534e-34
fullhide_1d,sync,100 MeV,2.417989242000e+22,2.069138081115e+05,7.878534051475e-35
fullhide_1d,sync,100 MeV,2.417989242000e+22,2.511886431510e+05,4.549391600345e-35
fullhide_1d,sync,100 MeV,2.417989242000e+22,3.049372829387e+05,2.622215649207e-35
fullhide_1d,sync,100 MeV,2.417989242000e+22,3.701869055846e+05,1.525110594899e-35
fullhide_1d,sync,100 MeV,2.417989242000e+22,4.493984590722e+05,8.975920040188e-36
fullhide_1d,sync,100 MeV,2.417989242000e+22,5.455594781169e+05,5.387642947126e-36
fullhide_1d,sync,100 MeV,2.417989242000e+22,6.622967617148e+05,3.334793373390e-36
fullhide_1d,sync,100 MeV,2.417989242000e+22,8.040131611168e+05,2.202585774599e-36
fullhide_1d,sync,100 MeV,2.417989242000e+22,9.760536373079e+05,1.625084971895e-36
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.184906851001e+06,1.336564836470e-36
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.438449888288e+06,1.137356213805e-36
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.746245352002e+06,9.370014202981e-37
fullhide_1d,sync,100 MeV,2.417989242000e+22,2.119902023850e+06,7.350599278389e-37
fullhide_1d,sync,100 MeV,2.417989242000e+22,2.573512700017e+06,5.519532833080e-37
fullhide_1d,sync,100 MeV,2.417989242000e+22,3.124185713603e+06,4.015407638784e-37
fullhide_1d,sync,100 MeV,2.417989242000e+22,3.792690190732e+06,2.864512733275e-37
fullhide_1d,sync,100 MeV,2.417989242000e+22,4.604239376759e+06,2.010771297398e-37
fullhide_1d,sync,100 MeV,2.417989242000e+22,5.589441576403e+06,1.395462834276e-37
fullhide_1d,sync,100 MeV,2.417989242000e+22,6.785454573394e+06,9.640573493654e-38
fullhide_1d,sync,100 MeV,2.417989242000e+22,8.237387069571e+06,6.651431662297e-38
fullhide_1d,sync,100 MeV,2.417989242000e+22,1.000000000000e+07,4.593736619788e-38
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.000000000000e-01,2.285991139203e-49
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.213977189070e-01,5.993648186294e-49
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.473740615582e-01,1.636184219503e-48
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.789087489923e-01,4.665484809594e-48
fullhide_1d,ssc,10 GHz,1.000000000000e+10,2.171911402017e-01,1.367797425358e-47
fullhide_1d,ssc,10 GHz,1.000000000000e+10,2.636650898730e-01,4.081037392451e-47
fullhide_1d,ssc,10 GHz,1.000000000000e+10,3.200834046600e-01,1.231392179070e-46
fullhide_1d,ssc,10 GHz,1.000000000000e+10,3.885739518571e-01,3.845811634788e-46
fullhide_1d,ssc,10 GHz,1.000000000000e+10,4.717199138213e-01,1.207411111605e-45
fullhide_1d,ssc,10 GHz,1.000000000000e+10,5.726572150092e-01,3.781104586121e-45
fullhide_1d,ssc,10 GHz,1.000000000000e+10,6.951927961776e-01,1.128703938448e-44
fullhide_1d,ssc,10 GHz,1.000000000000e+10,8.439481965654e-01,3.130622096814e-44
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.024533859387e+00,7.931120713195e-44
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.243760734726e+00,1.816518537304e-43
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.509897160618e+00,3.762282455546e-43
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.832980710832e+00,7.090411622245e-43
fullhide_1d,ssc,10 GHz,1.000000000000e+10,2.225196770956e+00,1.217415209876e-42
fullhide_1d,ssc,10 GHz,1.000000000000e+10,2.701338121133e+00,1.935867253667e-42
fullhide_1d,ssc,10 GHz,1.000000000000e+10,3.279362859021e+00,2.887983462431e-42
fullhide_1d,ssc,10 GHz,1.000000000000e+10,3.981071705535e+00,4.100053941614e-42
fullhide_1d,ssc,10 GHz,1.000000000000e+10,4.832930238572e+00,5.581254800758e-42
fullhide_1d,ssc,10 GHz,1.000000000000e+10,5.867067065993e+00,7.365261052393e-42
fullhide_1d,ssc,10 GHz,1.000000000000e+10,7.122485584860e+00,9.475689703612e-42
fullhide_1d,ssc,10 GHz,1.000000000000e+10,8.646535029500e+00,1.192941918718e-41
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.049669629031e+01,1.476385242725e-41
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.274274985703e+01,1.798590802211e-41
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.546940765246e+01,2.155964268901e-41
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.877950801851e+01,2.556809233408e-41
fullhide_1d,ssc,10 GHz,1.000000000000e+10,2.279789435644e+01,2.998956764295e-41
fullhide_1d,ssc,10 GHz,1.000000000000e+10,2.767612370754e+01,3.478068712955e-41
fullhide_1d,ssc,10 GHz,1.000000000000e+10,3.359818286284e+01,3.989639398005e-41
fullhide_1d,ssc,10 GHz,1.000000000000e+10,4.078742758969e+01,4.542159480737e-41
fullhide_1d,ssc,10 GHz,1.000000000000e+10,4.951500669473e+01,5.154116877900e-41
fullhide_1d,ssc,10 GHz,1.000000000000e+10,6.011008864406e+01,5.855324517992e-41
fullhide_1d,ssc,10 GHz,1.000000000000e+10,7.297227644686e+01,6.684483775584e-41
fullhide_1d,ssc,10 GHz,1.000000000000e+10,8.858667904101e+01,7.689035802385e-41
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.075422076113e+02,8.923802797143e-41
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.305537869023e+02,1.044804707578e-40
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.584893192461e+02,1.232085586315e-40
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.924024182760e+02,1.466805877036e-40
fullhide_1d,ssc,10 GHz,1.000000000000e+10,2.335721469090e+02,1.756730021115e-40
fullhide_1d,ssc,10 GHz,1.000000000000e+10,2.835512583497e+02,2.112614824934e-40
fullhide_1d,ssc,10 GHz,1.000000000000e+10,3.442247595686e+02,2.546003021155e-40
fullhide_1d,ssc,10 GHz,1.000000000000e+10,4.178810060294e+02,3.070099871780e-40
fullhide_1d,ssc,10 GHz,1.000000000000e+10,5.072980090654e+02,3.694004505842e-40
fullhide_1d,ssc,10 GHz,1.000000000000e+10,6.158482110660e+02,4.429960014107e-40
fullhide_1d,ssc,10 GHz,1.000000000000e+10,7.476256801638e+02,5.291203706231e-40
fullhide_1d,ssc,10 GHz,1.000000000000e+10,9.076005216818e+02,6.312857580258e-40
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.101806330110e+03,7.557763693552e-40
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.337567751526e+03,9.099813055463e-40
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.623776739189e+03,1.099509543865e-39
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.971227921518e+03,1.327632276358e-39
fullhide_1d,ssc,10 GHz,1.000000000000e+10,2.393025731180e+03,1.594829277769e-39
fullhide_1d,ssc,10 GHz,1.000000000000e+10,2.905078650511e+03,1.899682678819e-39
fullhide_1d,ssc,10 GHz,1.000000000000e+10,3.526699214175e+03,2.240637654642e-39
fullhide_1d,ssc,10 GHz,1.000000000000e+10,4.281332398719e+03,2.619560924217e-39
fullhide_1d,ssc,10 GHz,1.000000000000e+10,5.197439870872e+03,3.042797518974e-39
fullhide_1d,ssc,10 GHz,1.000000000000e+10,6.309573444802e+03,3.481553994738e-39
fullhide_1d,ssc,10 GHz,1.000000000000e+10,7.659678234752e+03,3.908972446510e-39
fullhide_1d,ssc,10 GHz,1.000000000000e+10,9.298674652605e+03,4.364106269551e-39
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.128837891685e+04,4.806764819030e-39
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.370383450663e+04,5.181444761789e-39
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.663614249384e+04,5.482363305192e-39
fullhide_1d,ssc,10 GHz,1.000000000000e+10,2.019589750164e+04,5.744787418440e-39
fullhide_1d,ssc,10 GHz,1.000000000000e+10,2.451735887979e+04,6.067756061910e-39
fullhide_1d,ssc,10 GHz,1.000000000000e+10,2.976351441631e+04,6.417955773323e-39
fullhide_1d,ssc,10 GHz,1.000000000000e+10,3.613222756796e+04,6.801737228989e-39
fullhide_1d,ssc,10 GHz,1.000000000000e+10,4.386370005780e+04,7.299522509752e-39
fullhide_1d,ssc,10 GHz,1.000000000000e+10,5.324953129838e+04,7.953105561311e-39
fullhide_1d,ssc,10 GHz,1.000000000000e+10,6.464371632490e+04,8.806296889633e-39
fullhide_1d,ssc,10 GHz,1.000000000000e+10,7.847599703515e+04,9.859517989454e-39
fullhide_1d,ssc,10 GHz,1.000000000000e+10,9.526807029020e+04,1.126493989000e-38
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.156532641790e+05,1.330595586021e-38
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.404004245548e+05,1.631741418533e-38
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.704429127453e+05,2.136697888988e-38
fullhide_1d,ssc,10 GHz,1.000000000000e+10,2.069138081115e+05,2.941045165702e-38
fullhide_1d,ssc,10 GHz,1.000000000000e+10,2.511886431510e+05,4.262965559887e-38
fullhide_1d,ssc,10 GHz,1.000000000000e+10,3.049372829387e+05,6.180864650844e-38
fullhide_1d,ssc,10 GHz,1.000000000000e+10,3.701869055846e+05,8.839783415870e-38
fullhide_1d,ssc,10 GHz,1.000000000000e+10,4.493984590722e+05,1.224433420189e-37
fullhide_1d,ssc,10 GHz,1.000000000000e+10,5.455594781169e+05,1.582907878198e-37
fullhide_1d,ssc,10 GHz,1.000000000000e+10,6.622967617148e+05,1.961810283585e-37
fullhide_1d,ssc,10 GHz,1.000000000000e+10,8.040131611168e+05,2.384689846326e-37
fullhide_1d,ssc,10 GHz,1.000000000000e+10,9.760536373079e+05,2.886773474190e-37
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.184906851001e+06,3.534952420992e-37
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.438449888288e+06,4.373582619580e-37
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.746245352002e+06,5.419960672254e-37
fullhide_1d,ssc,10 GHz,1.000000000000e+10,2.119902023850e+06,6.855759127917e-37
fullhide_1d,ssc,10 GHz,1.000000000000e+10,2.573512700017e+06,8.867440847387e-37
fullhide_1d,ssc,10 GHz,1.000000000000e+10,3.124185713603e+06,1.158107786812e-36
fullhide_1d,ssc,10 GHz,1.000000000000e+10,3.792690190732e+06,1.541238927405e-36
fullhide_1d,ssc,10 GHz,1.000000000000e+10,4.604239376759e+06,2.086129900511e-36
fullhide_1d,ssc,10 GHz,1.000000000000e+10,5.589441576403e+06,2.841422743697e-36
fullhide_1d,ssc,10 GHz,1.000000000000e+10,6.785454573394e+06,3.915138686720e-36
fullhide_1d,ssc,10 GHz,1.000000000000e+10,8.237387069571e+06,5.359011423452e-36
fullhide_1d,ssc,10 GHz,1.000000000000e+10,1.000000000000e+07,7.358223887816e-36
fullhide_1d,ssc,R band,4.560000000000e+14,1.000000000000e-01,1.193442871447e-44
fullhide_1d,ssc,R band,4.560000000000e+14,1.213977189070e-01,3.101087382528e-44
fullhide_1d,ssc,R band,4.560000000000e+14,1.473740615582e-01,8.371172529188e-44
fullhide_1d,ssc,R band,4.560000000000e+14,1.789087489923e-01,2.355655205512e-43
fullhide_1d,ssc,R band,4.560000000000e+14,2.171911402017e-01,6.809143162650e-43
fullhide_1d,ssc,R band,4.560000000000e+14,2.636650898730e-01,2.002824020193e-42
fullhide_1d,ssc,R band,4.560000000000e+14,3.200834046600e-01,5.959701900464e-42
fullhide_1d,ssc,R band,4.560000000000e+14,3.885739518571e-01,1.835293854418e-41
fullhide_1d,ssc,R band,4.560000000000e+14,4.717199138213e-01,5.687212764212e-41
fullhide_1d,ssc,R band,4.560000000000e+14,5.726572150092e-01,1.761867413392e-40
fullhide_1d,ssc,R band,4.560000000000e+14,6.951927961776e-01,5.215842517037e-40
fullhide_1d,ssc,R band,4.560000000000e+14,8.439481965654e-01,1.438825549720e-39
fullhide_1d,ssc,R band,4.560000000000e+14,1.024533859387e+00,3.632545932625e-39
fullhide_1d,ssc,R band,4.560000000000e+14,1.243760734726e+00,8.290734762922e-39
fullhide_1d,ssc,R band,4.560000000000e+14,1.509897160618e+00,1.706506730610e-38
fullhide_1d,ssc,R band,4.560000000000e+14,1.832980710832e+00,3.197316233834e-38
fullhide_1d,ssc,R band,4.560000000000e+14,2.225196770956e+00,5.440334839366e-38
fullhide_1d,ssc,R band,4.560000000000e+14,2.701338121133e+00,8.532098552745e-38
fullhide_1d,ssc,R band,4.560000000000e+14,3.279362859021e+00,1.249294502538e-37
fullhide_1d,ssc,R band,4.560000000000e+14,3.981071705535e+00,1.733076822655e-37
fullhide_1d,ssc,R band,4.560000000000e+14,4.832930238572e+00,2.300201794003e-37
fullhide_1d,ssc,R band,4.560000000000e+14,5.867067065993e+00,2.955084256446e-37
fullhide_1d,ssc,R band,4.560000000000e+14,7.122485584860e+00,3.694510228311e-37
fullhide_1d,ssc,R band,4.560000000000e+14,8.646535029500e+00,4.513491124011e-37
fullhide_1d,ssc,R band,4.560000000000e+14,1.049669629031e+01,5.410136772331e-37
fullhide_1d,ssc,R band,4.560000000000e+14,1.274274985703e+01,6.391000144663e-37
fullhide_1d,ssc,R band,4.560000000000e+14,1.546940765246e+01,7.449129442715e-37
fullhide_1d,ssc,R band,4.560000000000e+14,1.877950801851e+01,8.585215796690e-37
fullhide_1d,ssc,R band,4.560000000000e+14,2.279789435644e+01,9.782428415050e-37
fullhide_1d,ssc,R band,4.560000000000e+14,2.767612370754e+01,1.101667312459e-36
fullhide_1d,ssc,R band,4.560000000000e+14,3.359818286284e+01,1.227775923219e-36
fullhide_1d,ssc,R band,4.560000000000e+14,4.078742758969e+01,1.361161574093e-36
fullhide_1d,ssc,R band,4.560000000000e+14,4.951500669473e+01,1.507435200851e-36
fullhide_1d,ssc,R band,4.560000000000e+14,6.011008864406e+01,1.677992645699e-36
fullhide_1d,ssc,R band,4.560000000000e+14,7.297227644686e+01,1.886697874688e-36
fullhide_1d,ssc,R band,4.560000000000e+14,8.858667904101e+01,2.149218763962e-36
fullhide_1d,ssc,R band,4.560000000000e+14,1.075422076113e+02,2.485690528165e-36
fullhide_1d,ssc,R band,4.560000000000e+14,1.305537869023e+02,2.916702064794e-36
fullhide_1d,ssc,R band,4.560000000000e+14,1.584893192461e+02,3.461403161648e-36
fullhide_1d,ssc,R band,4.560000000000e+14,1.924024182760e+02,4.163167375178e-36
fullhide_1d,ssc,R band,4.560000000000e+14,2.335721469090e+02,5.047368986648e-36
fullhide_1d,ssc,R band,4.560000000000e+14,2.835512583497e+02,6.148985069325e-36
fullhide_1d,ssc,R band,4.560000000000e+14,3.442247595686e+02,7.503603443290e-36
fullhide_1d,ssc,R band,4.560000000000e+14,4.178810060294e+02,9.151430793597e-36
fullhide_1d,ssc,R band,4.560000000000e+14,5.072980090654e+02,1.111041378105e-35
fullhide_1d,ssc,R band,4.560000000000e+14,6.158482110660e+02,1.340200085709e-35
fullhide_1d,ssc,R band,4.560000000000e+14,7.476256801638e+02,1.604516371216e-35
fullhide_1d,ssc,R band,4.560000000000e+14,9.076005216818e+02,1.912297650090e-35
