solver,component,band,frequency_hz,time_s,flux_mjy
fullhide_1d,total,100 MeV,2.417989242000e+22,5.867067065993e+00,3.017353569410e-27
fullhide_1d,total,100 MeV,2.417989242000e+22,7.122485584860e+00,2.424256250378e-27
fullhide_1d,total,100 MeV,2.417989242000e+22,8.646535029500e+00,1.928706483928e-27
fullhide_1d,total,100 MeV,2.417989242000e+22,1.049669629031e+01,1.522660303001e-27
fullhide_1d,total,100 MeV,2.417989242000e+22,1.274274985703e+01,1.196689245078e-27
fullhide_1d,total,100 MeV,2.417989242000e+22,1.546940765246e+01,9.339779523618e-28
fullhide_1d,total,100 MeV,2.417989242000e+22,1.877950801851e+01,7.271500395792e-28
fullhide_1d,total,100 MeV,2.417989242000e+22,2.279789435644e+01,5.643338505307e-28
fullhide_1d,total,100 MeV,2.417989242000e+22,2.767612370754e+01,4.370547457153e-28
fullhide_1d,total,100 MeV,2.417989242000e+22,3.359818286284e+01,3.373859625850e-28
fullhide_1d,total,100 MeV,2.417989242000e+22,4.078742758969e+01,2.596595962768e-28
fullhide_1d,total,100 MeV,2.417989242000e+22,4.951500669473e+01,1.985511889338e-28
fullhide_1d,total,100 MeV,2.417989242000e+22,6.011008864406e+01,1.510989995349e-28
fullhide_1d,total,100 MeV,2.417989242000e+22,7.297227644686e+01,1.147076696841e-28
fullhide_1d,total,100 MeV,2.417989242000e+22,8.858667904101e+01,8.691192167504e-29
fullhide_1d,total,100 MeV,2.417989242000e+22,1.075422076113e+02,6.580879631155e-29
fullhide_1d,total,100 MeV,2.417989242000e+22,1.305537869023e+02,4.984011384263e-29
fullhide_1d,total,100 MeV,2.417989242000e+22,1.584893192461e+02,3.780446139809e-29
fullhide_1d,total,100 MeV,2.417989242000e+22,1.924024182760e+02,2.871634999391e-29
fullhide_1d,total,100 MeV,2.417989242000e+22,2.335721469090e+02,2.187577735214e-29
fullhide_1d,total,100 MeV,2.417989242000e+22,2.835512583497e+02,1.666558237999e-29
fullhide_1d,total,100 MeV,2.417989242000e+22,3.442247595686e+02,1.267538819147e-29
fullhide_1d,total,100 MeV,2.417989242000e+22,4.178810060294e+02,9.684092997365e-30
fullhide_1d,total,100 MeV,2.417989242000e+22,5.072980090654e+02,7.373788334013e-30
fullhide_1d,total,100 MeV,2.417989242000e+22,6.158482110660e+02,5.617984665957e-30
fullhide_1d,total,100 MeV,2.417989242000e+22,7.476256801638e+02,4.261225169825e-30
fullhide_1d,total,100 MeV,2.417989242000e+22,9.076005216818e+02,3.235542708159e-30
fullhide_1d,total,100 MeV,2.417989242000e+22,1.101806330110e+03,2.459700046404e-30
fullhide_1d,total,100 MeV,2.417989242000e+22,1.337567751526e+03,1.886459751569e-30
fullhide_1d,total,100 MeV,2.417989242000e+22,1.623776739189e+03,1.466214034975e-30
fullhide_1d,total,100 MeV,2.417989242000e+22,1.971227921518e+03,1.156133125894e-30
fullhide_1d,total,100 MeV,2.417989242000e+22,2.393025731180e+03,9.246437627950e-31
fullhide_1d,total,100 MeV,2.417989242000e+22,2.905078650511e+03,7.475834149698e-31
fullhide_1d,total,100 MeV,2.417989242000e+22,3.526699214175e+03,6.081097355644e-31
fullhide_1d,total,100 MeV,2.417989242000e+22,4.281332398719e+03,4.958310623933e-31
fullhide_1d,total,100 MeV,2.417989242000e+22,5.197439870872e+03,3.976146785915e-31
fullhide_1d,total,100 MeV,2.417989242000e+22,6.309573444802e+03,2.868742491087e-31
fullhide_1d,total,100 MeV,2.417989242000e+22,7.659678234752e+03,2.170305550108e-31
fullhide_1d,total,100 MeV,2.417989242000e+22,9.298674652605e+03,1.724789939524e-31
fullhide_1d,total,100 MeV,2.417989242000e+22,1.128837891685e+04,1.372775223028e-31
fullhide_1d,total,100 MeV,2.417989242000e+22,1.370383450663e+04,1.067569735443e-31
fullhide_1d,total,100 MeV,2.417989242000e+22,1.663614249384e+04,8.005937512078e-32
fullhide_1d,total,100 MeV,2.417989242000e+22,2.019589750164e+04,5.982322143524e-32
fullhide_1d,total,100 MeV,2.417989242000e+22,2.451735887979e+04,4.749087346547e-32
fullhide_1d,total,100 MeV,2.417989242000e+22,2.976351441631e+04,3.589470523400e-32
fullhide_1d,total,100 MeV,2.417989242000e+22,3.613222756796e+04,2.517692925875e-32
fullhide_1d,total,100 MeV,2.417989242000e+22,4.386370005780e+04,1.776451851887e-32
fullhide_1d,total,100 MeV,2.417989242000e+22,5.324953129838e+04,1.251486117680e-32
fullhide_1d,total,100 MeV,2.417989242000e+22,6.464371632490e+04,8.773547236926e-33
fullhide_1d,total,100 MeV,2.417989242000e+22,7.847599703515e+04,6.133956507657e-33
fullhide_1d,total,100 MeV,2.417989242000e+22,9.526807029020e+04,4.291088897906e-33
fullhide_1d,total,100 MeV,2.417989242000e+22,1.156532641790e+05,3.016772680216e-33
fullhide_1d,total,100 MeV,2.417989242000e+22,1.404004245548e+05,2.127469751380e-33
fullhide_1d,total,100 MeV,2.417989242000e+22,1.704429127453e+05,1.492364422803e-33
fullhide_1d,total,100 MeV,2.417989242000e+22,2.069138081115e+05,1.032874243356e-33
fullhide_1d,total,100 MeV,2.417989242000e+22,2.511886431510e+05,7.044917497626e-34
fullhide_1d,total,100 MeV,2.417989242000e+22,3.049372829387e+05,4.753323275318e-34
fullhide_1d,total,100 MeV,2.417989242000e+22,3.701869055846e+05,3.166607299470e-34
fullhide_1d,total,100 MeV,2.417989242000e+22,4.493984590722e+05,2.073901604094e-34
fullhide_1d,total,100 MeV,2.417989242000e+22,5.455594781169e+05,1.331647931253e-34
fullhide_1d,total,100 MeV,2.417989242000e+22,6.622967617148e+05,8.402198411013e-35
fullhide_1d,total,100 MeV,2.417989242000e+22,8.040131611168e+05,5.333894492504e-35
fullhide_1d,total,100 MeV,2.417989242000e+22,9.760536373079e+05,3.543344957649e-35
fullhide_1d,total,100 MeV,2.417989242000e+22,1.184906851001e+06,2.500321550676e-35
fullhide_1d,total,100 MeV,2.417989242000e+22,1.438449888288e+06,1.809243660149e-35
fullhide_1d,total,100 MeV,2.417989242000e+22,1.746245352002e+06,1.287517090670e-35
fullhide_1d,total,100 MeV,2.417989242000e+22,2.119902023850e+06,8.904567006069e-36
fullhide_1d,total,100 MeV,2.417989242000e+22,2.573512700017e+06,6.008294863076e-36
fullhide_1d,total,100 MeV,2.417989242000e+22,3.124185713603e+06,4.003469479998e-36
fullhide_1d,total,100 MeV,2.417989242000e+22,3.792690190732e+06,2.654883043621e-36
fullhide_1d,total,100 MeV,2.417989242000e+22,4.604239376759e+06,1.746856738011e-36
fullhide_1d,total,100 MeV,2.417989242000e+22,5.589441576403e+06,1.142922426788e-36
fullhide_1d,total,100 MeV,2.417989242000e+22,6.785454573394e+06,7.456130581760e-37
fullhide_1d,total,100 MeV,2.417989242000e+22,8.237387069571e+06,4.856218353435e-37
fullhide_1d,total,100 MeV,2.417989242000e+22,1.000000000000e+07,3.160049822667e-37
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.000000000000e-01,1.300174289462e-30
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.213977189070e-01,2.175869803908e-30
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.473740615582e-01,3.754173911361e-30
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.789087489923e-01,6.674459513517e-30
fullhide_1d,sync,10 GHz,1.000000000000e+10,2.171911402017e-01,1.211564473204e-29
fullhide_1d,sync,10 GHz,1.000000000000e+10,2.636650898730e-01,2.231529612686e-29
fullhide_1d,sync,10 GHz,1.000000000000e+10,3.200834046600e-01,4.154332755688e-29
fullhide_1d,sync,10 GHz,1.000000000000e+10,3.885739518571e-01,7.849743949358e-29
fullhide_1d,sync,10 GHz,1.000000000000e+10,4.717199138213e-01,1.491951591727e-28
fullhide_1d,sync,10 GHz,1.000000000000e+10,5.726572150092e-01,2.834481151638e-28
fullhide_1d,sync,10 GHz,1.000000000000e+10,6.951927961776e-01,5.318648701091e-28
fullhide_1d,sync,10 GHz,1.000000000000e+10,8.439481965654e-01,9.710813392214e-28
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.024533859387e+00,1.702175541479e-27
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.243760734726e+00,2.830276622995e-27
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.509897160618e+00,4.437866534614e-27
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.832980710832e+00,6.535050812362e-27
fullhide_1d,sync,10 GHz,1.000000000000e+10,2.225196770956e+00,9.044864223339e-27
fullhide_1d,sync,10 GHz,1.000000000000e+10,2.701338121133e+00,1.187094224328e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,3.279362859021e+00,1.491680718160e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,3.981071705535e+00,1.808133925208e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,4.832930238572e+00,2.121054696731e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,5.867067065993e+00,2.424811504508e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,7.122485584860e+00,2.721920593262e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,8.646535029500e+00,3.007629410508e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.049669629031e+01,3.282024819918e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.274274985703e+01,3.541810869463e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.546940765246e+01,3.776724619050e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.877950801851e+01,3.996497834959e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,2.279789435644e+01,4.192706053315e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,2.767612370754e+01,4.358459881334e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,3.359818286284e+01,4.485276366107e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,4.078742758969e+01,4.578989298634e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,4.951500669473e+01,4.651859714660e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,6.011008864406e+01,4.725584848612e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,7.297227644686e+01,4.818895815761e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,8.858667904101e+01,4.946472306301e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.075422076113e+02,5.121168861553e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.305537869023e+02,5.349277481236e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.584893192461e+02,5.629325471951e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.924024182760e+02,5.985865763146e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,2.335721469090e+02,6.411220142359e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,2.835512583497e+02,6.907081308351e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,3.442247595686e+02,7.473282223999e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,4.178810060294e+02,8.112842925924e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,5.072980090654e+02,8.808459279932e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,6.158482110660e+02,9.551612558283e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,7.476256801638e+02,1.033089705507e-25
fullhide_1d,sync,10 GHz,1.000000000000e+10,9.076005216818e+02,1.117146343098e-25
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.101806330110e+03,1.213170566141e-25
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.337567751526e+03,1.325590587798e-25
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.623776739189e+03,1.452970530149e-25
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.971227921518e+03,1.588920024800e-25
fullhide_1d,sync,10 GHz,1.000000000000e+10,2.393025731180e+03,1.724120234613e-25
fullhide_1d,sync,10 GHz,1.000000000000e+10,2.905078650511e+03,1.849964070498e-25
fullhide_1d,sync,10 GHz,1.000000000000e+10,3.526699214175e+03,1.960407794675e-25
fullhide_1d,sync,10 GHz,1.000000000000e+10,4.281332398719e+03,2.054338442642e-25
fullhide_1d,sync,10 GHz,1.000000000000e+10,5.197439870872e+03,2.132770716422e-25
fullhide_1d,sync,10 GHz,1.000000000000e+10,6.309573444802e+03,2.154401375024e-25
fullhide_1d,sync,10 GHz,1.000000000000e+10,7.659678234752e+03,2.121951230966e-25
fullhide_1d,sync,10 GHz,1.000000000000e+10,9.298674652605e+03,2.092862084415e-25
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.128837891685e+04,2.045275468673e-25
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.370383450663e+04,1.955627415316e-25
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.663614249384e+04,1.826722304722e-25
fullhide_1d,sync,10 GHz,1.000000000000e+10,2.019589750164e+04,1.686221618953e-25
fullhide_1d,sync,10 GHz,1.000000000000e+10,2.451735887979e+04,1.577438491599e-25
fullhide_1d,sync,10 GHz,1.000000000000e+10,2.976351441631e+04,1.460617582933e-25
fullhide_1d,sync,10 GHz,1.000000000000e+10,3.613222756796e+04,1.336158524821e-25
fullhide_1d,sync,10 GHz,1.000000000000e+10,4.386370005780e+04,1.233907722281e-25
fullhide_1d,sync,10 GHz,1.000000000000e+10,5.324953129838e+04,1.151874824085e-25
fullhide_1d,sync,10 GHz,1.000000000000e+10,6.464371632490e+04,1.086308874090e-25
fullhide_1d,sync,10 GHz,1.000000000000e+10,7.847599703515e+04,1.029550802481e-25
fullhide_1d,sync,10 GHz,1.000000000000e+10,9.526807029020e+04,9.755653437514e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.156532641790e+05,9.318173454509e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.404004245548e+05,8.942294738179e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.704429127453e+05,8.660511481194e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,2.069138081115e+05,8.619784430815e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,2.511886431510e+05,8.691881093660e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,3.049372829387e+05,9.003201503334e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,3.701869055846e+05,9.298067813740e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,4.493984590722e+05,9.628294207245e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,5.455594781169e+05,9.824683675391e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,6.622967617148e+05,9.772357544299e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,8.040131611168e+05,9.625598857550e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,9.760536373079e+05,9.567628491832e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.184906851001e+06,9.683489481220e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.438449888288e+06,9.853697234532e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.746245352002e+06,9.900566340311e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,2.119902023850e+06,9.760599590404e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,2.573512700017e+06,9.487989124264e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,3.124185713603e+06,9.089512084094e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,3.792690190732e+06,8.438097824931e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,4.604239376759e+06,7.591653477740e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,5.589441576403e+06,6.623343300643e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,6.785454573394e+06,5.585662903537e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,8.237387069571e+06,4.585968315286e-26
fullhide_1d,sync,10 GHz,1.000000000000e+10,1.000000000000e+07,3.690709399383e-26
fullhide_1d,sync,R band,4.560000000000e+14,1.000000000000e-01,4.644880234613e-29
fullhide_1d,sync,R band,4.560000000000e+14,1.213977189070e-01,7.773744541631e-29
fullhide_1d,sync,R band,4.560000000000e+14,1.473740615582e-01,1.341398111259e-28
fullhide_1d,sync,R band,4.560000000000e+14,1.789087489923e-01,2.385281770808e-28
fullhide_1d,sync,R band,4.560000000000e+14,2.171911402017e-01,4.331185153960e-28
fullhide_1d,sync,R band,4.560000000000e+14,2.636650898730e-01,7.981601575967e-28
fullhide_1d,sync,R band,4.560000000000e+14,3.200834046600e-01,1.487164519340e-27
fullhide_1d,sync,R band,4.560000000000e+14,3.885739518571e-01,2.814096374685e-27
fullhide_1d,sync,R band,4.560000000000e+14,4.717199138213e-01,5.361231682552e-27
fullhide_1d,sync,R band,4.560000000000e+14,5.726572150092e-01,1.022614932340e-26
fullhide_1d,sync,R band,4.560000000000e+14,6.951927961776e-01,1.930211650459e-26
fullhide_1d,sync,R band,4.560000000000e+14,8.439481965654e-01,3.552729230551e-26
fullhide_1d,sync,R band,4.560000000000e+14,1.024533859387e+00,6.288718237326e-26
fullhide_1d,sync,R band,4.560000000000e+14,1.243760734726e+00,1.056244470733e-25
fullhide_1d,sync,R band,4.560000000000e+14,1.509897160618e+00,1.669609482890e-25
fullhide_1d,sync,R band,4.560000000000e+14,1.832980710832e+00,2.478066542565e-25
fullhide_1d,sync,R band,4.560000000000e+14,2.225196770956e+00,3.446826250869e-25
fullhide_1d,sync,R band,4.560000000000e+14,2.701338121133e+00,4.524834589320e-25
fullhide_1d,sync,R band,4.560000000000e+14,3.279362859021e+00,5.658770610839e-25
fullhide_1d,sync,R band,4.560000000000e+14,3.981071705535e+00,6.798870285259e-25
fullhide_1d,sync,R band,4.560000000000e+14,4.832930238572e+00,7.910212534114e-25
fullhide_1d,sync,R band,4.560000000000e+14,5.867067065993e+00,8.977233817752e-25
fullhide_1d,sync,R band,4.560000000000e+14,7.122485584860e+00,9.987696233068e-25
fullhide_1d,sync,R band,4.560000000000e+14,8.646535029500e+00,1.092445460578e-24
fullhide_1d,sync,R band,4.560000000000e+14,1.049669629031e+01,1.178645375122e-24
fullhide_1d,sync,R band,4.560000000000e+14,1.274274985703e+01,1.258486633640e-24
fullhide_1d,sync,R band,4.560000000000e+14,1.546940765246e+01,1.330335918897e-24
fullhide_1d,sync,R band,4.560000000000e+14,1.877950801851e+01,1.395105445540e-24
fullhide_1d,sync,R band,4.560000000000e+14,2.279789435644e+01,1.450125587644e-24
fullhide_1d,sync,R band,4.560000000000e+14,2.767612370754e+01,1.493308841031e-24
fullhide_1d,sync,R band,4.560000000000e+14,3.359818286284e+01,1.523412462327e-24
fullhide_1d,sync,R band,4.560000000000e+14,4.078742758969e+01,1.544433976461e-24
fullhide_1d,sync,R band,4.560000000000e+14,4.951500669473e+01,1.559481269956e-24
fullhide_1d,sync,R band,4.560000000000e+14,6.011008864406e+01,1.575751925012e-24
fullhide_1d,sync,R band,4.560000000000e+14,7.297227644686e+01,1.599690476154e-24
fullhide_1d,sync,R band,4.560000000000e+14,8.858667904101e+01,1.635700199663e-24
fullhide_1d,sync,R band,4.560000000000e+14,1.075422076113e+02,1.688313790878e-24
fullhide_1d,sync,R band,4.560000000000e+14,1.305537869023e+02,1.759195815078e-24
fullhide_1d,sync,R band,4.560000000000e+14,1.584893192461e+02,1.846820400657e-24
fullhide_1d,sync,R band,4.560000000000e+14,1.924024182760e+02,1.958847984969e-24
fullhide_1d,sync,R band,4.560000000000e+14,2.335721469090e+02,2.091416116210e-24
fullhide_1d,sync,R band,4.560000000000e+14,2.835512583497e+02,2.244064120380e-24
fullhide_1d,sync,R band,4.560000000000e+14,3.442247595686e+02,2.414983334593e-24
fullhide_1d,sync,R band,4.560000000000e+14,4.178810060294e+02,2.602862899041e-24
fullhide_1d,sync,R band,4.560000000000e+14,5.072980090654e+02,2.799166020521e-24
fullhide_1d,sync,R band,4.560000000000e+14,6.158482110660e+02,2.997356901191e-24
fullhide_1d,sync,R band,4.560000000000e+14,7.476256801638e+02,3.190378462720e-24
fullhide_1d,sync,R band,4.560000000000e+14,9.076005216818e+02,3.382542304759e-24
fullhide_1d,sync,R band,4.560000000000e+14,1.101806330110e+03,3.589358970705e-24
fullhide_1d,sync,R band,4.560000000000e+14,1.337567751526e+03,3.820704858759e-24
fullhide_1d,sync,R band,4.560000000000e+14,1.623776739189e+03,4.065904550313e-24
fullhide_1d,sync,R band,4.560000000000e+14,1.971227921518e+03,4.299686764994e-24
fullhide_1d,sync,R band,4.560000000000e+14,2.393025731180e+03,4.491870612143e-24
fullhide_1d,sync,R band,4.560000000000e+14,2.905078650511e+03,4.617482387079e-24
fullhide_1d,sync,R band,4.560000000000e+14,3.526699214175e+03,4.658691998367e-24
fullhide_1d,sync,R band,4.560000000000e+14,4.281332398719e+03,4.619773006585e-24
fullhide_1d,sync,R band,4.560000000000e+14,5.197439870872e+03,4.506511941315e-24
fullhide_1d,sync,R band,4.560000000000e+14,6.309573444802e+03,4.190662047846e-24
fullhide_1d,sync,R band,4.560000000000e+14,7.659678234752e+03,3.714416502563e-24
fullhide_1d,sync,R band,4.560000000000e+14,9.298674652605e+03,3.289285654720e-24
fullhide_1d,sync,R band,4.560000000000e+14,1.128837891685e+04,2.883375707514e-24
fullhide_1d,sync,R band,4.560000000000e+14,1.370383450663e+04,2.460484707785e-24
fullhide_1d,sync,R band,4.560000000000e+14,1.663614249384e+04,2.018062898935e-24
fullhide_1d,sync,R band,4.560000000000e+14,2.019589750164e+04,1.611720566428e-24
fullhide_1d,sync,R band,4.560000000000e+14,2.451735887979e+04,1.310480829126e-24
fullhide_1d,sync,R band,4.560000000000e+14,2.976351441631e+04,1.007443226761e-24
fullhide_1d,sync,R band,4.560000000000e+14,3.613222756796e+04,6.982374453625e-25
fullhide_1d,sync,R band,4.560000000000e+14,4.386370005780e+04,4.638413715184e-25
fullhide_1d,sync,R band,4.560000000000e+14,5.324953129838e+04,3.066646726967e-25
fullhide_1d,sync,R band,4.560000000000e+14,6.464371632490e+04,2.037151198512e-25
fullhide_1d,sync,R band,4.560000000000e+14,7.847599703515e+04,1.363485335890e-25
fullhide_1d,sync,R band,4.560000000000e+14,9.526807029020e+04,9.217945979097e-26
fullhide_1d,sync,R band,4.560000000000e+14,1.156532641790e+05,6.277604935748e-26
fullhide_1d,sync,R band,4.560000000000e+14,1.404004245548e+05,4.294096330514e-26
fullhide_1d,sync,R band,4.560000000000e+14,1.704429127453e+05,2.922803564927e-26
fullhide_1d,sync,R band,4.560000000000e+14,2.069138081115e+05,1.964087569016e-26
fullhide_1d,sync,R band,4.560000000000e+14,2.511886431510e+05,1.306614246499e-26
fullhide_1d,sync,R band,4.560000000000e+14,3.049372829387e+05,8.673202442559e-27
fullhide_1d,sync,R band,4.560000000000e+14,3.701869055846e+05,5.757185999212e-27
fullhide_1d,sync,R band,4.560000000000e+14,4.493984590722e+05,3.809385551276e-27
fullhide_1d,sync,R band,4.560000000000e+14,5.455594781169e+05,2.505345285486e-27
fullhide_1d,sync,R band,4.560000000000e+14,6.622967617148e+05,1.642421362406e-27
fullhide_1d,sync,R band,4.560000000000e+14,8.040131611168e+05,1.098966447034e-27
fullhide_1d,sync,R band,4.560000000000e+14,9.760536373079e+05,7.813143352233e-28
fullhide_1d,sync,R band,4.560000000000e+14,1.184906851001e+06,5.978257105815e-28
fullhide_1d,sync,R band,4.560000000000e+14,1.438449888288e+06,4.718753399961e-28
fullhide_1d,sync,R band,4.560000000000e+14,1.746245352002e+06,3.668190623960e-28
fullhide_1d,sync,R band,4.560000000000e+14,2.119902023850e+06,2.772904834442e-28
fullhide_1d,sync,R band,4.560000000000e+14,2.573512700017e+06,2.048778067331e-28
fullhide_1d,sync,R band,4.560000000000e+14,3.124185713603e+06,1.497751390529e-28
fullhide_1d,sync,R band,4.560000000000e+14,3.792690190732e+06,1.092277830809e-28
fullhide_1d,sync,R band,4.560000000000e+14,4.604239376759e+06,7.948656136847e-29
fullhide_1d,sync,R band,4.560000000000e+14,5.589441576403e+06,5.786118813810e-29
fullhide_1d,sync,R band,4.560000000000e+14,6.785454573394e+06,4.218825254470e-29
fullhide_1d,sync,R band,4.560000000000e+14,8.237387069571e+06,3.082835959439e-29
fullhide_1d,sync,R band,4.560000000000e+14,1.000000000000e+07,2.257879873019e-29
fullhide_1d,sync,1 keV,2.417989242000e+17,1.000000000000e-01,3.680800295511e-28
fullhide_1d,sync,1 keV,2.417989242000e+17,1.213977189070e-01,6.131481968218e-28
fullhide_1d,sync,1 keV,2.417989242000e+17,1.473740615582e-01,1.052408157953e-27
fullhide_1d,sync,1 keV,2.417989242000e+17,1.789087489923e-01,1.859703112173e-27
fullhide_1d,sync,1 keV,2.417989242000e+17,2.171911402017e-01,3.351659275976e-27
fullhide_1d,sync,1 keV,2.417989242000e+17,2.636650898730e-01,6.120544824367e-27
fullhide_1d,sync,1 keV,2.417989242000e+17,3.200834046600e-01,1.127675469259e-26
fullhide_1d,sync,1 keV,2.417989242000e+17,3.885739518571e-01,2.103141199729e-26
fullhide_1d,sync,1 keV,2.417989242000e+17,4.717199138213e-01,3.933966333637e-26
fullhide_1d,sync,1 keV,2.417989242000e+17,5.726572150092e-01,7.330996293850e-26
fullhide_1d,sync,1 keV,2.417989242000e+17,6.951927961776e-01,1.344873037339e-25
fullhide_1d,sync,1 keV,2.417989242000e+17,8.439481965654e-01,2.392755262510e-25
fullhide_1d,sync,1 keV,2.417989242000e+17,1.024533859387e+00,4.071224540381e-25
fullhide_1d,sync,1 keV,2.417989242000e+17,1.243760734726e+00,6.537124024820e-25
fullhide_1d,sync,1 keV,2.417989242000e+17,1.509897160618e+00,9.828137119193e-25
fullhide_1d,sync,1 keV,2.417989242000e+17,1.832980710832e+00,1.379518620380e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,2.225196770956e+00,1.807819644528e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,2.701338121133e+00,2.233199722286e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,3.279362859021e+00,2.629982417128e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,3.981071705535e+00,2.977851771863e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,4.832930238572e+00,3.269635524932e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,5.867067065993e+00,3.499430932855e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,7.122485584860e+00,3.679102875296e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,8.646535029500e+00,3.810965636345e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,1.049669629031e+01,3.902668149526e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,1.274274985703e+01,3.962501910532e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,1.546940765246e+01,3.981165014039e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,1.877950801851e+01,3.976161310148e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,2.279789435644e+01,3.948188686583e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,2.767612370754e+01,3.901696898458e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,3.359818286284e+01,3.838559998461e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,4.078742758969e+01,3.769034657892e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,4.951500669473e+01,3.690452049993e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,6.011008864406e+01,3.612163546114e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,7.297227644686e+01,3.533580319732e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,8.858667904101e+01,3.448324527990e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,1.075422076113e+02,3.352360441127e-24
fullhide_1d,sync,1 keV,2.417989242000e+17,1.305537869023e+02,3.231683003222e-24
