scenario,solver,band,nu_hz,t_obs_s,flux_density
ISM,fullhide_1d,10GHz,1.00000000e+10,1.09137671e+06,2.14476054e-25
ISM,fullhide_1d,10GHz,1.00000000e+10,1.22633068e+06,2.06233608e-25
ISM,fullhide_1d,10GHz,1.00000000e+10,1.37797236e+06,1.98995207e-25
ISM,fullhide_1d,10GHz,1.00000000e+10,1.54836526e+06,1.90373228e-25
ISM,fullhide_1d,10GHz,1.00000000e+10,1.73982805e+06,1.81577134e-25
ISM,fullhide_1d,10GHz,1.00000000e+10,1.95496614e+06,1.70976495e-25
ISM,fullhide_1d,10GHz,1.00000000e+10,2.19670709e+06,1.59732396e-25
ISM,fullhide_1d,10GHz,1.00000000e+10,2.46834047e+06,1.47453455e-25
ISM,fullhide_1d,10GHz,1.00000000e+10,2.77356261e+06,1.35573447e-25
ISM,fullhide_1d,10GHz,1.00000000e+10,3.11652694e+06,1.22955023e-25
ISM,fullhide_1d,10GHz,1.00000000e+10,3.50190046e+06,1.10676943e-25
ISM,fullhide_1d,10GHz,1.00000000e+10,3.93492726e+06,9.83027625e-26
ISM,fullhide_1d,10GHz,1.00000000e+10,4.42149991e+06,8.68902094e-26
ISM,fullhide_1d,10GHz,1.00000000e+10,4.96823959e+06,7.58639218e-26
ISM,fullhide_1d,10GHz,1.00000000e+10,5.58258627e+06,6.61291834e-26
ISM,fullhide_1d,10GHz,1.00000000e+10,6.27289986e+06,5.70216570e-26
ISM,fullhide_1d,10GHz,1.00000000e+10,7.04857404e+06,4.92224169e-26
ISM,fullhide_1d,10GHz,1.00000000e+10,7.92016405e+06,4.21004243e-26
ISM,fullhide_1d,10GHz,1.00000000e+10,8.89953035e+06,3.61191413e-26
ISM,fullhide_1d,10GHz,1.00000000e+10,1.00000000e+07,3.07480110e-26
ISM,fullhide_1d,Rband,4.60000000e+14,1.00000000e+03,1.76304208e-24
ISM,fullhide_1d,Rband,4.60000000e+14,1.12365480e+03,1.82920102e-24
ISM,fullhide_1d,Rband,4.60000000e+14,1.26260011e+03,1.89573727e-24
ISM,fullhide_1d,Rband,4.60000000e+14,1.41872667e+03,1.96130822e-24
ISM,fullhide_1d,Rband,4.60000000e+14,1.59415904e+03,2.02694676e-24
ISM,fullhide_1d,Rband,4.60000000e+14,1.79128445e+03,2.09110612e-24
ISM,fullhide_1d,Rband,4.60000000e+14,2.01278538e+03,2.15422881e-24
ISM,fullhide_1d,Rband,4.60000000e+14,2.26167595e+03,2.21331242e-24
ISM,fullhide_1d,Rband,4.60000000e+14,2.54134304e+03,2.26632066e-24
ISM,fullhide_1d,Rband,4.60000000e+14,2.85559230e+03,2.31188721e-24
ISM,fullhide_1d,Rband,4.60000000e+14,3.20870000e+03,2.35080395e-24
ISM,fullhide_1d,Rband,4.60000000e+14,3.60547115e+03,2.38109189e-24
ISM,fullhide_1d,Rband,4.60000000e+14,4.05130497e+03,2.40303984e-24
ISM,fullhide_1d,Rband,4.60000000e+14,4.55226828e+03,2.41481025e-24
ISM,fullhide_1d,Rband,4.60000000e+14,5.11517810e+03,2.41656616e-24
ISM,fullhide_1d,Rband,4.60000000e+14,5.74769442e+03,2.40659506e-24
ISM,fullhide_1d,Rband,4.60000000e+14,6.45842443e+03,2.38485425e-24
ISM,fullhide_1d,Rband,4.60000000e+14,7.25703961e+03,2.34929369e-24
ISM,fullhide_1d,Rband,4.60000000e+14,8.15440740e+03,2.29867789e-24
ISM,fullhide_1d,Rband,4.60000000e+14,9.16273901e+03,2.23020451e-24
ISM,fullhide_1d,Rband,4.60000000e+14,1.02957557e+04,2.15118095e-24
ISM,fullhide_1d,Rband,4.60000000e+14,1.15688753e+04,2.06211135e-24
ISM,fullhide_1d,Rband,4.60000000e+14,1.29994222e+04,1.96545322e-24
ISM,fullhide_1d,Rband,4.60000000e+14,1.46068632e+04,1.86132360e-24
ISM,fullhide_1d,Rband,4.60000000e+14,1.64130720e+04,1.75167389e-24
ISM,fullhide_1d,Rband,4.60000000e+14,1.84426271e+04,1.63594552e-24
ISM,fullhide_1d,Rband,4.60000000e+14,2.07231465e+04,1.51497123e-24
ISM,fullhide_1d,Rband,4.60000000e+14,2.32856630e+04,1.38682340e-24
ISM,fullhide_1d,Rband,4.60000000e+14,2.61650470e+04,1.25135155e-24
ISM,fullhide_1d,Rband,4.60000000e+14,2.94004806e+04,1.10750162e-24
ISM,fullhide_1d,Rband,4.60000000e+14,3.30359912e+04,9.59240679e-25
ISM,fullhide_1d,Rband,4.60000000e+14,3.71210501e+04,8.12197984e-25
ISM,fullhide_1d,Rband,4.60000000e+14,4.17112461e+04,6.73042772e-25
ISM,fullhide_1d,Rband,4.60000000e+14,4.68690419e+04,5.47236311e-25
ISM,fullhide_1d,Rband,4.60000000e+14,5.26646239e+04,4.38742980e-25
ISM,fullhide_1d,Rband,4.60000000e+14,5.91768575e+04,3.48062962e-25
ISM,fullhide_1d,Rband,4.60000000e+14,6.64943600e+04,2.74407648e-25
ISM,fullhide_1d,Rband,4.60000000e+14,7.47167068e+04,2.15380719e-25
ISM,fullhide_1d,Rband,4.60000000e+14,8.39557862e+04,1.68817099e-25
ISM,fullhide_1d,Rband,4.60000000e+14,9.43373222e+04,1.32146468e-25
ISM,fullhide_1d,Rband,4.60000000e+14,1.06002585e+05,1.03518381e-25
ISM,fullhide_1d,Rband,4.60000000e+14,1.19110313e+05,8.10902226e-26
ISM,fullhide_1d,Rband,4.60000000e+14,1.33838875e+05,6.36591397e-26
ISM,fullhide_1d,Rband,4.60000000e+14,1.50388695e+05,5.00220134e-26
ISM,fullhide_1d,Rband,4.60000000e+14,1.68984979e+05,3.94310012e-26
ISM,fullhide_1d,Rband,4.60000000e+14,1.89880782e+05,3.10841533e-26
ISM,fullhide_1d,Rband,4.60000000e+14,2.13360453e+05,2.45674860e-26
ISM,fullhide_1d,Rband,4.60000000e+14,2.39743497e+05,1.94412194e-26
ISM,fullhide_1d,Rband,4.60000000e+14,2.69388931e+05,1.54352067e-26
ISM,fullhide_1d,Rband,4.60000000e+14,3.02700165e+05,1.22325800e-26
ISM,fullhide_1d,Rband,4.60000000e+14,3.40130494e+05,9.74723001e-27
ISM,fullhide_1d,Rband,4.60000000e+14,3.82189262e+05,7.74828219e-27
ISM,fullhide_1d,Rband,4.60000000e+14,4.29448799e+05,6.18418185e-27
ISM,fullhide_1d,Rband,4.60000000e+14,4.82552204e+05,4.93679271e-27
ISM,fullhide_1d,Rband,4.60000000e+14,5.42222101e+05,3.94735696e-27
ISM,fullhide_1d,Rband,4.60000000e+14,6.09270466e+05,3.15951555e-27
ISM,fullhide_1d,Rband,4.60000000e+14,6.84609684e+05,2.53631735e-27
ISM,fullhide_1d,Rband,4.60000000e+14,7.69264957e+05,2.03181603e-27
ISM,fullhide_1d,Rband,4.60000000e+14,8.64388262e+05,1.63994046e-27
ISM,fullhide_1d,Rband,4.60000000e+14,9.71274020e+05,1.31328862e-27
ISM,fullhide_1d,Rband,4.60000000e+14,1.09137671e+06,1.06527209e-27
ISM,fullhide_1d,Rband,4.60000000e+14,1.22633068e+06,8.53163549e-28
ISM,fullhide_1d,Rband,4.60000000e+14,1.37797236e+06,6.94711839e-28
ISM,fullhide_1d,Rband,4.60000000e+14,1.54836526e+06,5.56872918e-28
ISM,fullhide_1d,Rband,4.60000000e+14,1.73982805e+06,4.55195937e-28
ISM,fullhide_1d,Rband,4.60000000e+14,1.95496614e+06,3.65607332e-28
ISM,fullhide_1d,Rband,4.60000000e+14,2.19670709e+06,2.99823143e-28
ISM,fullhide_1d,Rband,4.60000000e+14,2.46834047e+06,2.41491790e-28
ISM,fullhide_1d,Rband,4.60000000e+14,2.77356261e+06,1.98555240e-28
ISM,fullhide_1d,Rband,4.60000000e+14,3.11652694e+06,1.60511917e-28
ISM,fullhide_1d,Rband,4.60000000e+14,3.50190046e+06,1.32223590e-28
ISM,fullhide_1d,Rband,4.60000000e+14,3.93492726e+06,1.07318160e-28
ISM,fullhide_1d,Rband,4.60000000e+14,4.42149991e+06,8.85509175e-29
ISM,fullhide_1d,Rband,4.60000000e+14,4.96823959e+06,7.21508581e-29
ISM,fullhide_1d,Rband,4.60000000e+14,5.58258627e+06,5.96430420e-29
ISM,fullhide_1d,Rband,4.60000000e+14,6.27289986e+06,4.87530675e-29
ISM,fullhide_1d,Rband,4.60000000e+14,7.04857404e+06,4.03602433e-29
ISM,fullhide_1d,Rband,4.60000000e+14,7.92016405e+06,3.31105396e-29
ISM,fullhide_1d,Rband,4.60000000e+14,8.89953035e+06,2.74674896e-29
ISM,fullhide_1d,Rband,4.60000000e+14,1.00000000e+07,2.26122528e-29
ISM,fullhide_1d,1keV,2.41798900e+17,1.00000000e+03,4.26719557e-25
