raw_index,r_cm,rho_g_cm3,proton_equivalent_n_cm3,nH_X033_cm3,nH_ambientnorm_cm3,velocity_cm_s,temperature_K,wind1,shell_mass_g
513,8.499829101562e+16,6.560509834522e-22,3.922290950276e+02,1.294356013591e+02,2.806035001934e+02,1.800016862601e+08,1.037432861920e+03,1.000000000000e+00,9.859107191710e+27
514,8.516381835938e+16,6.535032192004e-22,3.907058791617e+02,1.289329401233e+02,2.795137806674e+02,1.800016882642e+08,1.036415546162e+03,1.000000000000e+00,9.859107254342e+27
515,8.532934570312e+16,6.509702681673e-22,3.891915195821e+02,1.284332014621e+02,2.784303969920e+02,1.800016902638e+08,1.035400856839e+03,1.000000000000e+00,9.859107327008e+27
516,8.549487304688e+16,6.484520161134e-22,3.876859479893e+02,1.279363628365e+02,2.773533003051e+02,1.800016922586e+08,1.034388575732e+03,1.000000000000e+00,9.859107415362e+27
517,8.566040039062e+16,6.459483498097e-22,3.861890966876e+02,1.274424019069e+02,2.762824421770e+02,1.800016942470e+08,1.033378851268e+03,1.000000000000e+00,9.859107523683e+27
518,8.582592773438e+16,6.434591566075e-22,3.847008983285e+02,1.269512964484e+02,2.752177744258e+02,1.800016962275e+08,1.032371527190e+03,1.000000000000e+00,9.859107648454e+27
519,8.599145507812e+16,6.409843244279e-22,3.832212859041e+02,1.264630243484e+02,2.741592491137e+02,1.800016981989e+08,1.031366715880e+03,1.000000000000e+00,9.859107778238e+27
520,8.615698242188e+16,6.385237418829e-22,3.817501928196e+02,1.259775636305e+02,2.731068185984e+02,1.800017001610e+08,1.030364283603e+03,1.000000000000e+00,9.859107895597e+27
521,8.632250976562e+16,6.360772989222e-22,3.802875532798e+02,1.254948925823e+02,2.720604358093e+02,1.800017021148e+08,1.029364369434e+03,1.000000000000e+00,9.859107987180e+27
522,8.648803710938e+16,6.336448870056e-22,3.788333023925e+02,1.250149897895e+02,2.710200543223e+02,1.800017040615e+08,1.028366771968e+03,1.000000000000e+00,9.859108046696e+27
523,8.665356445312e+16,6.312263992762e-22,3.773873762719e+02,1.245378341697e+02,2.699856284329e+02,1.800017060031e+08,1.027371749156e+03,1.000000000000e+00,9.859108077926e+27
524,8.681909179688e+16,6.288217302090e-22,3.759497118283e+02,1.240634049033e+02,2.689571130064e+02,1.800017079403e+08,1.026378939655e+03,1.000000000000e+00,9.859108089603e+27
525,8.698461914062e+16,6.264307752564e-22,3.745202465566e+02,1.235916813637e+02,2.679344633261e+02,1.800017098745e+08,1.025388793788e+03,1.000000000000e+00,9.859108090107e+27
526,8.715014648438e+16,6.240534307190e-22,3.730989184587e+02,1.231226430914e+02,2.669176350381e+02,1.800017118054e+08,1.024400734040e+03,1.000000000000e+00,9.859108085591e+27
527,8.731567382812e+16,6.216895937494e-22,3.716856660457e+02,1.226562697951e+02,2.659065841529e+02,1.800017137338e+08,1.023415435737e+03,1.000000000000e+00,9.859108080188e+27
528,8.748120117188e+16,6.193391626914e-22,3.702804285412e+02,1.221925414186e+02,2.649012671905e+02,1.800017156587e+08,1.022432093018e+03,1.000000000000e+00,9.859108081541e+27
529,8.764672851562e+16,6.170020370161e-22,3.688831458426e+02,1.217314381281e+02,2.639016411532e+02,1.800017175803e+08,1.021451594056e+03,1.000000000000e+00,9.859108100021e+27
530,8.781225585938e+16,6.146781172823e-22,3.674937584976e+02,1.212729403042e+02,2.629076635083e+02,1.800017194969e+08,1.020472941650e+03,1.000000000000e+00,9.859108148326e+27
531,8.797778320312e+16,6.123673044362e-22,3.661122072855e+02,1.208170284042e+02,2.619192918889e+02,1.800017214080e+08,1.019497177635e+03,1.000000000000e+00,9.859108230415e+27
532,8.814331054688e+16,6.100694997026e-22,3.647384331521e+02,1.203636829402e+02,2.609364840473e+02,1.800017233125e+08,1.018523204101e+03,1.000000000000e+00,9.859108339751e+27
533,8.830883789062e+16,6.077846043989e-22,3.633723770989e+02,1.199128844426e+02,2.599591977754e+02,1.800017252101e+08,1.017552106536e+03,1.000000000000e+00,9.859108456262e+27
534,8.847436523438e+16,6.055125207065e-22,3.620139806434e+02,1.194646136123e+02,2.589873912346e+02,1.800017271007e+08,1.016582798135e+03,1.000000000000e+00,9.859108558815e+27
535,8.863989257812e+16,6.032531522737e-22,3.606631861807e+02,1.190188514396e+02,2.580210232137e+02,1.800017289841e+08,1.015616297592e+03,1.000000000000e+00,9.859108635215e+27
536,8.880541992188e+16,6.010064047248e-22,3.593199372868e+02,1.185755793046e+02,2.570600533468e+02,1.800017308604e+08,1.014651626915e+03,1.000000000000e+00,9.859108690900e+27
537,8.897094726562e+16,5.987721853482e-22,3.579841785329e+02,1.181347789158e+02,2.561044419795e+02,1.800017327290e+08,1.013689665924e+03,1.000000000000e+00,9.859108744296e+27
538,8.913647460938e+16,5.965504022418e-22,3.566558549739e+02,1.176964321414e+02,2.551541498040e+02,1.800017345903e+08,1.012729612456e+03,1.000000000000e+00,9.859108813100e+27
539,8.930200195312e+16,5.943409634189e-22,3.553349116145e+02,1.172605208328e+02,2.542091374760e+02,1.800017364446e+08,1.011772171073e+03,1.000000000000e+00,9.859108899584e+27
540,8.946752929688e+16,5.921437764364e-22,3.540212931862e+02,1.168270267515e+02,2.532693654561e+02,1.800017382936e+08,1.010816712569e+03,1.000000000000e+00,9.859108984283e+27
541,8.963305664062e+16,5.899587490480e-22,3.527149445384e+02,1.163959316977e+02,2.523347942891e+02,1.800017401391e+08,1.009863781555e+03,1.000000000000e+00,9.859109036658e+27
542,8.979858398438e+16,5.877857902444e-22,3.514158112598e+02,1.159672177157e+02,2.514053850489e+02,1.800017419831e+08,1.008912850922e+03,1.000000000000e+00,9.859109032501e+27
543,8.996411132812e+16,5.856248113853e-22,3.501238403556e+02,1.155408673173e+02,2.504810998226e+02,1.800017438267e+08,1.007964380749e+03,1.000000000000e+00,9.859108973275e+27
544,9.012963867188e+16,5.834757261842e-22,3.488389802383e+02,1.151168634786e+02,2.495619017041e+02,1.800017456700e+08,1.007017868930e+03,1.000000000000e+00,9.859108886481e+27
545,9.029516601562e+16,5.813384500538e-22,3.475611803361e+02,1.146951895109e+02,2.486477545140e+02,1.800017475118e+08,1.006073802673e+03,1.000000000000e+00,9.859108815188e+27
546,9.046069335938e+16,5.792128986497e-22,3.462903902227e+02,1.142758287735e+02,2.477386221769e+02,1.800017493503e+08,1.005131643784e+03,1.000000000000e+00,9.859108793681e+27
547,9.062622070312e+16,5.770989870036e-22,3.450265590986e+02,1.138587645025e+02,2.468344683506e+02,1.800017511840e+08,1.004191969910e+03,1.000000000000e+00,9.859108832622e+27
548,9.079174804688e+16,5.749966293114e-22,3.437696356645e+02,1.134439797693e+02,2.459352563351e+02,1.800017530118e+08,1.003254174088e+03,1.000000000000e+00,9.859108915132e+27
549,9.095727539062e+16,5.729057396418e-22,3.425195685454e+02,1.130314576200e+02,2.450409493763e+02,1.800017548334e+08,1.002319049266e+03,1.000000000000e+00,9.859109008630e+27
550,9.112280273438e+16,5.708262330290e-22,3.412763069431e+02,1.126211812912e+02,2.441515111330e+02,1.800017566495e+08,1.001385932337e+03,1.000000000000e+00,9.859109083559e+27
551,9.128833007812e+16,5.687580262544e-22,3.400398011044e+02,1.122131343645e+02,2.432669060113e+02,1.800017584609e+08,1.000455348120e+03,1.000000000000e+00,9.859109127151e+27
552,9.145385742188e+16,5.667010381073e-22,3.388100024763e+02,1.118073008172e+02,2.423870992760e+02,1.800017602679e+08,9.995267601205e+02,1.000000000000e+00,9.859109148403e+27
553,9.161938476562e+16,5.646551889432e-22,3.375868634422e+02,1.114036649359e+02,2.415120568619e+02,1.800017620705e+08,9.986006692024e+02,1.000000000000e+00,9.859109170919e+27
554,9.178491210938e+16,5.626204000091e-22,3.363703369186e+02,1.110022111832e+02,2.406417450852e+02,1.800017638676e+08,9.976765362384e+02,1.000000000000e+00,9.859109221477e+27
555,9.195043945312e+16,5.605965927342e-22,3.351603759309e+02,1.106029240572e+02,2.397761303397e+02,1.800017656581e+08,9.967548926031e+02,1.000000000000e+00,9.859109317747e+27
556,9.211596679688e+16,5.585836883023e-22,3.339569333577e+02,1.102057880080e+02,2.389151789146e+02,1.800017674406e+08,9.958351820575e+02,1.000000000000e+00,9.859109460717e+27
557,9.228149414062e+16,5.565816076024e-22,3.327599619013e+02,1.098107874274e+02,2.380588569728e+02,1.800017692140e+08,9.949179734860e+02,1.000000000000e+00,9.859109633646e+27
558,9.244702148438e+16,5.545902714690e-22,3.315694142317e+02,1.094179066965e+02,2.372071306540e+02,1.800017709781e+08,9.940026583253e+02,1.000000000000e+00,9.859109806155e+27
559,9.261254882812e+16,5.526096012103e-22,3.303852433018e+02,1.090271302896e+02,2.363599663004e+02,1.800017727335e+08,9.930898658520e+02,1.000000000000e+00,9.859109943538e+27
560,9.277807617188e+16,5.506395192419e-22,3.292074027268e+02,1.086384428999e+02,2.355173307279e+02,1.800017744816e+08,9.921789122185e+02,1.000000000000e+00,9.859110018179e+27
561,9.294360351562e+16,5.486799495640e-22,3.280358470691e+02,1.082518295328e+02,2.346791914303e+02,1.800017762244e+08,9.912704768323e+02,1.000000000000e+00,9.859110018378e+27
562,9.310913085938e+16,5.467308179064e-22,3.268705319253e+02,1.078672755353e+02,2.338455166409e+02,1.800017779638e+08,9.903638515552e+02,1.000000000000e+00,9.859109951398e+27
563,9.327465820312e+16,5.447920516973e-22,3.257114139072e+02,1.074847665894e+02,2.330162753196e+02,1.800017797018e+08,9.894597076914e+02,1.000000000000e+00,9.859109843361e+27
564,9.344018554688e+16,5.428635792969e-22,3.245584501842e+02,1.071042885608e+02,2.321914368250e+02,1.800017814394e+08,9.885573680176e+02,1.000000000000e+00,9.859109725790e+27
565,9.360571289062e+16,5.409453298374e-22,3.234115983868e+02,1.067258274677e+02,2.313709708458e+02,1.800017831772e+08,9.876574934609e+02,1.000000000000e+00,9.859109632915e+27
566,9.377124023438e+16,5.390372323210e-22,3.222708160681e+02,1.063493693025e+02,2.305548470149e+02,1.800017849158e+08,9.867593991008e+02,1.000000000000e+00,9.859109585336e+27
567,9.393676757812e+16,5.371392156927e-22,3.211360607469e+02,1.059749000465e+02,2.297430349413e+02,1.800017866546e+08,9.858637777369e+02,1.000000000000e+00,9.859109591248e+27
568,9.410229492188e+16,5.352512085466e-22,3.200072897321e+02,1.056024056116e+02,2.289355040832e+02,1.800017883899e+08,9.849698974435e+02,1.000000000000e+00,9.859109640915e+27
569,9.426782226562e+16,5.333731395880e-22,3.188844603993e+02,1.052318719318e+02,2.281322239470e+02,1.800017901205e+08,9.840784766709e+02,1.000000000000e+00,9.859109715032e+27
570,9.443334960938e+16,5.315049378811e-22,3.177675303386e+02,1.048632850117e+02,2.273331641921e+02,1.800017918458e+08,9.831887789508e+02,1.000000000000e+00,9.859109789266e+27
571,9.459887695312e+16,5.296465335559e-22,3.166564577770e+02,1.044966310664e+02,2.265382949341e+02,1.800017935655e+08,9.823014934367e+02,1.000000000000e+00,9.859109847456e+27
572,9.476440429688e+16,5.277978579115e-22,3.155512016410e+02,1.041318965415e+02,2.257475867885e+02,1.800017952796e+08,9.814159491078e+02,1.000000000000e+00,9.859109883800e+27
573,9.492993164062e+16,5.259588438546e-22,3.144517218178e+02,1.037690681999e+02,2.249610110584e+02,1.800017969879e+08,9.805327571760e+02,1.000000000000e+00,9.859109911390e+27
574,9.509545898438e+16,5.241294252122e-22,3.133579787451e+02,1.034081329859e+02,2.241785394406e+02,1.800017986899e+08,9.796513384827e+02,1.000000000000e+00,9.859109949714e+27
575,9.526098632812e+16,5.223095366038e-22,3.122699333341e+02,1.030490780003e+02,2.234001439708e+02,1.800018003851e+08,9.787722412926e+02,1.000000000000e+00,9.859110022490e+27
576,9.542651367188e+16,5.204991124155e-22,3.111875463567e+02,1.026918902977e+02,2.226257965849e+02,1.800018020727e+08,9.778948874885e+02,1.000000000000e+00,9.859110138398e+27
577,9.559204101562e+16,5.186980866637e-22,3.101107783637e+02,1.023365568600e+02,2.218554690606e+02,1.800018037528e+08,9.770198924662e+02,1.000000000000e+00,9.859110288351e+27
578,9.575756835938e+16,5.169063928593e-22,3.090395896037e+02,1.019830645692e+02,2.210891329595e+02,1.800018054254e+08,9.761465396378e+02,1.000000000000e+00,9.859110442704e+27
579,9.592309570312e+16,5.151239645033e-22,3.079739403193e+02,1.016314003054e+02,2.203267598389e+02,1.800018070919e+08,9.752756260776e+02,1.000000000000e+00,9.859110560497e+27
580,9.608862304688e+16,5.133507359566e-22,3.069137912674e+02,1.012815511182e+02,2.195683216239e+02,1.800018087536e+08,9.744062372286e+02,1.000000000000e+00,9.859110606082e+27
581,9.625415039062e+16,5.115866430106e-22,3.058591040598e+02,1.009335043397e+02,2.188137908514e+02,1.800018104123e+08,9.735393481840e+02,1.000000000000e+00,9.859110560329e+27
582,9.641967773438e+16,5.098316236088e-22,3.048098415953e+02,1.005872477264e+02,2.180631409789e+02,1.800018120696e+08,9.726739210065e+02,1.000000000000e+00,9.859110434976e+27
583,9.658520507812e+16,5.080856172838e-22,3.037659677226e+02,1.002427693485e+02,2.173163461436e+02,1.800018137265e+08,9.718109613973e+02,1.000000000000e+00,9.859110262354e+27
584,9.675073242188e+16,5.063485651403e-22,3.027274472304e+02,9.990005758604e+01,2.165733811550e+02,1.800018153836e+08,9.709495291303e+02,1.000000000000e+00,9.859110095504e+27
585,9.691625976562e+16,5.046204083305e-22,3.016942449357e+02,9.955910082877e+01,2.158342208428e+02,1.800018170415e+08,9.700903841810e+02,1.000000000000e+00,9.859109978851e+27
586,9.708178710938e+16,5.029010879557e-22,3.006663256250e+02,9.921988745625e+01,2.150988400153e+02,1.800018187016e+08,9.692329724054e+02,1.000000000000e+00,9.859109946227e+27
587,9.724731445312e+16,5.011905440554e-22,2.996436534502e+02,9.888240563857e+01,2.143672130263e+02,1.800018203634e+08,9.683775755526e+02,1.000000000000e+00,9.859110000893e+27
588,9.741284179688e+16,4.994887160372e-22,2.986261921853e+02,9.854664342114e+01,2.136393139594e+02,1.800018220193e+08,9.675241372875e+02,1.000000000000e+00,9.859110123606e+27
589,9.757836914062e+16,4.977955430189e-22,2.976139054310e+02,9.821258879223e+01,2.129151167745e+02,1.800018236659e+08,9.666725176840e+02,1.000000000000e+00,9.859110279117e+27
590,9.774389648438e+16,4.961109645542e-22,2.966067570487e+02,9.788022982607e+01,2.121945956177e+02,1.800018253030e+08,9.658229425676e+02,1.000000000000e+00,9.859110430420e+27
591,9.790942382812e+16,4.944349211408e-22,2.956047114640e+02,9.754955478313e+01,2.114777250388e+02,1.800018269318e+08,9.649751619661e+02,1.000000000000e+00,9.859110548962e+27
592,9.807495117188e+16,4.927673546414e-22,2.946077339189e+02,9.722055219325e+01,2.107644801717e+02,1.800018285530e+08,9.641293452312e+02,1.000000000000e+00,9.859110623323e+27
593,9.824047851562e+16,4.911082080036e-22,2.936157903037e+02,9.689321080023e+01,2.100548366140e+02,1.800018301689e+08,9.632854236497e+02,1.000000000000e+00,9.859110653973e+27
594,9.840600585938e+16,4.894574253446e-22,2.926288472082e+02,9.656751957872e+01,2.093487704639e+02,1.800018317802e+08,9.624433421211e+02,1.000000000000e+00,9.859110655299e+27
595,9.857153320312e+16,4.878149512576e-22,2.916468715066e+02,9.624346759719e+01,2.086462580229e+02,1.800018333880e+08,9.616032253909e+02,1.000000000000e+00,9.859110641894e+27
596,9.873706054688e+16,4.861807307411e-22,2.906698303156e+02,9.592104400415e+01,2.079472757661e+02,1.800018349923e+08,9.607648679496e+02,1.000000000000e+00,9.859110627244e+27
597,9.890258789062e+16,4.845547090425e-22,2.896976909005e+02,9.560023799715e+01,2.072518002748e+02,1.800018365937e+08,9.599285250061e+02,1.000000000000e+00,9.859110620602e+27
598,9.906811523438e+16,4.829368315516e-22,2.887304206118e+02,9.528103880191e+01,2.065598081915e+02,1.800018381917e+08,9.590938579982e+02,1.000000000000e+00,9.859110624851e+27
599,9.923364257812e+16,4.813270440789e-22,2.877679870518e+02,9.496343572707e+01,2.058712763383e+02,1.800018397864e+08,9.582612465232e+02,1.000000000000e+00,9.859110642179e+27
600,9.939916992188e+16,4.797252926850e-22,2.868103579718e+02,9.464741813069e+01,2.051861816446e+02,1.800018413775e+08,9.574302734378e+02,1.000000000000e+00,9.859110670666e+27
601,9.956469726562e+16,4.781315239103e-22,2.858575014104e+02,9.433297546544e+01,2.045045012448e+02,1.800018429647e+08,9.566013355128e+02,1.000000000000e+00,9.859110709030e+27
602,9.973022460938e+16,4.765456845553e-22,2.849093855616e+02,9.402009723532e+01,2.038262123847e+02,1.800018445476e+08,9.557740286661e+02,1.000000000000e+00,9.859110752198e+27
603,9.989575195312e+16,4.749677218429e-22,2.839659788717e+02,9.370877302766e+01,2.031512924905e+02,1.800018461260e+08,9.549487398186e+02,1.000000000000e+00,9.859110794696e+27
604,1.000612792969e+17,4.733975833438e-22,2.830272499953e+02,9.339899249845e+01,2.024797191377e+02,1.800018476999e+08,9.541250550598e+02,1.000000000000e+00,9.859110829183e+27
605,1.002268066406e+17,4.718352173258e-22,2.820931680035e+02,9.309074544114e+01,2.018114701992e+02,1.800018492695e+08,9.533033965270e+02,1.000000000000e+00,9.859110853807e+27
606,1.003923339844e+17,4.702805726043e-22,2.811637022949e+02,9.278402175731e+01,2.011465237828e+02,1.800018508350e+08,9.524833137072e+02,1.000000000000e+00,9.859110869257e+27
607,1.005578613281e+17,4.687335987419e-22,2.802388227148e+02,9.247881149589e+01,2.004848583156e+02,1.800018523965e+08,9.516652393704e+02,1.000000000000e+00,9.859110883086e+27
608,1.007233886719e+17,4.671942456550e-22,2.793184993201e+02,9.217510477563e+01,1.998264523759e+02,1.800018539538e+08,9.508487495396e+02,1.000000000000e+00,9.859110901610e+27
609,1.008889160156e+17,4.656624635232e-22,2.784027023249e+02,9.187289176722e+01,1.991712846549e+02,1.800018555069e+08,9.500342536620e+02,1.000000000000e+00,9.859110928062e+27
610,1.010544433594e+17,4.641382025250e-22,2.774914019428e+02,9.157216264113e+01,1.985193338430e+02,1.800018570557e+08,9.492212639654e+02,1.000000000000e+00,9.859110957004e+27
611,1.012199707031e+17,4.626214128491e-22,2.765845683934e+02,9.127290756981e+01,1.978705786352e+02,1.800018586012e+08,9.484103872328e+02,1.000000000000e+00,9.859110974511e+27
612,1.013854980469e+17,4.611120451327e-22,2.756821721644e+02,9.097511681427e+01,1.972249979182e+02,1.800018601440e+08,9.476008124294e+02,1.000000000000e+00,9.859110967500e+27
613,1.015510253906e+17,4.596100506479e-22,2.747841841233e+02,9.067878076069e+01,1.965825708503e+02,1.800018616857e+08,9.467935555064e+02,1.000000000000e+00,9.859110927814e+27
614,1.017165527344e+17,4.581153818835e-22,2.738905758648e+02,9.038389003537e+01,1.959432771101e+02,1.800018632266e+08,9.459873803108e+02,1.000000000000e+00,9.859110864915e+27
615,1.018820800781e+17,4.566279922288e-22,2.730013195220e+02,9.009043544226e+01,1.953070967617e+02,1.800018647671e+08,9.451836495723e+02,1.000000000000e+00,9.859110799436e+27
616,1.020476074219e+17,4.551478359269e-22,2.721163877386e+02,8.979840795375e+01,1.946740102339e+02,1.800018663059e+08,9.443808469185e+02,1.000000000000e+00,9.859110762416e+27
617,1.022131347656e+17,4.536748671411e-22,2.712357531104e+02,8.950779852646e+01,1.940439979218e+02,1.800018678420e+08,9.435806987559e+02,1.000000000000e+00,9.859110775265e+27
618,1.023786621094e+17,4.522090398086e-22,2.703593880983e+02,8.921859807244e+01,1.934170401235e+02,1.800018693727e+08,9.427811484917e+02,1.000000000000e+00,9.859110846500e+27
619,1.025441894531e+17,4.507503068167e-22,2.694872645351e+02,8.893079729659e+01,1.927931166881e+02,1.800018708964e+08,9.419844901828e+02,1.000000000000e+00,9.859110953586e+27
620,1.027097167969e+17,4.492986211810e-22,2.686193543307e+02,8.864438692914e+01,1.921722075197e+02,1.800018724121e+08,9.411883695219e+02,1.000000000000e+00,9.859111068374e+27
621,1.028752441406e+17,4.478539357878e-22,2.677556293175e+02,8.835935767477e+01,1.915542924670e+02,1.800018739206e+08,9.403951890865e+02,1.000000000000e+00,9.859111151412e+27
622,1.030407714844e+17,4.464162048509e-22,2.668960621215e+02,8.807570050008e+01,1.909393519465e+02,1.800018754229e+08,9.396023825253e+02,1.000000000000e+00,9.859111184025e+27
623,1.032062988281e+17,4.449853836119e-22,2.660406259833e+02,8.779340657449e+01,1.903273668143e+02,1.800018769212e+08,9.388125084539e+02,1.000000000000e+00,9.859111162096e+27
624,1.033718261719e+17,4.435614287844e-22,2.651892950236e+02,8.751246735780e+01,1.897183185562e+02,1.800018784180e+08,9.380234537732e+02,1.000000000000e+00,9.859111106247e+27
625,1.035373535156e+17,4.421442977750e-22,2.643420437773e+02,8.723287444651e+01,1.891121889542e+02,1.800018799146e+08,9.372369281071e+02,1.000000000000e+00,9.859111044936e+27
626,1.037028808594e+17,4.407339481769e-22,2.634988468910e+02,8.695461947403e+01,1.885089598704e+02,1.800018814115e+08,9.364509968372e+02,1.000000000000e+00,9.859111003348e+27
627,1.038684082031e+17,4.393303373559e-22,2.626596788751e+02,8.667769402878e+01,1.879086130692e+02,1.800018829086e+08,9.356679200232e+02,1.000000000000e+00,9.859110994096e+27
628,1.040339355469e+17,4.379334224908e-22,2.618245141285e+02,8.640208966241e+01,1.873111302356e+02,1.800018844034e+08,9.348854984751e+02,1.000000000000e+00,9.859111018023e+27
629,1.041994628906e+17,4.365431607088e-22,2.609933270190e+02,8.612779791627e+01,1.867164930320e+02,1.800018858925e+08,9.341055144690e+02,1.000000000000e+00,9.859111067126e+27
630,1.043649902344e+17,4.351595092476e-22,2.601660919807e+02,8.585481035362e+01,1.861246831684e+02,1.800018873743e+08,9.333263137620e+02,1.000000000000e+00,9.859111128178e+27
631,1.045305175781e+17,4.337824258876e-22,2.593427837719e+02,8.558311864470e+01,1.855356825866e+02,1.800018888494e+08,9.325498365470e+02,1.000000000000e+00,9.859111192526e+27
632,1.046960449219e+17,4.324118686130e-22,2.585233772729e+02,8.531271450005e+01,1.849494733161e+02,1.800018903188e+08,9.317738912616e+02,1.000000000000e+00,9.859111248530e+27
633,1.048615722656e+17,4.310477960803e-22,2.577078477660e+02,8.504358976276e+01,1.843660376733e+02,1.800018917830e+08,9.310005320885e+02,1.000000000000e+00,9.859111292281e+27
634,1.050270996094e+17,4.296901669938e-22,2.568961705619e+02,8.477573628542e+01,1.837853579956e+02,1.800018932444e+08,9.302278764691e+02,1.000000000000e+00,9.859111313488e+27
635,1.051926269531e+17,4.283389408576e-22,2.560883214496e+02,8.450914607838e+01,1.832074169622e+02,1.800018947036e+08,9.294574245018e+02,1.000000000000e+00,9.859111312743e+27
636,1.053581542969e+17,4.269940774910e-22,2.552842764066e+02,8.424381121417e+01,1.826321973871e+02,1.800018961618e+08,9.286883822415e+02,1.000000000000e+00,9.859111290579e+27
637,1.055236816406e+17,4.256555376747e-22,2.544840119850e+02,8.397972395504e+01,1.820596824956e+02,1.800018976172e+08,9.279210708465e+02,1.000000000000e+00,9.859111262510e+27
638,1.056892089844e+17,4.243232823720e-22,2.536875048462e+02,8.371687659924e+01,1.814898555911e+02,1.800018990700e+08,9.271554852069e+02,1.000000000000e+00,9.859111241234e+27
639,1.058547363281e+17,4.229972731203e-22,2.528947319949e+02,8.345526155829e+01,1.809227002225e+02,1.800019005187e+08,9.263914040353e+02,1.000000000000e+00,9.859111245782e+27
640,1.060202636719e+17,4.216774708072e-22,2.521056700470e+02,8.319487111552e+01,1.803581996609e+02,1.800019019643e+08,9.256293837081e+02,1.000000000000e+00,9.859111273066e+27
641,1.061857910156e+17,4.203638365208e-22,2.513202957387e+02,8.293569759378e+01,1.797963372630e+02,1.800019034065e+08,9.248685064017e+02,1.000000000000e+00,9.859111317542e+27
642,1.063513183594e+17,4.190563305836e-22,2.505385853482e+02,8.267773316489e+01,1.792370960580e+02,1.800019048458e+08,9.241097464022e+02,1.000000000000e+00,9.859111348505e+27
643,1.065168457031e+17,4.177549140086e-22,2.497605155665e+02,8.242097013693e+01,1.786804593706e+02,1.800019062829e+08,9.233521356958e+02,1.000000000000e+00,9.859111344139e+27
644,1.066823730469e+17,4.164595484027e-22,2.489860634398e+02,8.216540093513e+01,1.781264107796e+02,1.800019077182e+08,9.225965679998e+02,1.000000000000e+00,9.859111289427e+27
645,1.068479003906e+17,4.151701968141e-22,2.482152068760e+02,8.191101826909e+01,1.775749344799e+02,1.800019091521e+08,9.218423403949e+02,1.000000000000e+00,9.859111196454e+27
646,1.070134277344e+17,4.138868234857e-22,2.474479244973e+02,8.165781508410e+01,1.770260151778e+02,1.800019105838e+08,9.210899633025e+02,1.000000000000e+00,9.859111099017e+27
647,1.071789550781e+17,4.126093934914e-22,2.466841954224e+02,8.140578448941e+01,1.764796379347e+02,1.800019120123e+08,9.203390815951e+02,1.000000000000e+00,9.859111044336e+27
648,1.073444824219e+17,4.113378716053e-22,2.459239985913e+02,8.115491953513e+01,1.759357876840e+02,1.800019134358e+08,9.195898094358e+02,1.000000000000e+00,9.859111066211e+27
649,1.075100097656e+17,4.100722218179e-22,2.451673124750e+02,8.090521311677e+01,1.753944490239e+02,1.800019148532e+08,9.188422873824e+02,1.000000000000e+00,9.859111173251e+27
650,1.076755371094e+17,4.088124068258e-22,2.444141147713e+02,8.065665787454e+01,1.748556059991e+02,1.800019162640e+08,9.180961937920e+02,1.000000000000e+00,9.859111336221e+27
651,1.078410644531e+17,4.075583887063e-22,2.436643828075e+02,8.040924632648e+01,1.743192423893e+02,1.800019176682e+08,9.173519186761e+02,1.000000000000e+00,9.859111503854e+27
652,1.080065917969e+17,4.063101295930e-22,2.429180939448e+02,8.016297100177e+01,1.737853419987e+02,1.800019190670e+08,9.166090657410e+02,1.000000000000e+00,9.859111618966e+27
653,1.081721191406e+17,4.050675929441e-22,2.421752263360e+02,7.991782469087e+01,1.732538891977e+02,1.800019204617e+08,9.158679209302e+02,1.000000000000e+00,9.859111649303e+27
654,1.083376464844e+17,4.038307436776e-22,2.414357590069e+02,7.967380047226e+01,1.727248689810e+02,1.800019218541e+08,9.151282186090e+02,1.000000000000e+00,9.859111591287e+27
655,1.085031738281e+17,4.025995485988e-22,2.406996721116e+02,7.943089179682e+01,1.721982671509e+02,1.800019232457e+08,9.143902762378e+02,1.000000000000e+00,9.859111481004e+27
656,1.086687011719e+17,4.013739751189e-22,2.399669461664e+02,7.918909223493e+01,1.716740697686e+02,1.800019246372e+08,9.136536611559e+02,1.000000000000e+00,9.859111363379e+27
657,1.088342285156e+17,4.001539909841e-22,2.392375618881e+02,7.894839542306e+01,1.711522630385e+02,1.800019260291e+08,9.129188420208e+02,1.000000000000e+00,9.859111285693e+27
658,1.089997558594e+17,3.989395629025e-22,2.385114993724e+02,7.870879479291e+01,1.706328327214e+02,1.800019274207e+08,9.121853654045e+02,1.000000000000e+00,9.859111263747e+27
659,1.091652832031e+17,3.977306571127e-22,2.377887384348e+02,7.847028368351e+01,1.701157643767e+02,1.800019288093e+08,9.114535291589e+02,1.000000000000e+00,9.859111295519e+27
660,1.093308105469e+17,3.965272390738e-22,2.370692584245e+02,7.823285528010e+01,1.696010432309e+02,1.800019301943e+08,9.107232390442e+02,1.000000000000e+00,9.859111353245e+27
661,1.094963378906e+17,3.953292745741e-22,2.363530388876e+02,7.799650283290e+01,1.690886546510e+02,1.800019315741e+08,9.099943546490e+02,1.000000000000e+00,9.859111410743e+27
662,1.096618652344e+17,3.941367300381e-22,2.356400597504e+02,7.776121971762e+01,1.685785842763e+02,1.800019329497e+08,9.092672950675e+02,1.000000000000e+00,9.859111451166e+27
663,1.098273925781e+17,3.929495724746e-22,2.349303012887e+02,7.752699942528e+01,1.680708179960e+02,1.800019343203e+08,9.085412838565e+02,1.000000000000e+00,9.859111465914e+27
