cell_index,radius_cm,rho_g_cm3,proton_equivalent_n_cm3,velocity_cm_s,temperature_k,wind1_tracer
306,1.014682617188e+17,1.082717740905e-20,6.473176786517e+03,4.502842134722e+07,6.555806486337e+03,1.000000000000e+00
307,1.017993164062e+17,1.075688125298e-20,6.431149263699e+03,4.502853012398e+07,6.556578245665e+03,1.000000000000e+00
308,1.021303710938e+17,1.068720990576e-20,6.389495291430e+03,4.502863948754e+07,6.557383196385e+03,1.000000000000e+00
309,1.024614257812e+17,1.061822007424e-20,6.348248772691e+03,4.502874986604e+07,6.558158568066e+03,1.000000000000e+00
310,1.027924804688e+17,1.054994626140e-20,6.307430335559e+03,4.502886179184e+07,6.558853173476e+03,1.000000000000e+00
311,1.031235351562e+17,1.048236276040e-20,6.267024610842e+03,4.502897370748e+07,6.559500529594e+03,1.000000000000e+00
312,1.034545898438e+17,1.041540937021e-20,6.226995606531e+03,4.502908240784e+07,6.560143082996e+03,1.000000000000e+00
313,1.037856445312e+17,1.034904375821e-20,6.187318013491e+03,4.502918927077e+07,6.560828878006e+03,1.000000000000e+00
314,1.041166992188e+17,1.028329763558e-20,6.148010790684e+03,4.502929584076e+07,6.561539457507e+03,1.000000000000e+00
315,1.044477539062e+17,1.021819021733e-20,6.109085426062e+03,4.502940244156e+07,6.562241748585e+03,1.000000000000e+00
316,1.047788085938e+17,1.015371339932e-20,6.070537074463e+03,4.502950775774e+07,6.562871917132e+03,1.000000000000e+00
317,1.051098632812e+17,1.008987384901e-20,6.032369722112e+03,4.502961019704e+07,6.563390258046e+03,1.000000000000e+00
318,1.054409179688e+17,1.002665840676e-20,5.994575501345e+03,4.502970959837e+07,6.563872214473e+03,1.000000000000e+00
319,1.057719726562e+17,9.964041086401e-21,5.957138875963e+03,4.502980730519e+07,6.564420742279e+03,1.000000000000e+00
320,1.061030273438e+17,9.901978497536e-21,5.920033904429e+03,4.502990469999e+07,6.565091271283e+03,1.000000000000e+00
321,1.064340820312e+17,9.840428622048e-21,5.883235465633e+03,4.503000230680e+07,6.565838294492e+03,1.000000000000e+00
322,1.067651367188e+17,9.779414236398e-21,5.846757176795e+03,4.503010064454e+07,6.566569110094e+03,1.000000000000e+00
323,1.070961914062e+17,9.718980908052e-21,5.810626281049e+03,4.503020028318e+07,6.567186470853e+03,1.000000000000e+00
324,1.074272460938e+17,9.659154274439e-21,5.774858106086e+03,4.503030165660e+07,6.567675647563e+03,1.000000000000e+00
325,1.077583007812e+17,9.599932470778e-21,5.739451537021e+03,4.503040496275e+07,6.568071409693e+03,1.000000000000e+00
326,1.080893554688e+17,9.541255001424e-21,5.704370405701e+03,4.503050981202e+07,6.568476529547e+03,1.000000000000e+00
327,1.084204101562e+17,9.483072331572e-21,5.669585097062e+03,4.503061363840e+07,6.568938451808e+03,1.000000000000e+00
328,1.087514648438e+17,9.425392659973e-21,5.635100512840e+03,4.503071660742e+07,6.569420172326e+03,1.000000000000e+00
329,1.090825195312e+17,9.368230918236e-21,5.600925580103e+03,4.503081982157e+07,6.569824734326e+03,1.000000000000e+00
330,1.094135742188e+17,9.311607231150e-21,5.567072330732e+03,4.503092366556e+07,6.570094967050e+03,1.000000000000e+00
331,1.097446289062e+17,9.255535590791e-21,5.533549130082e+03,4.503102420621e+07,6.570236951340e+03,1.000000000000e+00
332,1.100756835938e+17,9.199978404370e-21,5.500333502788e+03,4.503111972885e+07,6.570365900830e+03,1.000000000000e+00
333,1.104067382812e+17,9.144897097199e-21,5.467402386443e+03,4.503121153364e+07,6.570577084042e+03,1.000000000000e+00
334,1.107377929688e+17,9.090292132428e-21,5.434756057946e+03,4.503130197208e+07,6.570852452021e+03,1.000000000000e+00
335,1.110688476562e+17,9.036162234603e-21,5.402393754751e+03,4.503139246232e+07,6.571128588148e+03,1.000000000000e+00
336,1.113999023438e+17,8.982514719638e-21,5.370319850778e+03,4.503148273850e+07,6.571320637894e+03,1.000000000000e+00
337,1.117309570312e+17,8.929371853319e-21,5.338547657931e+03,4.503157123645e+07,6.571406012740e+03,1.000000000000e+00
338,1.120620117188e+17,8.876726661862e-21,5.307073006839e+03,4.503165764727e+07,6.571433241580e+03,1.000000000000e+00
339,1.123930664062e+17,8.824550882666e-21,5.275879000317e+03,4.503174274664e+07,6.571482585774e+03,1.000000000000e+00
340,1.127241210938e+17,8.772817230218e-21,5.244949325347e+03,4.503182753152e+07,6.571616597576e+03,1.000000000000e+00
341,1.130551757812e+17,8.721493117239e-21,5.214264499175e+03,4.503191245073e+07,6.571827723101e+03,1.000000000000e+00
342,1.133862304688e+17,8.670573464521e-21,5.183821485129e+03,4.503199794678e+07,6.572067737913e+03,1.000000000000e+00
343,1.137172851562e+17,8.620092431722e-21,5.153640706027e+03,4.503208464351e+07,6.572267602559e+03,1.000000000000e+00
344,1.140483398438e+17,8.570077744923e-21,5.123738738290e+03,4.503217323212e+07,6.572383111332e+03,1.000000000000e+00
345,1.143793945312e+17,8.520544860798e-21,5.094124822901e+03,4.503226431170e+07,6.572313910246e+03,1.000000000000e+00
346,1.147104492188e+17,8.471493718153e-21,5.064798923276e+03,4.503235694888e+07,6.572075456998e+03,1.000000000000e+00
347,1.150415039062e+17,8.422874715955e-21,5.035731384755e+03,4.503244573460e+07,6.571828538050e+03,1.000000000000e+00
348,1.153725585938e+17,8.374623395495e-21,5.006883669813e+03,4.503253200243e+07,6.571745251131e+03,1.000000000000e+00
349,1.157036132812e+17,8.326728331644e-21,4.978248947780e+03,4.503261794366e+07,6.571844704789e+03,1.000000000000e+00
350,1.160346679688e+17,8.279210270830e-21,4.949839622193e+03,4.503270434553e+07,6.571969134337e+03,1.000000000000e+00
351,1.163657226562e+17,8.232095280866e-21,4.921671278052e+03,4.503279206830e+07,6.571912203834e+03,1.000000000000e+00
352,1.166967773438e+17,8.185421951772e-21,4.893766986931e+03,4.503288202533e+07,6.571615716767e+03,1.000000000000e+00
353,1.170278320312e+17,8.139201525802e-21,4.866133470166e+03,4.503297520285e+07,6.571133047275e+03,1.000000000000e+00
354,1.173588867188e+17,8.093391522419e-21,4.838745330184e+03,4.503306988523e+07,6.570572992848e+03,1.000000000000e+00
355,1.176899414062e+17,8.047953916897e-21,4.811579833381e+03,4.503315760802e+07,6.570028326436e+03,1.000000000000e+00
356,1.180209960938e+17,8.002892447065e-21,4.784639214467e+03,4.503323898469e+07,6.569538795065e+03,1.000000000000e+00
357,1.183520507812e+17,7.958198404848e-21,4.757918267203e+03,4.503331644049e+07,6.569085047562e+03,1.000000000000e+00
358,1.186831054688e+17,7.913845832210e-21,4.731401472217e+03,4.503339204953e+07,6.568651769367e+03,1.000000000000e+00
359,1.190141601562e+17,7.869842682536e-21,4.705093584553e+03,4.503346712056e+07,6.568209117361e+03,1.000000000000e+00
360,1.193452148438e+17,7.826213183757e-21,4.679009089210e+03,4.503354218666e+07,6.567702680721e+03,1.000000000000e+00
361,1.196762695312e+17,7.782959681176e-21,4.653149388360e+03,4.503361746701e+07,6.567109657144e+03,1.000000000000e+00
362,1.200073242188e+17,7.740077231434e-21,4.627511526549e+03,4.503369333789e+07,6.566446101541e+03,1.000000000000e+00
363,1.203383789062e+17,7.697563344912e-21,4.602094015323e+03,4.503376938771e+07,6.565772196439e+03,1.000000000000e+00
364,1.206694335938e+17,7.655396176950e-21,4.576883794552e+03,4.503384382047e+07,6.565160660686e+03,1.000000000000e+00
365,1.210004882812e+17,7.613556930170e-21,4.551869625966e+03,4.503391719358e+07,6.564601736773e+03,1.000000000000e+00
366,1.213315429688e+17,7.572063962557e-21,4.527062485138e+03,4.503399017834e+07,6.564044246945e+03,1.000000000000e+00
367,1.216625976562e+17,7.530926728068e-21,4.502468024247e+03,4.503406314095e+07,6.563465821574e+03,1.000000000000e+00
368,1.219936523438e+17,7.490107514880e-21,4.478063696759e+03,4.503413632458e+07,6.562912310043e+03,1.000000000000e+00
369,1.223247070312e+17,7.449579971302e-21,4.453833747956e+03,4.503421031942e+07,6.562413415770e+03,1.000000000000e+00
370,1.226557617188e+17,7.409368874657e-21,4.429792991300e+03,4.503428602821e+07,6.561875005030e+03,1.000000000000e+00
371,1.229868164062e+17,7.369504882762e-21,4.405959755989e+03,4.503436447765e+07,6.561202460920e+03,1.000000000000e+00
372,1.233178710938e+17,7.329984806810e-21,4.382332135549e+03,4.503444662662e+07,6.560345973948e+03,1.000000000000e+00
373,1.236489257812e+17,7.290802313673e-21,4.358906343634e+03,4.503453053569e+07,6.559379778481e+03,1.000000000000e+00
374,1.239799804688e+17,7.251955617781e-21,4.335681312716e+03,4.503460766724e+07,6.558396882941e+03,1.000000000000e+00
375,1.243110351562e+17,7.213418716744e-21,4.312641496908e+03,4.503467907360e+07,6.557454420743e+03,1.000000000000e+00
376,1.246420898438e+17,7.175157001160e-21,4.289766204505e+03,4.503474756738e+07,6.556628252604e+03,1.000000000000e+00
377,1.249731445312e+17,7.137178097797e-21,4.267059995275e+03,4.503481532923e+07,6.555895334671e+03,1.000000000000e+00
378,1.253041992188e+17,7.099505734530e-21,4.244537055253e+03,4.503488318206e+07,6.555151528253e+03,1.000000000000e+00
379,1.256352539062e+17,7.062130124421e-21,4.222191533183e+03,4.503495157082e+07,6.554329817606e+03,1.000000000000e+00
380,1.259663085938e+17,7.025022964381e-21,4.200006507677e+03,4.503502120272e+07,6.553499914605e+03,1.000000000000e+00
381,1.262973632812e+17,6.988192262369e-21,4.177986766401e+03,4.503509304487e+07,6.552670535861e+03,1.000000000000e+00
382,1.266284179688e+17,6.951674487597e-21,4.156154112975e+03,4.503516814785e+07,6.551709392908e+03,1.000000000000e+00
383,1.269594726562e+17,6.915477116187e-21,4.134513017102e+03,4.503524724036e+07,6.550552606423e+03,1.000000000000e+00
384,1.272905273438e+17,6.879573318477e-21,4.113047438300e+03,4.503532416482e+07,6.549300693397e+03,1.000000000000e+00
385,1.276215820312e+17,6.843951128854e-21,4.091750222761e+03,4.503539410355e+07,6.548068006254e+03,1.000000000000e+00
386,1.279526367188e+17,6.808608235344e-21,4.070619988242e+03,4.503545996318e+07,6.546916376397e+03,1.000000000000e+00
387,1.282836914062e+17,6.773522419107e-21,4.049643450903e+03,4.503552443478e+07,6.545871156888e+03,1.000000000000e+00
388,1.286147460938e+17,6.738672915514e-21,4.028808196324e+03,4.503558888494e+07,6.544928573745e+03,1.000000000000e+00
389,1.289458007812e+17,6.704070977657e-21,4.008120952323e+03,4.503565394400e+07,6.544001279161e+03,1.000000000000e+00
390,1.292768554688e+17,6.669745582563e-21,3.987599043213e+03,4.503572059431e+07,6.542973524167e+03,1.000000000000e+00
391,1.296079101562e+17,6.635699740937e-21,3.967244268985e+03,4.503578989541e+07,6.541795889285e+03,1.000000000000e+00
392,1.299389648438e+17,6.601915242678e-21,3.947045742479e+03,4.503586281929e+07,6.540487488310e+03,1.000000000000e+00
393,1.302700195312e+17,6.568395967255e-21,3.927005783091e+03,4.503593989244e+07,6.539063105765e+03,1.000000000000e+00
394,1.306010742188e+17,6.535163549730e-21,3.907137325638e+03,4.503601400003e+07,6.537557652698e+03,1.000000000000e+00
395,1.309321289062e+17,6.502204089175e-21,3.887432059261e+03,4.503608051749e+07,6.536043601687e+03,1.000000000000e+00
396,1.312631835938e+17,6.469474183085e-21,3.867864035175e+03,4.503614215338e+07,6.534609954441e+03,1.000000000000e+00
397,1.315942382812e+17,6.436955733198e-21,3.848422433085e+03,4.503620180413e+07,6.533322736535e+03,1.000000000000e+00
398,1.319252929688e+17,6.404669843781e-21,3.829119870467e+03,4.503626122385e+07,6.532113475349e+03,1.000000000000e+00
399,1.322563476562e+17,6.372638240050e-21,3.809969336042e+03,4.503632092564e+07,6.530841806477e+03,1.000000000000e+00
400,1.325874023438e+17,6.340845052170e-21,3.790961341809e+03,4.503638149392e+07,6.529495234657e+03,1.000000000000e+00
401,1.329184570312e+17,6.309260985410e-21,3.772078373510e+03,4.503644377367e+07,6.528173386078e+03,1.000000000000e+00
402,1.332495117188e+17,6.277897709058e-21,3.753327407791e+03,4.503650883842e+07,6.526848455883e+03,1.000000000000e+00
403,1.335805664062e+17,6.246796759361e-21,3.734733277667e+03,4.503657768830e+07,6.525357038664e+03,1.000000000000e+00
404,1.339116210938e+17,6.215966082376e-21,3.716300733798e+03,4.503665086796e+07,6.523632995087e+03,1.000000000000e+00
405,1.342426757812e+17,6.185369973982e-21,3.698008429984e+03,4.503672470530e+07,6.521829941836e+03,1.000000000000e+00
406,1.345737304688e+17,6.154983051229e-21,3.679841190680e+03,4.503679225643e+07,6.520103281746e+03,1.000000000000e+00
407,1.349047851562e+17,6.124813443681e-21,3.661803876258e+03,4.503685623961e+07,6.518481378729e+03,1.000000000000e+00
408,1.352358398438e+17,6.094869996840e-21,3.643901775121e+03,4.503691897034e+07,6.516870219470e+03,1.000000000000e+00
409,1.355668945312e+17,6.065139495762e-21,3.626126986535e+03,4.503698155070e+07,6.515257009853e+03,1.000000000000e+00
410,1.358979492188e+17,6.035601307507e-21,3.608467174812e+03,4.503704438331e+07,6.513635156235e+03,1.000000000000e+00
411,1.362290039062e+17,6.006261372563e-21,3.590925891556e+03,4.503710807158e+07,6.511965104045e+03,1.000000000000e+00
412,1.365600585938e+17,5.977153185443e-21,3.573523161921e+03,4.503717340373e+07,6.510165845661e+03,1.000000000000e+00
413,1.368911132812e+17,5.948290434955e-21,3.556267169949e+03,4.503724123342e+07,6.508201362136e+03,1.000000000000e+00
414,1.372221679688e+17,5.919643305146e-21,3.539140089762e+03,4.503730886909e+07,6.506160424811e+03,1.000000000000e+00
415,1.375532226562e+17,5.891181809092e-21,3.522123993266e+03,4.503737123725e+07,6.504161471455e+03,1.000000000000e+00
416,1.378842773438e+17,5.862915856263e-21,3.505224804975e+03,4.503742966870e+07,6.502220557786e+03,1.000000000000e+00
417,1.382153320312e+17,5.834873049708e-21,3.488459027749e+03,4.503748560430e+07,6.500241351841e+03,1.000000000000e+00
418,1.385463867188e+17,5.807051197967e-21,3.471825351395e+03,4.503754009163e+07,6.498219442917e+03,1.000000000000e+00
419,1.388774414062e+17,5.779415737048e-21,3.455303111356e+03,4.503759414413e+07,6.496281370026e+03,1.000000000000e+00
420,1.392084960938e+17,5.751936871951e-21,3.438874494280e+03,4.503764839928e+07,6.494527400649e+03,1.000000000000e+00
421,1.395395507812e+17,5.724624958059e-21,3.422545691276e+03,4.503770365720e+07,6.492857010481e+03,1.000000000000e+00
422,1.398706054688e+17,5.697522710503e-21,3.406342240172e+03,4.503776096981e+07,6.491055858513e+03,1.000000000000e+00
423,1.402016601562e+17,5.670652058374e-21,3.390277251576e+03,4.503782118782e+07,6.489020381848e+03,1.000000000000e+00
424,1.405327148438e+17,5.643986882726e-21,3.374335109918e+03,4.503788477544e+07,6.486843514344e+03,1.000000000000e+00
425,1.408637695312e+17,5.617490053630e-21,3.358493616559e+03,4.503795173751e+07,6.484663157633e+03,1.000000000000e+00
426,1.411948242188e+17,5.591163756166e-21,3.342754077880e+03,4.503801767410e+07,6.482518222268e+03,1.000000000000e+00
427,1.415258789062e+17,5.565036298328e-21,3.327133418203e+03,4.503807824542e+07,6.480338298205e+03,1.000000000000e+00
428,1.418569335938e+17,5.539117685845e-21,3.311637619592e+03,4.503813418766e+07,6.478079501408e+03,1.000000000000e+00
429,1.421879882812e+17,5.513384046046e-21,3.296252409441e+03,4.503818671724e+07,6.475806805061e+03,1.000000000000e+00
430,1.425190429688e+17,5.487802519004e-21,3.280958141992e+03,4.503823751854e+07,6.473621278016e+03,1.000000000000e+00
431,1.428500976562e+17,5.462365333739e-21,3.265750171257e+03,4.503828795502e+07,6.471563689214e+03,1.000000000000e+00
432,1.431811523438e+17,5.437097446046e-21,3.250643417403e+03,4.503833858663e+07,6.469585323279e+03,1.000000000000e+00
433,1.435122070312e+17,5.412029728825e-21,3.235656338215e+03,4.503838996187e+07,6.467556098018e+03,1.000000000000e+00
434,1.438432617188e+17,5.387160598455e-21,3.220787986905e+03,4.503844270985e+07,6.465417266789e+03,1.000000000000e+00
435,1.441743164062e+17,5.362451482175e-21,3.206015302217e+03,4.503849737411e+07,6.463227001955e+03,1.000000000000e+00
436,1.445053710938e+17,5.337875663894e-21,3.191322311571e+03,4.503855447626e+07,6.461090366023e+03,1.000000000000e+00
437,1.448364257812e+17,5.313453787109e-21,3.176721356962e+03,4.503861457719e+07,6.458965886198e+03,1.000000000000e+00
438,1.451674804688e+17,5.289230293720e-21,3.162239008593e+03,4.503867820988e+07,6.456715703702e+03,1.000000000000e+00
439,1.454985351562e+17,5.265219691630e-21,3.147883940212e+03,4.503874333192e+07,6.454263901335e+03,1.000000000000e+00
440,1.458295898438e+17,5.241391044751e-21,3.133637656254e+03,4.503880224960e+07,6.451699384831e+03,1.000000000000e+00
441,1.461606445312e+17,5.217701691808e-21,3.119474651090e+03,4.503885608344e+07,6.449204977369e+03,1.000000000000e+00
442,1.464916992188e+17,5.194128867424e-21,3.105381314126e+03,4.503890762009e+07,6.446882557488e+03,1.000000000000e+00
443,1.468227539062e+17,5.170687657326e-21,3.091366664571e+03,4.503895877389e+07,6.444698284888e+03,1.000000000000e+00
444,1.471538085938e+17,5.147417099590e-21,3.077454041876e+03,4.503901016231e+07,6.442508774857e+03,1.000000000000e+00
445,1.474848632812e+17,5.124337827973e-21,3.063655782215e+03,4.503906232572e+07,6.440208763663e+03,1.000000000000e+00
446,1.478159179688e+17,5.101428176601e-21,3.049958932349e+03,4.503911584707e+07,6.437792042919e+03,1.000000000000e+00
447,1.481469726562e+17,5.078648580789e-21,3.036339837986e+03,4.503917121574e+07,6.435326436044e+03,1.000000000000e+00
448,1.484780273438e+17,5.055987826041e-21,3.022791794387e+03,4.503922881740e+07,6.432860736495e+03,1.000000000000e+00
449,1.488090820312e+17,5.033478966198e-21,3.009334563243e+03,4.503928797560e+07,6.430381921418e+03,1.000000000000e+00
450,1.491401367188e+17,5.011159926888e-21,2.995990818913e+03,4.503934361777e+07,6.427834463315e+03,1.000000000000e+00
451,1.494711914062e+17,4.989034438310e-21,2.982762791548e+03,4.503939521347e+07,6.425216118965e+03,1.000000000000e+00
452,1.498022460938e+17,4.967068545664e-21,2.969630180804e+03,4.503944407283e+07,6.422586876010e+03,1.000000000000e+00
453,1.501333007812e+17,4.945215809948e-21,2.956565222485e+03,4.503949175636e+07,6.420063213725e+03,1.000000000000e+00
454,1.504643554688e+17,4.923449305843e-21,2.943551818920e+03,4.503953936452e+07,6.417728334174e+03,1.000000000000e+00
455,1.507954101562e+17,4.901781562453e-21,2.930597460805e+03,4.503958751422e+07,6.415546197051e+03,1.000000000000e+00
456,1.511264648438e+17,4.880260397381e-21,2.917730736552e+03,4.503963731347e+07,6.413362465557e+03,1.000000000000e+00
457,1.514575195312e+17,4.858934246704e-21,2.904980604335e+03,4.503969006356e+07,6.410972678840e+03,1.000000000000e+00
458,1.517885742188e+17,4.837805150363e-21,2.892348283760e+03,4.503974684744e+07,6.408288655609e+03,1.000000000000e+00
459,1.521196289062e+17,4.816824958911e-21,2.879804988018e+03,4.503980819631e+07,6.405424261056e+03,1.000000000000e+00
460,1.524506835938e+17,4.795941756657e-21,2.867319678602e+03,4.503987125496e+07,6.402602018791e+03,1.000000000000e+00
461,1.527817382812e+17,4.775144775250e-21,2.854885917503e+03,4.503992757263e+07,6.399910683936e+03,1.000000000000e+00
462,1.531127929688e+17,4.754468219762e-21,2.842524154695e+03,4.503997863461e+07,6.397295895203e+03,1.000000000000e+00
463,1.534438476562e+17,4.733957393593e-21,2.830261475438e+03,4.504002655829e+07,6.394640306595e+03,1.000000000000e+00
464,1.537749023438e+17,4.713628857860e-21,2.818107781022e+03,4.504007279493e+07,6.391891412392e+03,1.000000000000e+00
465,1.541059570312e+17,4.693457748107e-21,2.806048205892e+03,4.504011835782e+07,6.389092005690e+03,1.000000000000e+00
466,1.544370117188e+17,4.673397675542e-21,2.794055015871e+03,4.504016387365e+07,6.386345162450e+03,1.000000000000e+00
467,1.547680664062e+17,4.653407817595e-21,2.782103804624e+03,4.504020980074e+07,6.383746976978e+03,1.000000000000e+00
468,1.550991210938e+17,4.633482487008e-21,2.770191171945e+03,4.504025714154e+07,6.381293991553e+03,1.000000000000e+00
469,1.554301757812e+17,4.613664836414e-21,2.758342917230e+03,4.504030736804e+07,6.378866980789e+03,1.000000000000e+00
470,1.557612304688e+17,4.594017761942e-21,2.746596643793e+03,4.504036217196e+07,6.376277517724e+03,1.000000000000e+00
471,1.560922851562e+17,4.574577157392e-21,2.734973811237e+03,4.504042325518e+07,6.373392695035e+03,1.000000000000e+00
472,1.564233398438e+17,4.555321362408e-21,2.723461469618e+03,4.504049107705e+07,6.370188328758e+03,1.000000000000e+00
473,1.567543945312e+17,4.536185958624e-21,2.712021105533e+03,4.504055114244e+07,6.366842615983e+03,1.000000000000e+00
474,1.570854492188e+17,4.517116541454e-21,2.700620192452e+03,4.504059868178e+07,6.363695480284e+03,1.000000000000e+00
475,1.574165039062e+17,4.498103269385e-21,2.689252846490e+03,4.504063940858e+07,6.360879438844e+03,1.000000000000e+00
476,1.577475585938e+17,4.479175364926e-21,2.677936538727e+03,4.504067797692e+07,6.358306730250e+03,1.000000000000e+00
477,1.580786132812e+17,4.460377935554e-21,2.666698237289e+03,4.504071644900e+07,6.355773017774e+03,1.000000000000e+00
478,1.584096679688e+17,4.441747316936e-21,2.655559665951e+03,4.504075542979e+07,6.353095889590e+03,1.000000000000e+00
479,1.587407226562e+17,4.423289028444e-21,2.644524124546e+03,4.504079567442e+07,6.350239689795e+03,1.000000000000e+00
480,1.590717773438e+17,4.404971910777e-21,2.633572984060e+03,4.504083786167e+07,6.347290292635e+03,1.000000000000e+00
481,1.594028320312e+17,4.386743111292e-21,2.622674645813e+03,4.504088244589e+07,6.344405773232e+03,1.000000000000e+00
482,1.597338867188e+17,4.368560539421e-21,2.611803945379e+03,4.504092959452e+07,6.341699243364e+03,1.000000000000e+00
483,1.600649414062e+17,4.350421921676e-21,2.600959523523e+03,4.504097921046e+07,6.339159940329e+03,1.000000000000e+00
484,1.603959960938e+17,4.332372042867e-21,2.590168155461e+03,4.504103112025e+07,6.336650303125e+03,1.000000000000e+00
485,1.607270507812e+17,4.314474929563e-21,2.579468120353e+03,4.504108549008e+07,6.333977537597e+03,1.000000000000e+00
486,1.610581054688e+17,4.296769606363e-21,2.568882749596e+03,4.504114349469e+07,6.331007276216e+03,1.000000000000e+00
487,1.613891601562e+17,4.279244308882e-21,2.558405009687e+03,4.504120577644e+07,6.327703767997e+03,1.000000000000e+00
488,1.617202148438e+17,4.261848650983e-21,2.548004776585e+03,4.504125876551e+07,6.324200697849e+03,1.000000000000e+00
489,1.620512695312e+17,4.244526886429e-21,2.537648721634e+03,4.504129989527e+07,6.320867732389e+03,1.000000000000e+00
490,1.623823242188e+17,4.227242227718e-21,2.527314850921e+03,4.504133443201e+07,6.317872221980e+03,1.000000000000e+00
491,1.627133789062e+17,4.209991084416e-21,2.517001017856e+03,4.504136717848e+07,6.315224365296e+03,1.000000000000e+00
492,1.630444335938e+17,4.192802408979e-21,2.506724532062e+03,4.504140023317e+07,6.312797909085e+03,1.000000000000e+00
493,1.633754882812e+17,4.175725749671e-21,2.496515016651e+03,4.504143528153e+07,6.310396250276e+03,1.000000000000e+00
494,1.637065429688e+17,4.158811721575e-21,2.486402732544e+03,4.504147496800e+07,6.307809799170e+03,1.000000000000e+00
495,1.640375976562e+17,4.142083030803e-21,2.476401254902e+03,4.504152213799e+07,6.304924337287e+03,1.000000000000e+00
496,1.643686523438e+17,4.125516032489e-21,2.466496447319e+03,4.504157864447e+07,6.301718184068e+03,1.000000000000e+00
497,1.646997070312e+17,4.109052835529e-21,2.456653698801e+03,4.504163814381e+07,6.298412007154e+03,1.000000000000e+00
498,1.650307617188e+17,4.092633348140e-21,2.446837082651e+03,4.504168516507e+07,6.295333450338e+03,1.000000000000e+00
499,1.653618164062e+17,4.076228232812e-21,2.437029059035e+03,4.504172539733e+07,6.292565669920e+03,1.000000000000e+00
500,1.656928710938e+17,4.059852349053e-21,2.427238511915e+03,4.504176429798e+07,6.290034452800e+03,1.000000000000e+00
501,1.660239257812e+17,4.043553643547e-21,2.417494106873e+03,4.504180402793e+07,6.287557819140e+03,1.000000000000e+00
502,1.663549804688e+17,4.027386505244e-21,2.407828361091e+03,4.504184733899e+07,6.284939587054e+03,1.000000000000e+00
503,1.666860351562e+17,4.011387826956e-21,2.398263331444e+03,4.504189851025e+07,6.282048073471e+03,1.000000000000e+00
504,1.670170898438e+17,3.995565712399e-21,2.388803862851e+03,4.504196251720e+07,6.278832144484e+03,1.000000000000e+00
505,1.673481445312e+17,3.979894824435e-21,2.379434807153e+03,4.504203667965e+07,6.275247875881e+03,1.000000000000e+00
506,1.676791992188e+17,3.964323779246e-21,2.370125443830e+03,4.504208776896e+07,6.271388184488e+03,1.000000000000e+00
507,1.680102539062e+17,3.948799450503e-21,2.360844010577e+03,4.504211781977e+07,6.267894327043e+03,1.000000000000e+00
508,1.683413085938e+17,3.933283664749e-21,2.351567684867e+03,4.504213916074e+07,6.264953939510e+03,1.000000000000e+00
509,1.686723632812e+17,3.917770670367e-21,2.342293028017e+03,4.504215935858e+07,6.262480411702e+03,1.000000000000e+00
510,1.690034179688e+17,3.902291737210e-21,2.333038735138e+03,4.504218133105e+07,6.260246838607e+03,1.000000000000e+00
511,1.693344726562e+17,3.886902637242e-21,2.323838150266e+03,4.504220957908e+07,6.257995821366e+03,1.000000000000e+00
512,1.696655273438e+17,3.871662926750e-21,2.314726879945e+03,4.504225040261e+07,6.255518851081e+03,1.000000000000e+00
513,1.699965820312e+17,3.856609650843e-21,2.305727072102e+03,4.504231062876e+07,6.252706549890e+03,1.000000000000e+00
514,1.703276367188e+17,3.841737065230e-21,2.296835292434e+03,4.504239573901e+07,6.249508575084e+03,1.000000000000e+00
515,1.706586914062e+17,3.826997426318e-21,2.288022996778e+03,4.504248757448e+07,6.245900608362e+03,1.000000000000e+00
516,1.709897460938e+17,3.812325791465e-21,2.279251358283e+03,4.504253832479e+07,6.241870249425e+03,1.000000000000e+00
517,1.713208007812e+17,3.797676407974e-21,2.270493023071e+03,4.504256137637e+07,6.238107244396e+03,1.000000000000e+00
518,1.716518554688e+17,3.783029710686e-21,2.261736293843e+03,4.504257418747e+07,6.235067602557e+03,1.000000000000e+00
519,1.719829101562e+17,3.768389569397e-21,2.252983484207e+03,4.504258613397e+07,6.232582014984e+03,1.000000000000e+00
520,1.723139648438e+17,3.753779117549e-21,2.244248424813e+03,4.504260097811e+07,6.230372863784e+03,1.000000000000e+00
521,1.726450195312e+17,3.739238319141e-21,2.235555008685e+03,4.504262499867e+07,6.228159972381e+03,1.000000000000e+00
522,1.729760742188e+17,3.724818274017e-21,2.226933786566e+03,4.504266649881e+07,6.225742402141e+03,1.000000000000e+00
523,1.733071289062e+17,3.710565924048e-21,2.218412823301e+03,4.504273433132e+07,6.222984672902e+03,1.000000000000e+00
524,1.736381835938e+17,3.696500248250e-21,2.210003465754e+03,4.504283563664e+07,6.219755495446e+03,1.000000000000e+00
525,1.739692382812e+17,3.682593961878e-21,2.201689401364e+03,4.504294925574e+07,6.215954257053e+03,1.000000000000e+00
526,1.743002929688e+17,3.668785751361e-21,2.193433972973e+03,4.504300731014e+07,6.211482537317e+03,1.000000000000e+00
527,1.746313476562e+17,3.655022522850e-21,2.185205437692e+03,4.504302275959e+07,6.206537930723e+03,1.000000000000e+00
528,1.749624023438e+17,3.641271408639e-21,2.176984145112e+03,4.504302219578e+07,6.202553850831e+03,1.000000000000e+00
529,1.752934570312e+17,3.627518916371e-21,2.168762028641e+03,4.504301582482e+07,6.199680393318e+03,1.000000000000e+00
