max_dex,median_dex,p95_dex,peak_raw_cm,peak_96_cm,peak_relerr,shell_mass_raw_g,shell_mass_96_g,shell_mass_relerr,r_min_cm,r_max_cm,n_raw
8.929630731238e-04,1.763504840309e-04,4.384845602026e-04,2.667473144531e+17,2.667473144531e+17,0.000000000000e+00,3.131942979036e+32,3.131942979036e+32,3.451097027640e-16,1.332495117188e+16,3.389172363281e+17,1.968000000000e+03
