shell_index,tobs_s,radius_cm,gamma,fullhide_gamma2_dndgamma,dg_gamma2_dndgamma,dg_over_fullhide
16,3.5644313427e-01,1.5358600779e+14,1.1955114617e+07,4.3406692501e+43,1.0935295081e+44,2.5192647610e+00
16,3.5644313427e-01,1.5358600779e+14,1.4071139922e+07,4.0569512759e+43,1.0210434088e+44,2.5167751332e+00
16,3.5644313427e-01,1.5358600779e+14,1.6561696398e+07,3.7900197733e+43,9.5270604546e+43,2.5137231530e+00
16,3.5644313427e-01,1.5358600779e+14,1.9493075124e+07,3.5385910547e+43,8.8909291528e+43,2.5125619252e+00
16,3.5644313427e-01,1.5358600779e+14,2.2943300533e+07,3.3012501327e+43,8.2935804664e+43,2.5122544894e+00
16,3.5644313427e-01,1.5358600779e+14,2.7004207186e+07,3.0761541272e+43,7.7259005309e+43,2.5115453294e+00
16,3.5644313427e-01,1.5358600779e+14,3.1783884133e+07,2.8605013025e+43,7.1876039497e+43,2.5127078053e+00
16,3.5644313427e-01,1.5358600779e+14,3.7409551911e+07,2.6498840879e+43,6.6720313972e+43,2.5178578292e+00
16,3.5644313427e-01,1.5358600779e+14,4.4030948778e+07,2.4380415135e+43,6.1457988661e+43,2.5207933630e+00
16,3.5644313427e-01,1.5358600779e+14,5.1824316283e+07,2.2177824402e+43,5.5614937389e+43,2.5076822857e+00
16,3.5644313427e-01,1.5358600779e+14,6.0997090291e+07,1.9832751073e+43,4.9036970168e+43,2.4725248649e+00
16,3.5644313427e-01,1.5358600779e+14,7.1793422294e+07,1.7324907429e+43,4.2040536319e+43,2.4265951487e+00
16,3.5644313427e-01,1.5358600779e+14,8.4500677985e+07,1.4678815180e+43,3.4828296109e+43,2.3726912344e+00
16,3.5644313427e-01,1.5358600779e+14,9.9457086063e+07,1.1946662159e+43,2.7481222834e+43,2.3003264400e+00
16,3.5644313427e-01,1.5358600779e+14,1.1706074086e+08,9.1791747778e+42,2.0485617909e+43,2.2317494116e+00
16,3.5644313427e-01,1.5358600779e+14,1.3778019841e+08,6.4577543719e+42,1.4098956174e+43,2.1832599015e+00
16,3.5644313427e-01,1.5358600779e+14,1.6216694798e+08,4.2826362323e+42,9.1412764521e+42,2.1344975282e+00
16,3.5644313427e-01,1.5358600779e+14,1.9087009106e+08,2.6781993805e+42,5.5485145816e+42,2.0717332033e+00
16,3.5644313427e-01,1.5358600779e+14,2.2465361848e+08,1.5436560660e+42,3.0636011036e+42,1.9846396947e+00
16,3.5644313427e-01,1.5358600779e+14,2.6441674553e+08,7.7699265056e+41,1.4161040961e+42,1.8225450332e+00
16,3.5644313427e-01,1.5358600779e+14,3.1121784634e+08,3.0033118733e+41,3.9312407968e+41,1.3089685529e+00
32,6.7051051408e+00,2.8680198444e+15,1.0000000000e+00,5.9753896502e+51,2.1857513613e+51,3.6579227285e-01
32,6.7051051408e+00,2.8680198444e+15,1.1769974920e+00,6.1985585966e+50,2.2916845399e+51,3.6971249108e+00
32,6.7051051408e+00,2.8680198444e+15,1.3853230963e+00,1.3641598227e+50,5.7076560077e+50,4.1840082903e+00
32,6.7051051408e+00,2.8680198444e+15,1.6305218099e+00,6.4785258171e+49,2.6366349097e+50,4.0698069039e+00
32,6.7051051408e+00,2.8680198444e+15,1.9191200810e+00,3.9619449554e+49,1.6295908629e+50,4.1131082869e+00
32,6.7051051408e+00,2.8680198444e+15,2.2587995223e+00,2.7545259233e+49,1.1586570719e+50,4.2063756311e+00
32,6.7051051408e+00,2.8680198444e+15,2.6586013727e+00,2.0692725631e+49,8.7148079138e+49,4.2115321438e+00
32,6.7051051408e+00,2.8680198444e+15,3.1291671480e+00,1.6366127328e+49,6.9612838139e+49,4.2534703992e+00
32,6.7051051408e+00,2.8680198444e+15,3.6830218853e+00,1.3423627094e+49,5.7569976261e+49,4.2887049721e+00
32,6.7051051408e+00,2.8680198444e+15,4.3349075221e+00,1.1309109115e+49,4.8903388839e+49,4.3242476788e+00
32,6.7051051408e+00,2.8680198444e+15,5.1021752817e+00,9.7233795765e+48,4.2177222404e+49,4.3377122195e+00
32,6.7051051408e+00,2.8680198444e+15,6.0052475105e+00,8.4929687348e+48,3.6951481879e+49,4.3508322039e+00
32,6.7051051408e+00,2.8680198444e+15,7.0681612589e+00,7.5112582351e+48,3.2802903089e+49,4.3671648694e+00
32,6.7051051408e+00,2.8680198444e+15,8.3192080750e+00,6.7095787348e+48,2.9386592429e+49,4.3797969427e+00
32,6.7051051408e+00,2.8680198444e+15,9.7916870400e+00,6.0419726006e+48,2.6495211995e+49,4.3851923447e+00
32,6.7051051408e+00,2.8680198444e+15,1.1524791089e+01,5.4766807518e+48,2.4036563346e+49,4.3888925492e+00
32,6.7051051408e+00,2.8680198444e+15,1.3564650208e+01,4.9911511865e+48,2.1912958682e+49,4.3903616347e+00
32,6.7051051408e+00,2.8680198444e+15,1.5965559275e+01,4.5689905740e+48,2.0061061534e+49,4.3906988226e+00
32,6.7051051408e+00,2.8680198444e+15,1.8791423225e+01,4.1980363984e+48,1.8464763725e+49,4.3984286873e+00
32,6.7051051408e+00,2.8680198444e+15,2.2117458008e+01,3.8691003946e+48,1.7024016249e+49,4.3999934126e+00
32,6.7051051408e+00,2.8680198444e+15,2.6032192606e+01,3.5751276868e+48,1.5726051198e+49,4.3987383320e+00
32,6.7051051408e+00,2.8680198444e+15,3.0639825409e+01,3.3106209588e+48,1.4577293714e+49,4.4031901857e+00
32,6.7051051408e+00,2.8680198444e+15,3.6062997662e+01,3.0712380115e+48,1.3556233714e+49,4.4139313408e+00
32,6.7051051408e+00,2.8680198444e+15,4.2446057804e+01,2.8535053843e+48,1.2607500758e+49,4.4182502080e+00
32,6.7051051408e+00,2.8680198444e+15,4.9958903582e+01,2.6546112815e+48,1.1718747303e+49,4.4144871171e+00
32,6.7051051408e+00,2.8680198444e+15,5.8801504221e+01,2.4722536954e+48,1.0911664256e+49,4.4136507012e+00
32,6.7051051408e+00,2.8680198444e+15,6.9209222995e+01,2.3045275859e+48,1.0185518571e+49,4.4197859178e+00
32,6.7051051408e+00,2.8680198444e+15,8.1459081891e+01,2.1498401121e+48,9.5068801919e+48,4.4221335988e+00
32,6.7051051408e+00,2.8680198444e+15,9.5877135089e+01,2.0068462838e+48,8.8582054357e+48,4.4139929936e+00
32,6.7051051408e+00,2.8680198444e+15,1.1284714754e+02,1.8743996545e+48,8.2645817044e+48,4.4091886620e+00
32,6.7051051408e+00,2.8680198444e+15,1.3282080964e+02,1.7515142192e+48,7.7388785745e+48,4.4183932334e+00
32,6.7051051408e+00,2.8680198444e+15,1.5632975984e+02,1.6373347367e+48,7.2311138173e+48,4.4163930901e+00
32,6.7051051408e+00,2.8680198444e+15,1.8399973526e+02,1.5311134422e+48,6.7287307226e+48,4.3946650437e+00
32,6.7051051408e+00,2.8680198444e+15,2.1656722693e+02,1.4321916492e+48,6.3306450820e+48,4.4202499612e+00
32,6.7051051408e+00,2.8680198444e+15,2.5489908296e+02,1.3399851131e+48,5.8962069325e+48,4.4002033120e+00
32,6.7051051408e+00,2.8680198444e+15,3.0001558136e+02,1.2539723132e+48,5.5342416883e+48,4.4133683257e+00
32,6.7051051408e+00,2.8680198444e+15,3.5311758683e+02,1.1736850100e+48,5.1756880811e+48,4.4097760786e+00
32,6.7051051408e+00,2.8680198444e+15,4.1561851410e+02,1.0987005859e+48,4.8456119220e+48,4.4103115846e+00
32,6.7051051408e+00,2.8680198444e+15,4.8918194873e+02,1.0286357921e+48,4.5368547855e+48,4.4105550483e+00
32,6.7051051408e+00,2.8680198444e+15,5.7576592681e+02,9.6314160972e+47,4.2500406747e+48,4.4126851460e+00
32,6.7051051408e+00,2.8680198444e+15,6.7767505185e+02,9.0189899766e+47,3.9811488410e+48,4.4141847937e+00
32,6.7051051408e+00,2.8680198444e+15,7.9762183644e+02,8.4461534917e+47,3.7281928500e+48,4.4140718655e+00
32,6.7051051408e+00,2.8680198444e+15,9.3879890108e+02,7.9102151873e+47,3.4913631886e+48,4.4137398362e+00
32,6.7051051408e+00,2.8680198444e+15,1.1049639521e+03,7.4086930895e+47,3.2700521726e+48,4.4138043420e+00
32,6.7051051408e+00,2.8680198444e+15,1.3005398004e+03,6.9392933095e+47,3.0628056000e+48,4.4137139956e+00
32,6.7051051408e+00,2.8680198444e+15,1.5307320834e+03,6.4998916953e+47,2.8694403565e+48,4.4145971825e+00
32,6.7051051408e+00,2.8680198444e+15,1.8016678231e+03,6.0885179806e+47,2.6900464161e+48,4.4182285816e+00
32,6.7051051408e+00,2.8680198444e+15,2.1205585093e+03,5.7033419966e+47,2.5213079685e+48,4.4207553571e+00
32,6.7051051408e+00,2.8680198444e+15,2.4958920471e+03,5.3426615933e+47,2.3597082805e+48,4.4167279534e+00
32,6.7051051408e+00,2.8680198444e+15,2.9376586798e+03,5.0048919895e+47,2.2104992816e+48,4.4166772954e+00
32,6.7051051408e+00,2.8680198444e+15,3.4576168986e+03,4.6885563229e+47,2.0710626604e+48,4.4172715816e+00
32,6.7051051408e+00,2.8680198444e+15,4.0696064181e+03,4.3922772155e+47,1.9381600568e+48,4.4126542149e+00
32,6.7051051408e+00,2.8680198444e+15,4.7899165476e+03,4.1147692039e+47,1.8157253516e+48,4.4127027828e+00
32,6.7051051408e+00,2.8680198444e+15,5.6377197636e+03,3.8548319114e+47,1.7011236269e+48,4.4129644714e+00
32,6.7051051408e+00,2.8680198444e+15,6.6355820225e+03,3.6113438613e+47,1.5917523632e+48,4.4076455311e+00
32,6.7051051408e+00,2.8680198444e+15,7.8100633987e+03,3.3832568463e+47,1.4887351587e+48,4.4003019172e+00
32,6.7051051408e+00,2.8680198444e+15,9.1924250329e+03,3.1695907865e+47,1.3943420675e+48,4.3991232984e+00
32,6.7051051408e+00,2.8680198444e+15,1.0819461209e+04,2.9694290169e+47,1.3071788396e+48,4.4021218630e+00
32,6.7051051408e+00,2.8680198444e+15,1.2734478709e+04,2.7819139563e+47,1.2246476596e+48,4.4021766268e+00
32,6.7051051408e+00,2.8680198444e+15,1.4988449502e+04,2.6062431139e+47,1.1467107949e+48,4.3998611976e+00
32,6.7051051408e+00,2.8680198444e+15,1.7641367474e+04,2.4416654517e+47,1.0748090230e+48,4.4019504075e+00
32,6.7051051408e+00,2.8680198444e+15,2.0763845273e+04,2.2874778054e+47,1.0080706807e+48,4.4069091218e+00
32,6.7051051408e+00,2.8680198444e+15,2.4438993811e+04,2.1430218943e+47,9.4390626931e+47,4.4045572834e+00
32,6.7051051408e+00,2.8680198444e+15,2.8764634423e+04,2.0076813300e+47,8.8344345726e+47,4.4003171423e+00
32,6.7051051408e+00,2.8680198444e+15,3.3855902575e+04,1.8808788775e+47,8.3034366266e+47,4.4146578102e+00
32,6.7051051408e+00,2.8680198444e+15,3.9848312421e+04,1.7620739111e+47,7.7900189438e+47,4.4209376773e+00
32,6.7051051408e+00,2.8680198444e+15,4.6901363782e+04,1.6507600435e+47,7.2594226585e+47,4.3976244078e+00
32,6.7051051408e+00,2.8680198444e+15,5.5202787544e+04,1.5464629143e+47,6.8459418203e+47,4.4268386634e+00
32,6.7051051408e+00,2.8680198444e+15,6.4973542493e+04,1.4487381259e+47,6.4021150598e+47,4.4190975203e+00
32,6.7051051408e+00,2.8680198444e+15,7.6473696562e+04,1.3571693153e+47,5.9951341537e+47,4.4173811521e+00
32,6.7051051408e+00,2.8680198444e+15,9.0009349060e+04,1.2713663511e+47,5.6172920312e+47,4.4183110763e+00
32,6.7051051408e+00,2.8680198444e+15,1.0594077810e+05,1.1909636478e+47,5.2633519886e+47,4.4194060822e+00
32,6.7051051408e+00,2.8680198444e+15,1.2469203013e+05,1.1156185877e+47,4.9295107227e+47,4.4186344482e+00
32,6.7051051408e+00,2.8680198444e+15,1.4676220674e+05,1.0450100438e+47,4.6160743067e+47,4.4172535319e+00
32,6.7051051408e+00,2.8680198444e+15,1.7273874926e+05,9.7883699463e+46,4.3237394378e+47,4.4172211119e+00
32,6.7051051408e+00,2.8680198444e+15,2.0331307466e+05,9.1681722703e+46,4.0505897775e+47,4.4180995493e+00
32,6.7051051408e+00,2.8680198444e+15,2.3929897897e+05,8.5868611767e+46,3.7933002645e+47,4.4175632823e+00
32,6.7051051408e+00,2.8680198444e+15,2.8165429809e+05,8.0419548956e+46,3.5503490888e+47,4.4147836376e+00
32,6.7051051408e+00,2.8680198444e+15,3.3150640247e+05,7.5311253663e+46,3.3224802474e+47,4.4116650379e+00
32,6.7051051408e+00,2.8680198444e+15,3.9018220430e+05,7.0521881124e+46,3.1094667070e+47,4.4092225809e+00
32,6.7051051408e+00,2.8680198444e+15,4.5924347590e+05,6.6030926900e+46,2.9090781235e+47,4.4056296952e+00
32,6.7051051408e+00,2.8680198444e+15,5.4052841937e+05,6.1819136519e+46,2.7224745515e+47,4.4039349378e+00
32,6.7051051408e+00,2.8680198444e+15,6.3620059397e+05,5.7868419668e+46,2.5519598406e+47,4.4099352552e+00
32,6.7051051408e+00,2.8680198444e+15,7.4880650353e+05,5.4161768257e+46,2.3864586543e+47,4.4061682828e+00
32,6.7051051408e+00,2.8680198444e+15,8.8134337667e+05,5.0683177533e+46,2.2335220427e+47,4.4068311251e+00
32,6.7051051408e+00,2.8680198444e+15,1.0373389440e+06,4.7417569209e+46,2.0887092318e+47,4.4049268376e+00
32,6.7051051408e+00,2.8680198444e+15,1.2209453354e+06,4.4350715180e+46,1.9541203420e+47,4.4060627525e+00
32,6.7051051408e+00,2.8680198444e+15,1.4370495977e+06,4.1469159818e+46,1.8298537829e+47,4.4125653640e+00
32,6.7051051408e+00,2.8680198444e+15,1.6914037724e+06,3.8760137880e+46,1.7112033784e+47,4.4148536924e+00
32,6.7051051408e+00,2.8680198444e+15,1.9907779982e+06,3.6211483767e+46,1.5968622945e+47,4.4098228750e+00
32,6.7051051408e+00,2.8680198444e+15,2.3431407110e+06,3.3811526263e+46,1.4895153948e+47,4.4053479964e+00
32,6.7051051408e+00,2.8680198444e+15,2.7578707404e+06,3.1548961638e+46,1.3901621267e+47,4.4063641228e+00
32,6.7051051408e+00,2.8680198444e+15,3.2460069448e+06,2.9412698561e+46,1.2959064899e+47,4.4059421724e+00
32,6.7051051408e+00,2.8680198444e+15,3.8205420331e+06,2.7391673754e+46,1.2043414442e+47,4.3967428022e+00
32,6.7051051408e+00,2.8680198444e+15,4.4967683912e+06,2.5474652220e+46,1.1174351084e+47,4.3864587386e+00
32,6.7051051408e+00,2.8680198444e+15,5.2926851187e+06,2.3650054619e+46,1.0373295300e+47,4.3861612448e+00
32,6.7051051408e+00,2.8680198444e+15,6.2294771108e+06,2.1905896782e+46,9.5971937748e+46,4.3811006097e+00
32,6.7051051408e+00,2.8680198444e+15,7.3320789361e+06,2.0229969597e+46,8.8066621715e+46,4.3532750404e+00
32,6.7051051408e+00,2.8680198444e+15,8.6298385191e+06,1.8610400582e+46,8.0840339798e+46,4.3438258859e+00
32,6.7051051408e+00,2.8680198444e+15,1.0157298294e+07,1.7036677867e+46,7.3562303974e+46,4.3178784356e+00
32,6.7051051408e+00,2.8680198444e+15,1.1955114617e+07,1.5501055505e+46,6.6516741223e+46,4.2911104474e+00
32,6.7051051408e+00,2.8680198444e+15,1.4071139922e+07,1.4000028548e+46,5.9641532128e+46,4.2601007508e+00
32,6.7051051408e+00,2.8680198444e+15,1.6561696398e+07,1.2535384364e+46,5.2879655147e+46,4.2184310918e+00
32,6.7051051408e+00,2.8680198444e+15,1.9493075124e+07,1.1114359019e+46,4.6386003560e+46,4.1735203515e+00
32,6.7051051408e+00,2.8680198444e+15,2.2943300533e+07,9.7487023276e+45,4.0304541999e+46,4.1343494390e+00
32,6.7051051408e+00,2.8680198444e+15,2.7004207186e+07,8.4527849664e+45,3.4618197069e+46,4.0954782603e+00
32,6.7051051408e+00,2.8680198444e+15,3.1783884133e+07,7.2410222060e+45,2.9332203254e+46,4.0508373569e+00
32,6.7051051408e+00,2.8680198444e+15,3.7409551911e+07,6.1250872258e+45,2.4526003295e+46,4.0041884126e+00
32,6.7051051408e+00,2.8680198444e+15,4.4030948778e+07,5.1120497350e+45,2.0263495781e+46,3.9638690606e+00
32,6.7051051408e+00,2.8680198444e+15,5.1824316283e+07,4.2047313262e+45,1.6523237162e+46,3.9296772802e+00
32,6.7051051408e+00,2.8680198444e+15,6.0997090291e+07,3.4036954641e+45,1.3243937632e+46,3.8910465910e+00
32,6.7051051408e+00,2.8680198444e+15,7.1793422294e+07,2.7082248849e+45,1.0412849200e+46,3.8448982793e+00
32,6.7051051408e+00,2.8680198444e+15,8.4500677985e+07,2.1150736559e+45,8.0530102345e+45,3.8074372549e+00
32,6.7051051408e+00,2.8680198444e+15,9.9457086063e+07,1.6170757342e+45,6.1104445991e+45,3.7787003229e+00
32,6.7051051408e+00,2.8680198444e+15,1.1706074086e+08,1.2037457887e+45,4.4650838135e+45,3.7093245563e+00
32,6.7051051408e+00,2.8680198444e+15,1.3778019841e+08,8.6328621378e+44,3.1340553923e+45,3.6303781322e+00
32,6.7051051408e+00,2.8680198444e+15,1.6216694798e+08,5.8429744871e+44,2.0634629836e+45,3.5315283135e+00
32,6.7051051408e+00,2.8680198444e+15,1.9087009106e+08,3.5997296386e+44,1.2425257878e+45,3.4517197472e+00
32,6.7051051408e+00,2.8680198444e+15,2.2465361848e+08,2.0433251394e+44,6.8203639938e+44,3.3378750460e+00
32,6.7051051408e+00,2.8680198444e+15,2.6441674553e+08,1.0221450521e+44,3.1792827916e+44,3.1104027603e+00
32,6.7051051408e+00,2.8680198444e+15,3.1121784634e+08,3.9739796228e+43,8.9908865510e+43,2.2624390169e+00
48,3.4092541800e+02,1.1580319200e+17,1.0000000000e+00,6.4880652216e+53,7.7631854772e+52,1.1965332055e-01
48,3.4092541800e+02,1.1580319200e+17,1.1769974920e+00,9.4254834053e+52,1.2579628139e+53,1.3346401026e+00
48,3.4092541800e+02,1.1580319200e+17,1.3853230963e+00,1.1978166854e+53,1.7257846332e+53,1.4407752490e+00
48,3.4092541800e+02,1.1580319200e+17,1.6305218099e+00,1.5031036744e+53,2.1295685563e+53,1.4167808865e+00
48,3.4092541800e+02,1.1580319200e+17,1.9191200810e+00,1.8618774527e+53,2.4533308988e+53,1.3176650780e+00
48,3.4092541800e+02,1.1580319200e+17,2.2587995223e+00,2.5376537606e+53,3.6550589150e+53,1.4403300292e+00
48,3.4092541800e+02,1.1580319200e+17,2.6586013727e+00,3.2707899656e+53,4.1172880382e+53,1.2588053900e+00
48,3.4092541800e+02,1.1580319200e+17,3.1291671480e+00,2.5326018556e+53,3.3097519696e+53,1.3068583845e+00
48,3.4092541800e+02,1.1580319200e+17,3.6830218853e+00,2.0539008048e+53,2.6937848339e+53,1.3115457317e+00
48,3.4092541800e+02,1.1580319200e+17,4.3349075221e+00,1.7145881008e+53,2.2566045222e+53,1.3161204847e+00
48,3.4092541800e+02,1.1580319200e+17,5.1021752817e+00,1.4631806814e+53,1.9315592595e+53,1.3201098702e+00
48,3.4092541800e+02,1.1580319200e+17,6.0052475105e+00,1.2701807181e+53,1.6801618449e+53,1.3227738549e+00
48,3.4092541800e+02,1.1580319200e+17,7.0681612589e+00,1.1176494860e+53,1.4808602364e+53,1.3249773340e+00
48,3.4092541800e+02,1.1580319200e+17,8.3192080750e+00,9.9414302154e+52,1.3191927615e+53,1.3269647656e+00
48,3.4092541800e+02,1.1580319200e+17,9.7916870400e+00,8.9206822626e+52,1.1849313728e+53,1.3282968028e+00
48,3.4092541800e+02,1.1580319200e+17,1.1524791089e+01,8.0621900186e+52,1.0717832170e+53,1.3293946366e+00
48,3.4092541800e+02,1.1580319200e+17,1.3564650208e+01,7.3292509771e+52,9.7484023174e+52,1.3300680176e+00
48,3.4092541800e+02,1.1580319200e+17,1.5965559275e+01,6.6953630383e+52,8.9115749346e+52,1.3310069795e+00
48,3.4092541800e+02,1.1580319200e+17,1.8791423225e+01,6.1409858247e+52,8.1783060590e+52,1.3317578468e+00
48,3.4092541800e+02,1.1580319200e+17,2.2117458008e+01,5.6514437409e+52,7.5312465886e+52,1.3326234735e+00
48,3.4092541800e+02,1.1580319200e+17,2.6032192606e+01,5.2155313894e+52,6.9535061179e+52,1.3332306142e+00
48,3.4092541800e+02,1.1580319200e+17,3.0639825409e+01,4.8245639907e+52,6.4341536757e+52,1.3336238649e+00
48,3.4092541800e+02,1.1580319200e+17,3.6062997662e+01,4.4717172266e+52,5.9647829866e+52,1.3338909158e+00
48,3.4092541800e+02,1.1580319200e+17,4.2446057804e+01,4.1515597606e+52,5.5386931890e+52,1.3341234400e+00
48,3.4092541800e+02,1.1580319200e+17,4.9958903582e+01,3.8597167346e+52,5.1498060888e+52,1.3342445684e+00
48,3.4092541800e+02,1.1580319200e+17,5.8801504221e+01,3.5926239868e+52,4.7861322991e+52,1.3322107509e+00
48,3.4092541800e+02,1.1580319200e+17,6.9209222995e+01,3.3473461780e+52,4.4575061956e+52,1.3316537814e+00
48,3.4092541800e+02,1.1580319200e+17,8.1459081891e+01,3.1214406257e+52,4.1710778600e+52,1.3362669229e+00
48,3.4092541800e+02,1.1580319200e+17,9.5877135089e+01,2.9128542843e+52,3.8985768910e+52,1.3384043658e+00
48,3.4092541800e+02,1.1580319200e+17,1.1284714754e+02,2.7198450540e+52,3.6323348195e+52,1.3354932900e+00
48,3.4092541800e+02,1.1580319200e+17,1.3282080964e+02,2.5409211527e+52,3.3898636405e+52,1.3341081587e+00
48,3.4092541800e+02,1.1580319200e+17,1.5632975984e+02,2.3747940275e+52,3.1761219303e+52,1.3374304860e+00
48,3.4092541800e+02,1.1580319200e+17,1.8399973526e+02,2.2203415109e+52,2.9728704148e+52,1.3389248457e+00
48,3.4092541800e+02,1.1580319200e+17,2.1656722693e+02,2.0765787896e+52,2.7703031879e+52,1.3340708293e+00
48,3.4092541800e+02,1.1580319200e+17,2.5489908296e+02,1.9426353755e+52,2.5860954025e+52,1.3312304692e+00
48,3.4092541800e+02,1.1580319200e+17,3.0001558136e+02,1.8177367194e+52,2.4304654913e+52,1.3370833440e+00
48,3.4092541800e+02,1.1580319200e+17,3.5311758683e+02,1.7011894365e+52,2.2766222893e+52,1.3382532483e+00
48,3.4092541800e+02,1.1580319200e+17,4.1561851410e+02,1.5923693586e+52,2.1215593573e+52,1.3323286748e+00
48,3.4092541800e+02,1.1580319200e+17,4.8918194873e+02,1.4907118102e+52,1.9958215336e+52,1.3388379430e+00
48,3.4092541800e+02,1.1580319200e+17,5.7576592681e+02,1.3957036425e+52,1.8628296122e+52,1.3346885080e+00
48,3.4092541800e+02,1.1580319200e+17,6.7767505185e+02,1.3068766627e+52,1.7467236486e+52,1.3365635017e+00
48,3.4092541800e+02,1.1580319200e+17,7.9762183644e+02,1.2238021798e+52,1.6362243931e+52,1.3370007180e+00
48,3.4092541800e+02,1.1580319200e+17,9.3879890108e+02,1.1460864418e+52,1.5311256380e+52,1.3359599958e+00
48,3.4092541800e+02,1.1580319200e+17,1.1049639521e+03,1.0733667950e+52,1.4314000940e+52,1.3335609976e+00
48,3.4092541800e+02,1.1580319200e+17,1.3005398004e+03,1.0053084244e+52,1.3405689333e+52,1.3334902014e+00
48,3.4092541800e+02,1.1580319200e+17,1.5307320834e+03,9.4160156932e+51,1.2573730598e+52,1.3353557394e+00
48,3.4092541800e+02,1.1580319200e+17,1.8016678231e+03,8.8195912679e+51,1.1781861410e+52,1.3358738576e+00
48,3.4092541800e+02,1.1580319200e+17,2.1205585093e+03,8.2611457375e+51,1.1028165427e+52,1.3349438174e+00
48,3.4092541800e+02,1.1580319200e+17,2.4958920471e+03,7.7382015322e+51,1.0335627854e+52,1.3356627907e+00
48,3.4092541800e+02,1.1580319200e+17,2.9376586798e+03,7.2484528030e+51,9.6972296573e+51,1.3378344208e+00
48,3.4092541800e+02,1.1580319200e+17,3.4576168986e+03,6.7897513189e+51,9.0789159797e+51,1.3371500005e+00
48,3.4092541800e+02,1.1580319200e+17,4.0696064181e+03,6.3600941788e+51,8.4902549962e+51,1.3349259865e+00
48,3.4092541800e+02,1.1580319200e+17,4.7899165476e+03,5.9576119690e+51,7.9691557147e+51,1.3376426253e+00
48,3.4092541800e+02,1.1580319200e+17,5.6377197636e+03,5.5805585807e+51,7.4604151992e+51,1.3368581462e+00
48,3.4092541800e+02,1.1580319200e+17,6.6355820225e+03,5.2273028339e+51,6.9775097229e+51,1.3348202590e+00
48,3.4092541800e+02,1.1580319200e+17,7.8100633987e+03,4.8963197464e+51,6.5252505782e+51,1.3326847339e+00
48,3.4092541800e+02,1.1580319200e+17,9.1924250329e+03,4.5861829290e+51,6.1220436438e+51,1.3348886729e+00
48,3.4092541800e+02,1.1580319200e+17,1.0819461209e+04,4.2955576227e+51,5.7326224527e+51,1.3345467472e+00
48,3.4092541800e+02,1.1580319200e+17,1.2734478709e+04,4.0231942942e+51,5.3790443748e+51,1.3370083524e+00
48,3.4092541800e+02,1.1580319200e+17,1.4988449502e+04,3.7679227263e+51,5.0456052557e+51,1.3390946742e+00
48,3.4092541800e+02,1.1580319200e+17,1.7641367474e+04,3.5286465467e+51,4.7208190897e+51,1.3378554715e+00
48,3.4092541800e+02,1.1580319200e+17,2.0763845273e+04,3.3043381475e+51,4.4162311663e+51,1.3364949255e+00
48,3.4092541800e+02,1.1580319200e+17,2.4438993811e+04,3.0940339514e+51,4.1389705095e+51,1.3377262740e+00
48,3.4092541800e+02,1.1580319200e+17,2.8764634423e+04,2.8968299866e+51,3.8767064153e+51,1.3382581764e+00
48,3.4092541800e+02,1.1580319200e+17,3.3855902575e+04,2.7118777319e+51,3.6200754604e+51,1.3348962668e+00
48,3.4092541800e+02,1.1580319200e+17,3.9848312421e+04,2.5383801979e+51,3.3818288156e+51,1.3322782846e+00
48,3.4092541800e+02,1.1580319200e+17,4.6901363782e+04,2.3755882067e+51,3.1711803845e+51,1.3349032360e+00
48,3.4092541800e+02,1.1580319200e+17,5.5202787544e+04,2.2227968296e+51,2.9661424453e+51,1.3344190552e+00
48,3.4092541800e+02,1.1580319200e+17,6.4973542493e+04,2.0793419360e+51,2.7635497438e+51,1.3290501654e+00
48,3.4092541800e+02,1.1580319200e+17,7.6473696562e+04,1.9445967937e+51,2.5971392220e+51,1.3355669568e+00
48,3.4092541800e+02,1.1580319200e+17,9.0009349060e+04,1.8179686419e+51,2.4233920930e+51,1.3330219439e+00
48,3.4092541800e+02,1.1580319200e+17,1.0594077810e+05,1.6988951195e+51,2.2671072663e+51,1.3344598147e+00
48,3.4092541800e+02,1.1580319200e+17,1.2469203013e+05,1.5868403794e+51,2.1163445674e+51,1.3336845942e+00
48,3.4092541800e+02,1.1580319200e+17,1.4676220674e+05,1.4812906253e+51,1.9722791877e+51,1.3314599809e+00
48,3.4092541800e+02,1.1580319200e+17,1.7273874926e+05,1.3817487073e+51,1.8349956679e+51,1.3280241611e+00
48,3.4092541800e+02,1.1580319200e+17,2.0331307466e+05,1.2877273645e+51,1.7066356431e+51,1.3253082059e+00
48,3.4092541800e+02,1.1580319200e+17,2.3929897897e+05,1.1987409009e+51,1.5868603281e+51,1.3237725741e+00
48,3.4092541800e+02,1.1580319200e+17,2.8165429809e+05,1.1142958603e+51,1.4734526391e+51,1.3223172513e+00
48,3.4092541800e+02,1.1580319200e+17,3.3150640247e+05,1.0338829654e+51,1.3651776803e+51,1.3204373473e+00
48,3.4092541800e+02,1.1580319200e+17,3.9018220430e+05,9.5697519759e+50,1.2619587227e+51,1.3186953286e+00
48,3.4092541800e+02,1.1580319200e+17,4.5924347590e+05,8.8303933154e+50,1.1625681415e+51,1.3165530685e+00
48,3.4092541800e+02,1.1580319200e+17,5.4052841937e+05,8.1156791484e+50,1.0643677649e+51,1.3114956191e+00
