scenario,band,nu_hz,time_s,fullhide_fnu,dg_fnu,fullhide_nufnu,dg_nufnu,ratio_dg_to_fullhide
ism,1keV,2.41798900e+17,1.06002585e+05,5.82451158e-28,5.02760093e-28,1.40836049e-10,1.21566838e-10,8.63179834e-01
ism,1keV,2.41798900e+17,1.19110313e+05,4.48241078e-28,3.86071451e-28,1.08384200e-10,9.33516521e-11,8.61303147e-01
ism,1keV,2.41798900e+17,1.33838875e+05,3.45805460e-28,2.97251565e-28,8.36153799e-11,7.18751014e-11,8.59591878e-01
ism,1keV,2.41798900e+17,1.50388695e+05,2.67019234e-28,2.29720186e-28,6.45649570e-11,5.55460883e-11,8.60313255e-01
ism,1keV,2.41798900e+17,1.68984979e+05,2.06766919e-28,1.77570454e-28,4.99960137e-11,4.29363404e-11,8.58795278e-01
ism,1keV,2.41798900e+17,1.89880782e+05,1.60113586e-28,1.37568348e-28,3.87152890e-11,3.32638751e-11,8.59192221e-01
ism,1keV,2.41798900e+17,2.13360453e+05,1.24332301e-28,1.06863069e-28,3.00634137e-11,2.58393724e-11,8.59495622e-01
ism,1keV,2.41798900e+17,2.39743497e+05,9.66839458e-29,8.28576113e-29,2.33780717e-11,2.00348793e-11,8.56994516e-01
ism,1keV,2.41798900e+17,2.69388931e+05,7.54484359e-29,6.44761474e-29,1.82433488e-11,1.55902615e-11,8.54572354e-01
ism,1keV,2.41798900e+17,3.02700165e+05,5.87650018e-29,5.02471971e-29,1.42093128e-11,1.21497170e-11,8.55053103e-01
ism,1keV,2.41798900e+17,3.40130494e+05,4.60589977e-29,3.94702497e-29,1.11370150e-11,9.54386296e-12,8.56949818e-01
ism,1keV,2.41798900e+17,3.82189262e+05,3.60106161e-29,3.07486162e-29,8.70732735e-12,7.43498157e-12,8.53876427e-01
ism,1keV,2.41798900e+17,4.29448799e+05,2.82754128e-29,2.40470290e-29,6.83696372e-12,5.81454515e-12,8.50457219e-01
ism,1keV,2.41798900e+17,4.82552204e+05,2.22061632e-29,1.89328513e-29,5.36942584e-12,4.57794263e-12,8.52594442e-01
ism,1keV,2.41798900e+17,5.42222101e+05,1.74604168e-29,1.49325545e-29,4.22190958e-12,3.61067525e-12,8.55223253e-01
ism,1keV,2.41798900e+17,6.09270466e+05,1.37389573e-29,1.17612137e-29,3.32206476e-12,2.84384854e-12,8.56048494e-01
ism,1keV,2.41798900e+17,6.84609684e+05,1.08432771e-29,9.26248137e-30,2.62189248e-12,2.23965781e-12,8.54214208e-01
ism,1keV,2.41798900e+17,7.69264957e+05,8.53829365e-30,7.25817736e-30,2.06455001e-12,1.75501930e-12,8.50073522e-01
ism,1keV,2.41798900e+17,8.64388262e+05,6.77718138e-30,5.76368348e-30,1.63871500e-12,1.39365233e-12,8.50454364e-01
ism,1keV,2.41798900e+17,9.71274020e+05,5.33304138e-30,4.55196983e-30,1.28952354e-12,1.10066130e-12,8.53541068e-01
ism,1keV,2.41798900e+17,1.09137671e+06,4.25478304e-30,3.63423507e-30,1.02880186e-12,8.78754041e-13,8.54152851e-01
ism,1keV,2.41798900e+17,1.22633068e+06,3.34832737e-30,2.85828078e-30,8.09621876e-13,6.91129150e-13,8.53644362e-01
ism,1keV,2.41798900e+17,1.37797236e+06,2.68328270e-30,2.28091952e-30,6.48814804e-13,5.51523831e-13,8.50048161e-01
ism,1keV,2.41798900e+17,1.54836526e+06,2.11342988e-30,1.78706651e-30,5.11025021e-13,4.32110716e-13,8.45576436e-01
ism,1keV,2.41798900e+17,1.73982805e+06,1.70007220e-30,1.43679108e-30,4.11075588e-13,3.47414504e-13,8.45135333e-01
ism,1keV,2.41798900e+17,1.95496614e+06,1.34124945e-30,1.13379021e-30,3.24312642e-13,2.74149226e-13,8.45323897e-01
ism,1keV,2.41798900e+17,2.19670709e+06,1.08193277e-30,9.16064674e-31,2.61610153e-13,2.21503430e-13,8.46692790e-01
ism,1keV,2.41798900e+17,2.46834047e+06,8.55181391e-31,7.24885914e-31,2.06781920e-13,1.75276617e-13,8.47639953e-01
ism,1keV,2.41798900e+17,2.77356261e+06,6.91252933e-31,5.83652602e-31,1.67144199e-13,1.41126557e-13,8.44340145e-01
ism,1keV,2.41798900e+17,3.11652694e+06,5.48235529e-31,4.61090589e-31,1.32562748e-13,1.11491197e-13,8.41044706e-01
ism,1keV,2.41798900e+17,3.50190046e+06,4.43816044e-31,3.73076255e-31,1.07314231e-13,9.02094281e-14,8.40610114e-01
ism,1keV,2.41798900e+17,3.93492726e+06,3.53308776e-31,2.96777359e-31,8.54296734e-14,7.17604390e-14,8.39994303e-01
ism,1keV,2.41798900e+17,4.42149991e+06,2.86362059e-31,2.40148254e-31,6.92420309e-14,5.80675838e-14,8.38617572e-01
ism,1keV,2.41798900e+17,4.96823959e+06,2.28780742e-31,1.91750028e-31,5.53189319e-14,4.63649459e-14,8.38138850e-01
ism,1keV,2.41798900e+17,5.58258627e+06,1.85687936e-31,1.56174893e-31,4.48991386e-14,3.77629172e-14,8.41061063e-01
ism,1keV,2.41798900e+17,6.27289986e+06,1.48859750e-31,1.25557457e-31,3.59941238e-14,3.03596550e-14,8.43461428e-01
ism,1keV,2.41798900e+17,7.04857404e+06,1.21006621e-31,1.02042656e-31,2.92592678e-14,2.46738020e-14,8.43281595e-01
ism,1keV,2.41798900e+17,7.92016405e+06,9.73276884e-32,8.20230301e-32,2.35337280e-14,1.98330785e-14,8.42751241e-01
ism,1keV,2.41798900e+17,8.89953035e+06,7.92484439e-32,6.66782789e-32,1.91621866e-14,1.61227345e-14,8.41382816e-01
ism,1keV,2.41798900e+17,1.00000000e+07,6.39448530e-32,5.37081648e-32,1.54617951e-14,1.29865752e-14,8.39913805e-01
ism,100MeV,2.41798900e+22,1.00000000e+03,1.88841426e-30,1.57124773e-30,4.56616492e-08,3.79925973e-08,8.32046104e-01
ism,100MeV,2.41798900e+22,1.12365480e+03,1.63131495e-30,1.35714068e-30,3.94450162e-08,3.28155124e-08,8.31930509e-01
ism,100MeV,2.41798900e+22,1.26260011e+03,1.40930085e-30,1.17309143e-30,3.40767395e-08,2.83652217e-08,8.32392479e-01
ism,100MeV,2.41798900e+22,1.41872667e+03,1.21703094e-30,1.01406038e-30,2.94276743e-08,2.45198684e-08,8.33224813e-01
ism,100MeV,2.41798900e+22,1.59415904e+03,1.05104679e-30,8.76281092e-31,2.54141957e-08,2.11883804e-08,8.33722249e-01
ism,100MeV,2.41798900e+22,1.79128445e+03,9.07690054e-31,7.57132247e-31,2.19478457e-08,1.83073744e-08,8.34130818e-01
ism,100MeV,2.41798900e+22,2.01278538e+03,7.83931146e-31,6.54209038e-31,1.89553689e-08,1.58187026e-08,8.34523595e-01
ism,100MeV,2.41798900e+22,2.26167595e+03,6.77104042e-31,5.65746968e-31,1.63723012e-08,1.36796994e-08,8.35539197e-01
ism,100MeV,2.41798900e+22,2.54134304e+03,5.85006251e-31,4.89328360e-31,1.41453868e-08,1.18319059e-08,8.36449797e-01
ism,100MeV,2.41798900e+22,2.85559230e+03,5.05417748e-31,4.23053188e-31,1.22209455e-08,1.02293795e-08,8.37036669e-01
ism,100MeV,2.41798900e+22,3.20870000e+03,4.36857872e-31,3.65938489e-31,1.05631753e-08,8.84835241e-09,8.37660284e-01
ism,100MeV,2.41798900e+22,3.60547115e+03,3.77610353e-31,3.16630491e-31,9.13057679e-09,7.65609043e-09,8.38511149e-01
ism,100MeV,2.41798900e+22,4.05130497e+03,3.26578752e-31,2.74107955e-31,7.89663829e-09,6.62790021e-09,8.39331873e-01
ism,100MeV,2.41798900e+22,4.55226828e+03,2.82437747e-31,2.37336574e-31,6.82931366e-09,5.73877226e-09,8.40314640e-01
ism,100MeV,2.41798900e+22,5.11517810e+03,2.44500315e-31,2.05722665e-31,5.91199072e-09,4.97435140e-09,8.41400408e-01
ism,100MeV,2.41798900e+22,5.74769442e+03,2.11734000e-31,1.78466702e-31,5.11970484e-09,4.31530523e-09,8.42881645e-01
ism,100MeV,2.41798900e+22,6.45842443e+03,1.83544315e-31,1.55020668e-31,4.43808135e-09,3.74838271e-09,8.44595314e-01
ism,100MeV,2.41798900e+22,7.25703961e+03,1.59199703e-31,1.34745831e-31,3.84943130e-09,3.25813938e-09,8.46394993e-01
ism,100MeV,2.41798900e+22,8.15440740e+03,1.38234715e-31,1.17265438e-31,3.34250021e-09,2.83546539e-09,8.48306721e-01
ism,100MeV,2.41798900e+22,9.16273901e+03,1.20105465e-31,1.02148159e-31,2.90413694e-09,2.46993124e-09,8.50487182e-01
ism,100MeV,2.41798900e+22,1.02957557e+04,1.04470464e-31,8.90665806e-32,2.52608434e-09,2.15362012e-09,8.52552738e-01
ism,100MeV,2.41798900e+22,1.15688753e+04,9.09115007e-32,7.76933858e-32,2.19823009e-09,1.87861752e-09,8.54604590e-01
ism,100MeV,2.41798900e+22,1.29994222e+04,7.91567865e-32,6.78301673e-32,1.91400239e-09,1.64012598e-09,8.56909057e-01
ism,100MeV,2.41798900e+22,1.46068632e+04,6.88863116e-32,5.92012425e-32,1.66566344e-09,1.43147953e-09,8.59405028e-01
ism,100MeV,2.41798900e+22,1.64130720e+04,5.99263815e-32,5.16525882e-32,1.44901331e-09,1.24895390e-09,8.61934041e-01
ism,100MeV,2.41798900e+22,1.84426271e+04,5.20368293e-32,4.49789279e-32,1.25824481e-09,1.08758553e-09,8.64367190e-01
ism,100MeV,2.41798900e+22,2.07231465e+04,4.50554844e-32,3.90601744e-32,1.08943666e-09,9.44470721e-10,8.66934957e-01
ism,100MeV,2.41798900e+22,2.32856630e+04,3.87943359e-32,3.37394086e-32,9.38042774e-10,8.15815189e-10,8.69699349e-01
ism,100MeV,2.41798900e+22,2.61650470e+04,3.31502473e-32,2.89257294e-32,8.01569332e-10,6.99420955e-10,8.72564514e-01
ism,100MeV,2.41798900e+22,2.94004806e+04,2.80229032e-32,2.45237411e-32,6.77590718e-10,5.92981361e-10,8.75132061e-01
ism,100MeV,2.41798900e+22,3.30359912e+04,2.33850567e-32,2.05181645e-32,5.65448099e-10,4.96126961e-10,8.77404950e-01
ism,100MeV,2.41798900e+22,3.71210501e+04,1.92248200e-32,1.69082236e-32,4.64854033e-10,4.08838986e-10,8.79499707e-01
ism,100MeV,2.41798900e+22,4.17112461e+04,1.55696881e-32,1.37094607e-32,3.76473346e-10,3.31493251e-10,8.80522498e-01
ism,100MeV,2.41798900e+22,4.68690419e+04,1.24247950e-32,1.09405432e-32,3.00430177e-10,2.64541131e-10,8.80541141e-01
ism,100MeV,2.41798900e+22,5.26646239e+04,9.79412746e-33,8.62775940e-33,2.36820925e-10,2.08618273e-10,8.80911488e-01
ism,100MeV,2.41798900e+22,5.91768575e+04,7.64514920e-33,6.73459837e-33,1.84858867e-10,1.62841848e-10,8.80898226e-01
ism,100MeV,2.41798900e+22,6.64943600e+04,5.93046527e-33,5.22409739e-33,1.43397998e-10,1.26318100e-10,8.80891658e-01
ism,100MeV,2.41798900e+22,7.47167068e+04,4.57782728e-33,4.02970300e-33,1.10691360e-10,9.74377754e-11,8.80265408e-01
ism,100MeV,2.41798900e+22,8.39557862e+04,3.52579028e-33,3.10006739e-33,8.52532212e-11,7.49592884e-11,8.79254617e-01
ism,100MeV,2.41798900e+22,9.43373222e+04,2.70986845e-33,2.38056452e-33,6.55243211e-11,5.75617882e-11,8.78479734e-01
ism,100MeV,2.41798900e+22,1.06002585e+05,2.08349968e-33,1.83017518e-33,5.03787932e-11,4.42534345e-11,8.78413946e-01
ism,100MeV,2.41798900e+22,1.19110313e+05,1.60077427e-33,1.40424775e-33,3.87065459e-11,3.39545560e-11,8.77230331e-01
ism,100MeV,2.41798900e+22,1.33838875e+05,1.23180419e-33,1.07898517e-33,2.97848898e-11,2.60897427e-11,8.75938870e-01
ism,100MeV,2.41798900e+22,1.50388695e+05,9.47860530e-34,8.30118012e-34,2.29191633e-11,2.00721622e-11,8.75780756e-01
ism,100MeV,2.41798900e+22,1.68984979e+05,7.30850541e-34,6.38822493e-34,1.76718857e-11,1.54466576e-11,8.74080893e-01
ism,100MeV,2.41798900e+22,1.89880782e+05,5.63083335e-34,4.92086398e-34,1.36152931e-11,1.18985950e-11,8.73913980e-01
ism,100MeV,2.41798900e+22,2.13360453e+05,4.34603049e-34,3.79652025e-34,1.05086539e-11,9.17994420e-12,8.73560427e-01
ism,100MeV,2.41798900e+22,2.39743497e+05,3.35519244e-34,2.92192541e-34,8.11281842e-12,7.06518349e-12,8.70866710e-01
ism,100MeV,2.41798900e+22,2.69388931e+05,2.59849330e-34,2.25460541e-34,6.28312822e-12,5.45161108e-12,8.67658735e-01
ism,100MeV,2.41798900e+22,3.02700165e+05,2.00775947e-34,1.73992464e-34,4.85474031e-12,4.20711865e-12,8.66600145e-01
ism,100MeV,2.41798900e+22,3.40130494e+05,1.56062993e-34,1.35378122e-34,3.77358600e-12,3.27342811e-12,8.67458197e-01
ism,100MeV,2.41798900e+22,3.82189262e+05,1.20869323e-34,1.04614030e-34,2.92260694e-12,2.52955573e-12,8.65513488e-01
ism,100MeV,2.41798900e+22,4.29448799e+05,9.39579605e-35,8.11333916e-35,2.27189315e-12,1.96179648e-12,8.63507373e-01
ism,100MeV,2.41798900e+22,4.82552204e+05,7.30225491e-35,6.31622595e-35,1.76567720e-12,1.52725649e-12,8.64969250e-01
ism,100MeV,2.41798900e+22,5.42222101e+05,5.67695857e-35,4.91815421e-35,1.37268234e-12,1.18920428e-12,8.66336111e-01
ism,100MeV,2.41798900e+22,6.09270466e+05,4.41335468e-35,3.82114915e-35,1.06714431e-12,9.23949662e-13,8.65815107e-01
ism,100MeV,2.41798900e+22,6.84609684e+05,3.43926266e-35,2.96709863e-35,8.31609929e-13,7.17441184e-13,8.62713586e-01
ism,100MeV,2.41798900e+22,7.69264957e+05,2.67145791e-35,2.29133091e-35,6.45955583e-13,5.54041294e-13,8.57708034e-01
ism,100MeV,2.41798900e+22,8.64388262e+05,2.09033842e-35,1.79364467e-35,5.05441531e-13,4.33701307e-13,8.58064249e-01
ism,100MeV,2.41798900e+22,9.71274020e+05,1.61869545e-35,1.39459050e-35,3.91398778e-13,3.37210449e-13,8.61552125e-01
ism,100MeV,2.41798900e+22,1.09137671e+06,1.27373613e-35,1.09714775e-35,3.07987995e-13,2.65289119e-13,8.61361882e-01
ism,100MeV,2.41798900e+22,1.22633068e+06,9.87165361e-36,8.48155951e-36,2.38695498e-13,2.05083176e-13,8.59183257e-01
ism,100MeV,2.41798900e+22,1.37797236e+06,7.79146186e-36,6.65610813e-36,1.88396691e-13,1.60943962e-13,8.54282322e-01
ism,100MeV,2.41798900e+22,1.54836526e+06,6.02692605e-36,5.11452962e-36,1.45730409e-13,1.23668764e-13,8.48613302e-01
ism,100MeV,2.41798900e+22,1.73982805e+06,4.77708660e-36,4.05515585e-36,1.15509428e-13,9.80532224e-14,8.48876354e-01
ism,100MeV,2.41798900e+22,1.95496614e+06,3.70226325e-36,3.14669831e-36,8.95203182e-14,7.60868190e-14,8.49939103e-01
ism,100MeV,2.41798900e+22,2.19670709e+06,2.93363017e-36,2.49590583e-36,7.09348549e-14,6.03507285e-14,8.50790892e-01
ism,100MeV,2.41798900e+22,2.46834047e+06,2.26893331e-36,1.92954307e-36,5.48625579e-14,4.66561391e-14,8.50418590e-01
ism,100MeV,2.41798900e+22,2.77356261e+06,1.80398790e-36,1.52179419e-36,4.36202289e-14,3.67968162e-14,8.43572286e-01
ism,100MeV,2.41798900e+22,3.11652694e+06,1.40228164e-36,1.17318651e-36,3.39070158e-14,2.83675207e-14,8.36626876e-01
ism,100MeV,2.41798900e+22,3.50190046e+06,1.11333116e-36,9.31291054e-37,2.69202250e-14,2.25185152e-14,8.36490602e-01
ism,100MeV,2.41798900e+22,3.93492726e+06,8.66268709e-37,7.24187636e-37,2.09462821e-14,1.75107774e-14,8.35984987e-01
ism,100MeV,2.41798900e+22,4.42149991e+06,6.88177549e-37,5.74319018e-37,1.66400574e-14,1.38869707e-14,8.34550646e-01
ism,100MeV,2.41798900e+22,4.96823959e+06,5.37508793e-37,4.48266296e-37,1.29969035e-14,1.08390297e-14,8.33970164e-01
ism,100MeV,2.41798900e+22,5.58258627e+06,4.28279833e-37,3.58143365e-37,1.03557593e-14,8.65986717e-15,8.36236818e-01
ism,100MeV,2.41798900e+22,6.27289986e+06,3.35890176e-37,2.81559167e-37,8.12178750e-15,6.80806968e-15,8.38247698e-01
ism,100MeV,2.41798900e+22,7.04857404e+06,2.67023074e-37,2.23879918e-37,6.45658855e-15,5.41339180e-15,8.38429112e-01
ism,100MeV,2.41798900e+22,7.92016405e+06,2.09587196e-37,1.75562520e-37,5.06779534e-15,4.24508243e-15,8.37658615e-01
ism,100MeV,2.41798900e+22,8.89953035e+06,1.67156110e-37,1.39501576e-37,4.04181634e-15,3.37313275e-15,8.34558641e-01
ism,100MeV,2.41798900e+22,1.00000000e+07,1.31816236e-37,1.09547221e-37,3.18730209e-15,2.64883975e-15,8.31060149e-01
wind,10GHz,1.00000000e+10,1.00000000e+03,2.10793895e-25,3.65835901e-25,2.10793895e-15,3.65835901e-15,1.73551469e+00
wind,10GHz,1.00000000e+10,1.12365480e+03,2.35661873e-25,3.95766661e-25,2.35661873e-15,3.95766661e-15,1.67938350e+00
wind,10GHz,1.00000000e+10,1.26260011e+03,2.62485670e-25,4.24975998e-25,2.62485670e-15,4.24975998e-15,1.61904457e+00
wind,10GHz,1.00000000e+10,1.41872667e+03,2.91135986e-25,4.53966961e-25,2.91135986e-15,4.53966961e-15,1.55929525e+00
wind,10GHz,1.00000000e+10,1.59415904e+03,3.22401519e-25,4.83878913e-25,3.22401519e-15,4.83878913e-15,1.50085804e+00
wind,10GHz,1.00000000e+10,1.79128445e+03,3.56164199e-25,5.14516953e-25,3.56164199e-15,5.14516953e-15,1.44460604e+00
wind,10GHz,1.00000000e+10,2.01278538e+03,3.92264755e-25,5.45771504e-25,3.92264755e-15,5.45771504e-15,1.39133455e+00
wind,10GHz,1.00000000e+10,2.26167595e+03,4.30355660e-25,5.77313375e-25,4.30355660e-15,5.77313375e-15,1.34147968e+00
wind,10GHz,1.00000000e+10,2.54134304e+03,4.70030627e-25,6.08971601e-25,4.70030627e-15,6.08971601e-15,1.29559983e+00
wind,10GHz,1.00000000e+10,2.85559230e+03,5.10616661e-25,6.40226276e-25,5.10616661e-15,6.40226276e-15,1.25382958e+00
wind,10GHz,1.00000000e+10,3.20870000e+03,5.51411728e-25,6.70774110e-25,5.51411728e-15,6.70774110e-15,1.21646689e+00
wind,10GHz,1.00000000e+10,3.60547115e+03,5.91443537e-25,6.99997767e-25,5.91443537e-15,6.99997767e-15,1.18354116e+00
wind,10GHz,1.00000000e+10,4.05130497e+03,6.29816455e-25,7.27398532e-25,6.29816455e-15,7.27398532e-15,1.15493733e+00
wind,10GHz,1.00000000e+10,4.55226828e+03,6.65496536e-25,7.52238815e-25,6.65496536e-15,7.52238815e-15,1.13034219e+00
wind,10GHz,1.00000000e+10,5.11517810e+03,6.97733392e-25,7.74044685e-25,6.97733392e-15,7.74044685e-15,1.10937027e+00
wind,10GHz,1.00000000e+10,5.74769442e+03,7.25673572e-25,7.91940183e-25,7.25673572e-15,7.91940183e-15,1.09131738e+00
wind,10GHz,1.00000000e+10,6.45842443e+03,7.48688584e-25,8.05355335e-25,7.48688584e-15,8.05355335e-15,1.07568801e+00
wind,10GHz,1.00000000e+10,7.25703961e+03,7.65987511e-25,8.13263043e-25,7.65987511e-15,8.13263043e-15,1.06171841e+00
wind,10GHz,1.00000000e+10,8.15440740e+03,7.77443632e-25,8.15664215e-25,7.77443632e-15,8.15664215e-15,1.04916187e+00
wind,10GHz,1.00000000e+10,9.16273901e+03,7.83696789e-25,8.13758378e-25,7.83696789e-15,8.13758378e-15,1.03835870e+00
wind,10GHz,1.00000000e+10,1.02957557e+04,7.86106772e-25,8.09380868e-25,7.86106772e-15,8.09380868e-15,1.02960679e+00
wind,10GHz,1.00000000e+10,1.15688753e+04,7.84858069e-25,8.03021450e-25,7.84858069e-15,8.03021450e-15,1.02314225e+00
wind,10GHz,1.00000000e+10,1.29994222e+04,7.80784414e-25,7.95394029e-25,7.80784414e-15,7.95394029e-15,1.01871146e+00
wind,10GHz,1.00000000e+10,1.46068632e+04,7.74165517e-25,7.86352043e-25,7.74165517e-15,7.86352043e-15,1.01574150e+00
wind,10GHz,1.00000000e+10,1.64130720e+04,7.65715885e-25,7.75963647e-25,7.65715885e-15,7.75963647e-15,1.01338324e+00
wind,10GHz,1.00000000e+10,1.84426271e+04,7.55391842e-25,7.64130329e-25,7.55391842e-15,7.64130329e-15,1.01156815e+00
wind,10GHz,1.00000000e+10,2.07231465e+04,7.43637131e-25,7.51415640e-25,7.43637131e-15,7.51415640e-15,1.01046009e+00
wind,10GHz,1.00000000e+10,2.32856630e+04,7.30364098e-25,7.37793313e-25,7.30364098e-15,7.37793313e-15,1.01017193e+00
wind,10GHz,1.00000000e+10,2.61650470e+04,7.16041690e-25,7.23676805e-25,7.16041690e-15,7.23676805e-15,1.01066295e+00
wind,10GHz,1.00000000e+10,2.94004806e+04,7.00553790e-25,7.08480409e-25,7.00553790e-15,7.08480409e-15,1.01131479e+00
wind,10GHz,1.00000000e+10,3.30359912e+04,6.84338479e-25,6.92484948e-25,6.84338479e-15,6.92484948e-15,1.01190415e+00
wind,10GHz,1.00000000e+10,3.71210501e+04,6.67134304e-25,6.75412763e-25,6.67134304e-15,6.75412763e-15,1.01240898e+00
wind,10GHz,1.00000000e+10,4.17112461e+04,6.49248240e-25,6.57972752e-25,6.49248240e-15,6.57972752e-15,1.01343787e+00
wind,10GHz,1.00000000e+10,4.68690419e+04,6.30441304e-25,6.40245126e-25,6.30441304e-15,6.40245126e-15,1.01555073e+00
wind,10GHz,1.00000000e+10,5.26646239e+04,6.11285761e-25,6.22501992e-25,6.11285761e-15,6.22501992e-15,1.01834859e+00
wind,10GHz,1.00000000e+10,5.91768575e+04,5.91643616e-25,6.04361476e-25,5.91643616e-15,6.04361476e-15,1.02149581e+00
wind,10GHz,1.00000000e+10,6.64943600e+04,5.72070551e-25,5.85684180e-25,5.72070551e-15,5.85684180e-15,1.02379712e+00
wind,10GHz,1.00000000e+10,7.47167068e+04,5.52312221e-25,5.65743267e-25,5.52312221e-15,5.65743267e-15,1.02431785e+00
wind,10GHz,1.00000000e+10,8.39557862e+04,5.32629700e-25,5.45053162e-25,5.32629700e-15,5.45053162e-15,1.02332477e+00
wind,10GHz,1.00000000e+10,9.43373222e+04,5.12658106e-25,5.23466182e-25,5.12658106e-15,5.23466182e-15,1.02108242e+00
wind,10GHz,1.00000000e+10,1.06002585e+05,4.92607283e-25,5.02064942e-25,4.92607283e-15,5.02064942e-15,1.01919919e+00
wind,10GHz,1.00000000e+10,1.19110313e+05,4.72154657e-25,4.81122465e-25,4.72154657e-15,4.81122465e-15,1.01899337e+00
wind,10GHz,1.00000000e+10,1.33838875e+05,4.51817538e-25,4.61576657e-25,4.51817538e-15,4.61576657e-15,1.02159969e+00
wind,10GHz,1.00000000e+10,1.50388695e+05,4.31404628e-25,4.42843737e-25,4.31404628e-15,4.42843737e-15,1.02651596e+00
wind,10GHz,1.00000000e+10,1.68984979e+05,4.11614696e-25,4.24845257e-25,4.11614696e-15,4.24845257e-15,1.03214307e+00
wind,10GHz,1.00000000e+10,1.89880782e+05,3.92251421e-25,4.06869366e-25,3.92251421e-15,4.06869366e-15,1.03726677e+00
wind,10GHz,1.00000000e+10,2.13360453e+05,3.73636775e-25,3.88495331e-25,3.73636775e-15,3.88495331e-15,1.03976738e+00
wind,10GHz,1.00000000e+10,2.39743497e+05,3.55402387e-25,3.69407194e-25,3.55402387e-15,3.69407194e-15,1.03940550e+00
wind,10GHz,1.00000000e+10,2.69388931e+05,3.37600351e-25,3.50313042e-25,3.37600351e-15,3.50313042e-15,1.03765604e+00
wind,10GHz,1.00000000e+10,3.02700165e+05,3.19771759e-25,3.31355048e-25,3.19771759e-15,3.31355048e-15,1.03622361e+00
wind,10GHz,1.00000000e+10,3.40130494e+05,3.02335738e-25,3.13687151e-25,3.02335738e-15,3.13687151e-15,1.03754572e+00
wind,10GHz,1.00000000e+10,3.82189262e+05,2.84852050e-25,2.96707567e-25,2.84852050e-15,2.96707567e-15,1.04161991e+00
wind,10GHz,1.00000000e+10,4.29448799e+05,2.67972718e-25,2.81081758e-25,2.67972718e-15,2.81081758e-15,1.04891931e+00
wind,10GHz,1.00000000e+10,4.82552204e+05,2.51371361e-25,2.65964356e-25,2.51371361e-15,2.65964356e-15,1.05805353e+00
wind,10GHz,1.00000000e+10,5.42222101e+05,2.35668309e-25,2.51276830e-25,2.35668309e-15,2.51276830e-15,1.06623089e+00
wind,10GHz,1.00000000e+10,6.09270466e+05,2.20575196e-25,2.36366330e-25,2.20575196e-15,2.36366330e-15,1.07159071e+00
wind,10GHz,1.00000000e+10,6.84609684e+05,2.06121507e-25,2.21120732e-25,2.06121507e-15,2.21120732e-15,1.07276885e+00
wind,10GHz,1.00000000e+10,7.69264957e+05,1.92021668e-25,2.05466999e-25,1.92021668e-15,2.05466999e-15,1.07001987e+00
wind,10GHz,1.00000000e+10,8.64388262e+05,1.78308078e-25,1.90457925e-25,1.78308078e-15,1.90457925e-15,1.06813963e+00
wind,10GHz,1.00000000e+10,9.71274020e+05,1.64826216e-25,1.76074713e-25,1.64826216e-15,1.76074713e-15,1.06824458e+00
wind,10GHz,1.00000000e+10,1.09137671e+06,1.51861272e-25,1.62735014e-25,1.51861272e-15,1.62735014e-15,1.07160313e+00
wind,10GHz,1.00000000e+10,1.22633068e+06,1.39212812e-25,1.50049505e-25,1.39212812e-15,1.50049505e-15,1.07784264e+00
wind,10GHz,1.00000000e+10,1.37797236e+06,1.27339919e-25,1.38128048e-25,1.27339919e-15,1.38128048e-15,1.08471915e+00
wind,10GHz,1.00000000e+10,1.54836526e+06,1.15819143e-25,1.26413268e-25,1.15819143e-15,1.26413268e-15,1.09147128e+00
wind,10GHz,1.00000000e+10,1.73982805e+06,1.05203647e-25,1.14873560e-25,1.05203647e-15,1.14873560e-15,1.09191613e+00
wind,10GHz,1.00000000e+10,1.95496614e+06,9.48558526e-26,1.03256409e-25,9.48558526e-16,1.03256409e-15,1.08856129e+00
wind,10GHz,1.00000000e+10,2.19670709e+06,8.53138296e-26,9.21614194e-26,8.53138296e-16,9.21614194e-16,1.08026354e+00
wind,10GHz,1.00000000e+10,2.46834047e+06,7.59260378e-26,8.12089954e-26,7.59260378e-16,8.12089954e-16,1.06958031e+00
wind,10GHz,1.00000000e+10,2.77356261e+06,6.71710481e-26,7.13442407e-26,6.71710481e-16,7.13442407e-16,1.06212785e+00
wind,10GHz,1.00000000e+10,3.11652694e+06,5.85721911e-26,6.17804402e-26,5.85721911e-16,6.17804402e-16,1.05477427e+00
wind,10GHz,1.00000000e+10,3.50190046e+06,5.09754298e-26,5.35908620e-26,5.09754298e-16,5.35908620e-16,1.05130770e+00
wind,10GHz,1.00000000e+10,3.93492726e+06,4.36349135e-26,4.56885248e-26,4.36349135e-16,4.56885248e-16,1.04706349e+00
wind,10GHz,1.00000000e+10,4.42149991e+06,3.73828133e-26,3.88226007e-26,3.73828133e-16,3.88226007e-16,1.03851469e+00
wind,10GHz,1.00000000e+10,4.96823959e+06,3.13983874e-26,3.22376948e-26,3.13983874e-16,3.22376948e-16,1.02673091e+00
wind,10GHz,1.00000000e+10,5.58258627e+06,2.64324164e-26,2.67335367e-26,2.64324164e-16,2.67335367e-16,1.01139209e+00
wind,10GHz,1.00000000e+10,6.27289986e+06,2.17333849e-26,2.15800615e-26,2.17333849e-16,2.15800615e-16,9.92945259e-01
