scenario,band,nu_hz,time_s,fullhide_fnu,dg_fnu,fullhide_nufnu,dg_nufnu,ratio_dg_to_fullhide
wind,100MeV,2.41798900e+22,5.26646239e+04,9.10856129e-33,7.99620946e-33,2.20244010e-10,1.93347465e-10,8.77878427e-01
wind,100MeV,2.41798900e+22,5.91768575e+04,7.15189162e-33,6.25427160e-33,1.72931953e-10,1.51227599e-10,8.74491944e-01
wind,100MeV,2.41798900e+22,6.64943600e+04,5.62676340e-33,4.90816207e-33,1.36054520e-10,1.18678819e-10,8.72288689e-01
wind,100MeV,2.41798900e+22,7.47167068e+04,4.42059095e-33,3.84553032e-33,1.06889403e-10,9.29845002e-11,8.69913178e-01
wind,100MeV,2.41798900e+22,8.39557862e+04,3.47988641e-33,3.01622784e-33,8.41432705e-11,7.29320574e-11,8.66760431e-01
wind,100MeV,2.41798900e+22,9.43373222e+04,2.74058881e-33,2.36542964e-33,6.62671361e-11,5.71958284e-11,8.63110009e-01
wind,100MeV,2.41798900e+22,1.06002585e+05,2.16268420e-33,1.86139411e-33,5.22934659e-11,4.50083049e-11,8.60686973e-01
wind,100MeV,2.41798900e+22,1.19110313e+05,1.70455276e-33,1.46424754e-33,4.12158982e-11,3.54053444e-11,8.59021541e-01
wind,100MeV,2.41798900e+22,1.33838875e+05,1.34940947e-33,1.15677768e-33,3.26285725e-11,2.79707570e-11,8.57247342e-01
wind,100MeV,2.41798900e+22,1.50388695e+05,1.06637133e-33,9.13020851e-34,2.57847414e-11,2.20767437e-11,8.56194111e-01
wind,100MeV,2.41798900e+22,1.68984979e+05,8.45617000e-34,7.23225308e-34,2.04469260e-11,1.74875084e-11,8.55263444e-01
wind,100MeV,2.41798900e+22,1.89880782e+05,6.70889874e-34,5.72594781e-34,1.62220433e-11,1.38452788e-11,8.53485503e-01
wind,100MeV,2.41798900e+22,2.13360453e+05,5.33208651e-34,4.54194748e-34,1.28929265e-11,1.09823791e-11,8.51814290e-01
wind,100MeV,2.41798900e+22,2.39743497e+05,4.24035057e-34,3.60822866e-34,1.02531210e-11,8.72465722e-12,8.50926970e-01
wind,100MeV,2.41798900e+22,2.69388931e+05,3.38302447e-34,2.87886995e-34,8.18011596e-12,6.96107587e-12,8.50975207e-01
wind,100MeV,2.41798900e+22,3.02700165e+05,2.69065549e-34,2.28919220e-34,6.50597539e-12,5.53524157e-12,8.50793499e-01
wind,100MeV,2.41798900e+22,3.40130494e+05,2.15322056e-34,1.82996328e-34,5.20646363e-12,4.42483108e-12,8.49872658e-01
wind,100MeV,2.41798900e+22,3.82189262e+05,1.71504009e-34,1.45663732e-34,4.14694808e-12,3.52213302e-12,8.49331353e-01
wind,100MeV,2.41798900e+22,4.29448799e+05,1.37562949e-34,1.16804611e-34,3.32625698e-12,2.82432264e-12,8.49099351e-01
wind,100MeV,2.41798900e+22,4.82552204e+05,1.09933687e-34,9.32541060e-35,2.65818445e-12,2.25487403e-12,8.48275982e-01
wind,100MeV,2.41798900e+22,5.42222101e+05,8.82274610e-35,7.47161577e-35,2.13333030e-12,1.80662847e-12,8.46858300e-01
wind,100MeV,2.41798900e+22,6.09270466e+05,7.06392147e-35,5.97009760e-35,1.70804844e-12,1.44356303e-12,8.45153451e-01
wind,100MeV,2.41798900e+22,6.84609684e+05,5.66880525e-35,4.78668871e-35,1.37071087e-12,1.15741607e-12,8.44391102e-01
wind,100MeV,2.41798900e+22,7.69264957e+05,4.55497263e-35,3.84896769e-35,1.10138737e-12,9.30676154e-13,8.45003474e-01
wind,100MeV,2.41798900e+22,8.64388262e+05,3.66342924e-35,3.09362134e-35,8.85813161e-13,7.48034236e-13,8.44460513e-01
wind,100MeV,2.41798900e+22,9.71274020e+05,2.94450017e-35,2.47994923e-35,7.11976902e-13,5.99648995e-13,8.42230968e-01
wind,100MeV,2.41798900e+22,1.09137671e+06,2.37161994e-35,1.99590416e-35,5.73455093e-13,4.82607431e-13,8.41578420e-01
wind,100MeV,2.41798900e+22,1.22633068e+06,1.90605611e-35,1.60625468e-35,4.60882271e-13,3.88390614e-13,8.42711120e-01
wind,100MeV,2.41798900e+22,1.37797236e+06,1.53915700e-35,1.29732093e-35,3.72166468e-13,3.13690773e-13,8.42877583e-01
wind,100MeV,2.41798900e+22,1.54836526e+06,1.23507435e-35,1.04046469e-35,2.98639618e-13,2.51583217e-13,8.42430813e-01
wind,100MeV,2.41798900e+22,1.73982805e+06,1.00090466e-35,8.44417247e-36,2.42017647e-13,2.04179161e-13,8.43654023e-01
wind,100MeV,2.41798900e+22,1.95496614e+06,8.03353431e-36,6.79407003e-36,1.94249976e-13,1.64279866e-13,8.45713700e-01
wind,100MeV,2.41798900e+22,2.19670709e+06,6.52622011e-36,5.51368594e-36,1.57803284e-13,1.33320319e-13,8.44851360e-01
wind,100MeV,2.41798900e+22,2.46834047e+06,5.22924822e-36,4.40609260e-36,1.26442647e-13,1.06538834e-13,8.42586241e-01
wind,100MeV,2.41798900e+22,2.77356261e+06,4.25854207e-36,3.57832575e-36,1.02971079e-13,8.65235230e-14,8.40270141e-01
wind,100MeV,2.41798900e+22,3.11652694e+06,3.41083351e-36,2.86092114e-36,8.24735791e-14,6.91767586e-14,8.38774785e-01
wind,100MeV,2.41798900e+22,3.50190046e+06,2.77968263e-36,2.35450237e-36,6.72124203e-14,5.69316084e-14,8.47039999e-01
wind,100MeV,2.41798900e+22,3.93492726e+06,2.22428315e-36,1.90528765e-36,5.37829218e-14,4.60696457e-14,8.56585030e-01
wind,100MeV,2.41798900e+22,4.42149991e+06,1.81627582e-36,1.53901512e-36,4.39173496e-14,3.72132163e-14,8.47346587e-01
wind,100MeV,2.41798900e+22,4.96823959e+06,1.45423177e-36,1.21488089e-36,3.51631644e-14,2.93756862e-14,8.35410771e-01
wind,100MeV,2.41798900e+22,5.58258627e+06,1.18859085e-36,9.94158586e-37,2.87399960e-14,2.40386453e-14,8.36417836e-01
wind,100MeV,2.41798900e+22,6.27289986e+06,9.51588851e-37,7.97570979e-37,2.30093137e-14,1.92851785e-14,8.38146620e-01
wind,100MeV,2.41798900e+22,7.04857404e+06,7.77602890e-37,6.50258011e-37,1.88023523e-14,1.57231672e-14,8.36234046e-01
wind,100MeV,2.41798900e+22,7.92016405e+06,6.22349973e-37,5.20199178e-37,1.50483539e-14,1.25783589e-14,8.35862780e-01
wind,100MeV,2.41798900e+22,8.89953035e+06,5.08934757e-37,4.30221180e-37,1.23059864e-14,1.04027008e-14,8.45336607e-01
wind,100MeV,2.41798900e+22,1.00000000e+07,4.07970418e-37,3.47926734e-37,9.86467984e-15,8.41283016e-15,8.52823436e-01
