scenario,solver,band,nu_hz,t_obs_s,flux_density
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.97122792e+03,8.11531918e-31
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,2.39302573e+03,6.35103584e-31
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,2.90507865e+03,4.95869771e-31
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,3.52669921e+03,3.86992783e-31
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,4.28133240e+03,3.02093494e-31
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,5.19743987e+03,2.35449199e-31
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,6.30957344e+03,1.83667146e-31
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,7.65967823e+03,1.43738623e-31
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,9.29867465e+03,1.12082909e-31
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.12883789e+04,8.66647979e-32
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.37038345e+04,6.63173595e-32
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.66361425e+04,5.03513464e-32
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,2.01958975e+04,3.77417338e-32
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,2.45173589e+04,2.78635157e-32
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,2.97635144e+04,2.00488452e-32
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,3.61322276e+04,1.39203448e-32
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,4.38637001e+04,8.48753715e-33
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,5.32495313e+04,4.51989725e-33
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,6.46437163e+04,3.26332582e-33
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,7.84759970e+04,2.38877081e-33
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,9.52680703e+04,1.67298684e-33
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.15653264e+05,1.13242671e-33
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.40400425e+05,7.48906703e-34
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.70442913e+05,4.88099993e-34
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,2.06913808e+05,3.15189063e-34
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,2.51188643e+05,2.02981880e-34
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,3.04937283e+05,1.30769596e-34
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,3.70186906e+05,8.44807719e-35
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,4.49398459e+05,5.46797164e-35
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,5.45559478e+05,3.55426396e-35
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,6.62296762e+05,2.31459446e-35
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,8.04013161e+05,1.51166262e-35
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,9.76053637e+05,9.91334241e-36
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.18490685e+06,6.53607438e-36
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.43844989e+06,4.33569593e-36
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.74624535e+06,2.88437364e-36
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,2.11990202e+06,1.92340892e-36
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,2.57351270e+06,1.28124462e-36
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,3.12418571e+06,8.56618761e-37
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,3.79269019e+06,5.76947493e-37
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,4.60423938e+06,3.91554353e-37
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,5.58944158e+06,2.66604476e-37
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,6.78545457e+06,1.82062806e-37
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,8.23738707e+06,1.24701037e-37
ISM continuous jumps,fullhide_1d,100MeV,2.41798900e+22,1.00000000e+07,8.56615861e-38
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.00000000e-01,6.79763000e-32
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.21397719e-01,1.05376451e-31
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.47374062e-01,1.68218615e-31
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.78908749e-01,2.76183029e-31
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.17191140e-01,4.61490870e-31
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.63665090e-01,7.82091983e-31
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,3.20083405e-01,1.34540956e-30
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,3.88573952e-01,2.34681405e-30
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,4.71719914e-01,4.14322410e-30
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,5.72657215e-01,7.40206411e-30
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,6.95192796e-01,1.33063791e-29
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,8.43948197e-01,2.40165885e-29
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.02453386e+00,4.33128162e-29
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.24376073e+00,7.79124783e-29
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.50989716e+00,1.38749991e-28
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.83298071e+00,2.43264777e-28
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.22519677e+00,4.17124320e-28
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.70133812e+00,6.84919905e-28
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,3.27936286e+00,1.07300539e-27
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,3.98107171e+00,1.58958664e-27
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,4.83293024e+00,2.22754268e-27
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,5.86706707e+00,2.97578233e-27
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,7.12248558e+00,3.81373719e-27
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,8.64653503e+00,4.50827101e-27
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.04966963e+01,5.30835909e-27
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.27427499e+01,6.79524079e-27
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.54694077e+01,8.33464028e-27
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.87795080e+01,9.75599468e-27
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.27978944e+01,1.14138335e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.76761237e+01,1.32211375e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,3.35981829e+01,1.51731286e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,4.07874276e+01,1.73286984e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,4.95150067e+01,1.94701335e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,6.01100886e+01,2.14696714e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,7.29722764e+01,2.37412267e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,8.85866790e+01,2.57705528e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.07542208e+02,2.79791030e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.30553787e+02,3.00324304e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.58489319e+02,3.20998626e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.92402418e+02,3.42858155e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.33572147e+02,3.66747371e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.83551258e+02,3.88643289e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,3.44224760e+02,4.14518544e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,4.17881006e+02,4.42525812e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,5.07298009e+02,4.69305804e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,6.15848211e+02,4.96859738e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,7.47625680e+02,5.33048267e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,9.07600522e+02,5.73997610e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.10180633e+03,6.16423046e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.33756775e+03,6.60498860e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.62377674e+03,7.08032497e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.97122792e+03,7.67870787e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.39302573e+03,8.35595211e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.90507865e+03,9.10175714e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,3.52669921e+03,9.87757811e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,4.28133240e+03,1.07284100e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,5.19743987e+03,1.17026015e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,6.30957344e+03,1.27066258e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,7.65967823e+03,1.38840497e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,9.29867465e+03,1.54002835e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.12883789e+04,1.70798780e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.37038345e+04,1.88804001e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.66361425e+04,2.08348749e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.01958975e+04,2.31377099e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.45173589e+04,2.57481752e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.97635144e+04,2.84790332e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,3.61322276e+04,3.12082538e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,4.38637001e+04,3.34856189e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,5.32495313e+04,3.36422745e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,6.46437163e+04,3.37846887e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,7.84759970e+04,3.44688115e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,9.52680703e+04,3.48285422e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.15653264e+05,3.49026723e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.40400425e+05,3.39134542e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.70442913e+05,3.24383051e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.06913808e+05,3.16604786e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.51188643e+05,3.10470721e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,3.04937283e+05,2.99102532e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,3.70186906e+05,2.86619067e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,4.49398459e+05,2.83831077e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,5.45559478e+05,2.73306179e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,6.62296762e+05,2.57656089e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,8.04013161e+05,2.52037912e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,9.76053637e+05,2.41425872e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.18490685e+06,2.28692962e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.43844989e+06,2.14570452e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.74624535e+06,2.02136910e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.11990202e+06,1.82739843e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,2.57351270e+06,1.61452212e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,3.12418571e+06,1.38867248e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,3.79269019e+06,1.15557869e-25
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,4.60423938e+06,9.32684553e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,5.58944158e+06,7.35650803e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,6.78545457e+06,5.69170726e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,8.23738707e+06,4.35122929e-26
ISM continuous jumps,dg_1d,10GHz,1.00000000e+10,1.00000000e+07,3.29488105e-26
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.00000000e-01,2.43468565e-30
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.21397719e-01,3.77426434e-30
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.47374062e-01,6.02510537e-30
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.78908749e-01,9.89213369e-30
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.17191140e-01,1.65294584e-29
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.63665090e-01,2.80126876e-29
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,3.20083405e-01,4.81894552e-29
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,3.88573952e-01,8.40574304e-29
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,4.71719914e-01,1.48400519e-28
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,5.72657215e-01,2.65123643e-28
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,6.95192796e-01,4.76598902e-28
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,8.43948197e-01,8.60207315e-28
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.02453386e+00,1.55134057e-27
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.24376073e+00,2.79059606e-27
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.50989716e+00,4.96959688e-27
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.83298071e+00,8.71291557e-27
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.22519677e+00,1.49396639e-26
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.70133812e+00,2.45298281e-26
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,3.27936286e+00,3.84251689e-26
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,3.98107171e+00,5.69165974e-26
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,4.83293024e+00,7.97447049e-26
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,5.86706707e+00,1.06504715e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,7.12248558e+00,1.36452048e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,8.64653503e+00,1.61226466e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.04966963e+01,1.89795949e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.27427499e+01,2.42920422e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.54694077e+01,2.97778827e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.87795080e+01,3.48272760e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.27978944e+01,4.07107533e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.76761237e+01,4.71126707e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,3.35981829e+01,5.40115719e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,4.07874276e+01,6.16155293e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,4.95150067e+01,6.91381878e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,6.01100886e+01,7.61184927e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,7.29722764e+01,8.40244283e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,8.85866790e+01,9.10001224e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.07542208e+02,9.85555094e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.30553787e+02,1.05485151e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.58489319e+02,1.12374154e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.92402418e+02,1.19573364e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.33572147e+02,1.27277428e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.83551258e+02,1.33953695e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,3.44224760e+02,1.41951214e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,4.17881006e+02,1.50538199e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,5.07298009e+02,1.58398005e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,6.15848211e+02,1.66146092e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,7.47625680e+02,1.76177914e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,9.07600522e+02,1.86984714e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.10180633e+03,1.97394610e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.33756775e+03,2.07465149e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.62377674e+03,2.17218626e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.97122792e+03,2.28451666e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.39302573e+03,2.39534766e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.90507865e+03,2.48912642e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,3.52669921e+03,2.55851202e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,4.28133240e+03,2.59969567e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,5.19743987e+03,2.61049648e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,6.30957344e+03,2.58668781e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,7.65967823e+03,2.53528091e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,9.29867465e+03,2.44164518e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.12883789e+04,2.29768033e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.37038345e+04,2.10661595e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.66361425e+04,1.88599181e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.01958975e+04,1.65409141e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.45173589e+04,1.41421495e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.97635144e+04,1.16306632e-24
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,3.61322276e+04,9.08817779e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,4.38637001e+04,6.38211835e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,5.32495313e+04,3.74469580e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,6.46437163e+04,2.62485825e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,7.84759970e+04,1.88516257e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,9.52680703e+04,1.31797484e-25
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.15653264e+05,9.03093780e-26
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.40400425e+05,6.11729292e-26
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.70442913e+05,4.12226865e-26
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.06913808e+05,2.77386101e-26
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.51188643e+05,1.86833700e-26
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,3.04937283e+05,1.26236303e-26
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,3.70186906e+05,8.56944065e-27
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,4.49398459e+05,5.83206785e-27
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,5.45559478e+05,3.98997775e-27
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,6.62296762e+05,2.74504776e-27
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,8.04013161e+05,1.89443197e-27
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,9.76053637e+05,1.31309130e-27
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.18490685e+06,9.14120143e-28
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.43844989e+06,6.39586539e-28
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.74624535e+06,4.48723425e-28
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.11990202e+06,3.15493760e-28
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,2.57351270e+06,2.22382192e-28
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,3.12418571e+06,1.57542653e-28
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,3.79269019e+06,1.12151530e-28
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,4.60423938e+06,8.03881005e-29
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,5.58944158e+06,5.78289204e-29
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,6.78545457e+06,4.16320862e-29
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,8.23738707e+06,3.00631474e-29
ISM continuous jumps,dg_1d,Rband,4.60000000e+14,1.00000000e+07,2.17521830e-29
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,1.00000000e-01,1.90909421e-29
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,1.21397719e-01,2.95963441e-29
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,1.47374062e-01,4.72479617e-29
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,1.78908749e-01,7.75853897e-29
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,2.17191140e-01,1.29669369e-28
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,2.63665090e-01,2.19793139e-28
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,3.20083405e-01,3.78158428e-28
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,3.88573952e-01,6.59596052e-28
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,4.71719914e-01,1.16419594e-27
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,5.72657215e-01,2.07872037e-27
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,6.95192796e-01,3.73303453e-27
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,8.43948197e-01,6.72742941e-27
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,1.02453386e+00,1.21060103e-26
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,1.24376073e+00,2.17117021e-26
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,1.50989716e+00,3.85093645e-26
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,1.83298071e+00,6.71509488e-26
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,2.22519677e+00,1.14285005e-25
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,2.70133812e+00,1.85818448e-25
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,3.27936286e+00,2.87343357e-25
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,3.98107171e+00,4.18897525e-25
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,4.83293024e+00,5.75534339e-25
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,5.86706707e+00,7.51332765e-25
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,7.12248558e+00,9.38155918e-25
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,8.64653503e+00,1.07603184e-24
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,1.04966963e+01,1.24230713e-24
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,1.27427499e+01,1.55764752e-24
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,1.54694077e+01,1.82947631e-24
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,1.87795080e+01,2.02494762e-24
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,2.27978944e+01,2.23063982e-24
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,2.76761237e+01,2.41197472e-24
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,3.35981829e+01,2.55862189e-24
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,4.07874276e+01,2.69078051e-24
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,4.95150067e+01,2.75320239e-24
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,6.01100886e+01,2.73497806e-24
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,7.29722764e+01,2.73352035e-24
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,8.85866790e+01,2.59615457e-24
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,1.07542208e+02,2.47439015e-24
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,1.30553787e+02,2.27756818e-24
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,1.58489319e+02,2.05654170e-24
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,1.92402418e+02,1.83443899e-24
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,2.33572147e+02,1.59148970e-24
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,2.83551258e+02,1.33610074e-24
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,3.44224760e+02,1.12404963e-24
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,4.17881006e+02,9.48247367e-25
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,5.07298009e+02,7.89215623e-25
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,6.15848211e+02,6.48388609e-25
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,7.47625680e+02,5.31280052e-25
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,9.07600522e+02,4.34084193e-25
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,1.10180633e+03,3.51971101e-25
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,1.33756775e+03,2.86211010e-25
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,1.62377674e+03,2.31957853e-25
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,1.97122792e+03,1.87633547e-25
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,2.39302573e+03,1.52061298e-25
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,2.90507865e+03,1.22868373e-25
ISM continuous jumps,dg_1d,1keV,2.41798900e+17,3.52669921e+03,9.91088382e-26
