0.17	21.55	0.08
1.23	22.05	0.07
2.15	22.05	0.14
3.1	21.06	0.15
3.99	20.75	0.08
4.97	21.11	0.31
17.95	22.89	0.21
1.534	22.4	0.15
3.632	20.62	0.1
3.671	20.72	0.19
4.4	20.8	0.3
5.52	20.79	0.03
0.51	21.9	0.1
1.53	22.35	0.16
3.86	20.68	0.01
4.84	21.13	0.03
10.68	22.65	0.2
15.56	22.63	0.15
18.5	22.96	0.05
0.13	21.52	0.12	
3.66	20.7	0.3
4.4	20.8	0.3
