scenario,solver,t_obs_s,nearest_track_time_s,nearest_radius_cm,gamma_e,dnde,gamma2_dnde
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,3.79860463e+06,1.22378768e+40,1.76585184e+53
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,4.59293551e+06,6.58367227e+39,1.38882939e+53
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,5.55336990e+06,3.53605050e+39,1.09051505e+53
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,6.71464190e+06,1.89642411e+39,8.55029660e+52
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,8.11874893e+06,1.01572715e+39,6.69507250e+52
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,9.81647049e+06,5.43352921e+38,5.23591680e+52
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,1.18692047e+07,2.90316112e+38,4.08991591e+52
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,1.43511887e+07,1.54934414e+38,3.19097678e+52
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,1.73521834e+07,8.25844101e+37,2.48660229e+52
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,2.09807198e+07,4.39631470e+37,1.93521642e+52
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,2.53680239e+07,2.33704088e+37,1.50397143e+52
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,3.06727626e+07,1.24037397e+37,1.16696661e+52
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,3.70867817e+07,6.57112809e+36,9.03812260e+51
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,4.48420442e+07,3.47361981e+36,6.98478571e+51
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,5.42190191e+07,1.83140027e+36,5.38377110e+51
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,6.55568249e+07,9.62447872e+35,4.13630961e+51
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,7.92654931e+07,5.03733000e+35,3.16496371e+51
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,9.58407978e+07,2.62268457e+35,2.40905603e+51
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,1.15882185e+08,1.35610097e+35,1.82106471e+51
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,1.40114451e+08,6.94672325e+34,1.36378483e+51
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,1.69413956e+08,3.51239805e+34,1.00809647e+51
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,2.04840317e+08,1.74265966e+34,7.31212242e+50
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,2.47674727e+08,8.40038313e+33,5.15302774e+50
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,2.99466294e+08,3.86284018e+33,3.46419743e+50
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,3.62088059e+08,1.63216842e+33,2.13989949e+50
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,4.37804738e+08,6.42480680e+32,1.23146192e+50
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,5.29354624e+08,2.40473253e+32,6.73845296e+49
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,6.40048621e+08,8.46213052e+31,3.46661532e+49
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,7.73889975e+08,2.76689313e+31,1.65710805e+49
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,9.35719058e+08,8.28764728e+30,7.25641663e+48
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,1.13138842e+09,2.23523508e+30,2.86118978e+48
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,1.36797444e+09,5.31631248e+29,9.94870306e+47
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,1.65403326e+09,1.08717973e+29,2.97433460e+47
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,1.99991019e+09,1.85370645e+28,7.41415990e+46
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,2.41811387e+09,2.53854811e+27,1.48435881e+46
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,2.92376863e+09,2.66782457e+26,2.28056930e+45
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,3.53516149e+09,2.03544761e+25,2.54377352e+44
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,4.27440345e+09,1.05371779e+24,1.92519771e+43
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,5.16822921e+09,3.40847103e+22,9.10422830e+41
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,6.24896397e+09,6.23121701e+20,2.43326225e+40
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,7.55569251e+09,5.69782699e+18,3.25280335e+38
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,9.13567266e+09,2.24616748e+16,1.87466294e+36
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,1.10460444e+10,3.18655862e+13,3.88808258e+33
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,1.33558963e+10,1.30615941e+10,2.32992673e+30
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,1.61487642e+10,1.18483635e+06,3.08984687e+26
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,1.95256522e+10,1.72158045e+01,6.56354429e+21
multi_density_jump,fullhide_1d,1.00000000e+05,8.94667946e+04,2.78183395e+17,2.36086853e+10,1.04622403e-03,5.83133909e+17
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,3.00000000e+00,2.54796152e+42,2.29316536e+43
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,3.62733369e+00,3.61024778e+42,4.75020146e+43
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,4.38584989e+00,5.85993296e+42,1.12719791e+44
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,5.30298036e+00,1.23608208e+43,3.47606066e+44
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,6.41189310e+00,4.16513735e+43,1.71238681e+45
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,7.75269195e+00,2.20332927e+44,1.32429415e+46
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,9.37386689e+00,1.48742278e+45,1.30698919e+47
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.13340477e+01,1.09796260e+46,1.41044975e+48
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.37041244e+01,8.30475976e+46,1.55965900e+49
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.65698107e+01,6.31338616e+47,1.73339463e+50
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,2.00347441e+01,4.79543924e+48,1.92484602e+51
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,2.42242341e+01,3.60206880e+49,2.11374267e+52
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,2.92897935e+01,2.59180979e+50,2.22349289e+53
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,3.54146182e+01,1.67138141e+51,2.09623851e+54
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,4.28202125e+01,9.19831157e+51,1.68657537e+55
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,5.17743998e+01,1.53505361e+52,4.11484703e+55
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,6.26010082e+01,1.57545389e+52,6.17402457e+55
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,7.56915820e+01,1.37458318e+52,7.87528338e+55
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,9.15195418e+01,1.09727009e+52,9.19054390e+55
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.10657306e+02,8.32402087e+51,1.01927963e+56
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.33796991e+02,6.12659883e+51,1.09676134e+56
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.61775444e+02,4.40082593e+51,1.15175311e+56
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.95604506e+02,3.10303430e+51,1.18725576e+56
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,2.36507605e+02,2.16250675e+51,1.20961647e+56
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,2.85964001e+02,1.49538490e+51,1.22285713e+56
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,3.45762284e+02,1.02853726e+51,1.22963231e+56
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,4.18065061e+02,7.04582782e+50,1.23145848e+56
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,5.05487160e+02,4.80996416e+50,1.22902890e+56
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,6.11190201e+02,3.27076923e+50,1.22180717e+56
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,7.38996935e+02,2.20613925e+50,1.20480898e+56
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,8.93529493e+02,1.46774428e+50,1.17183963e+56
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.08037654e+03,9.63722457e+49,1.12486984e+56
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.30629541e+03,6.26909591e+49,1.06976335e+56
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.57945645e+03,4.05743458e+49,1.01220118e+56
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.90973853e+03,2.61917519e+49,9.55239711e+55
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,2.30908630e+03,1.68822059e+49,9.00138881e+55
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,2.79194217e+03,1.08690623e+49,8.47237005e+55
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,3.37576863e+03,6.99060048e+48,7.96635819e+55
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,4.08167976e+03,4.49183195e+48,7.48344130e+55
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,4.93520484e+03,2.88344152e+48,7.02298133e+55
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,5.96721159e+03,1.84900612e+48,6.58386963e+55
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,7.21502254e+03,1.18424082e+48,6.16474919e+55
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,8.72376477e+03,7.57397622e+47,5.76410430e+55
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.05480019e+04,4.83572845e+47,5.38024816e+55
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.27537076e+04,3.08084751e+47,5.01121591e+55
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.54206511e+04,1.95738627e+47,4.65459563e+55
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.86452824e+04,1.23900891e+47,4.30737178e+55
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,2.25442203e+04,7.80321175e+46,3.96591892e+55
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,2.72584699e+04,4.88051170e+46,3.62633821e+55
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,3.29585220e+04,3.02441273e+46,3.28531120e+55
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,3.98505191e+04,1.85224087e+46,2.94147681e+55
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,4.81837101e+04,1.11857945e+46,2.59697226e+55
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,5.82594650e+04,6.65344933e+45,2.25829066e+55
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,7.04421733e+04,3.90033721e+45,1.93538624e+55
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,8.51724228e+04,2.25890337e+45,1.63868567e+55
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.02982933e+05,1.29686851e+45,1.37539189e+55
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.24517821e+05,7.40133181e+44,1.14755338e+55
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.50555895e+05,4.20442017e+44,9.53019180e+54
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.82038823e+05,2.37747585e+44,7.87851115e+54
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,2.20105185e+05,1.33779554e+44,6.48112343e+54
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,2.66131651e+05,7.48913983e+43,5.30426236e+54
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,3.21782768e+05,4.17115105e+43,4.31898289e+54
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,3.89071158e+05,2.31184385e+43,3.49958522e+54
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,4.70430306e+05,1.27552542e+43,2.82279737e+54
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,5.68802566e+05,7.00855855e+42,2.26752352e+54
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,6.87745570e+05,3.83685975e+42,1.81481152e+54
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,8.31560891e+05,2.09374358e+42,1.44781011e+54
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.00544961e+06,1.13926327e+42,1.15171419e+54
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.21570042e+06,6.18347277e+41,9.13872446e+53
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.46991702e+06,3.35004205e+41,7.23828864e+53
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.77729318e+06,1.81348666e+41,5.72838917e+53
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,2.14894514e+06,9.81478045e+40,4.53243148e+53
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,2.59831370e+06,5.30897777e+40,3.58421517e+53
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,3.14165027e+06,2.86805913e+40,2.83076474e+53
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,3.79860463e+06,1.54677813e+40,2.23190759e+53
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,4.59293551e+06,8.32785600e+39,1.75676594e+53
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,5.55336990e+06,4.47699432e+39,1.38070134e+53
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,6.71464190e+06,2.40367450e+39,1.08373068e+53
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,8.11874893e+06,1.28905909e+39,8.49671496e+52
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,9.81647049e+06,6.90611990e+38,6.65495074e+52
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.18692047e+07,3.69658750e+38,5.20767929e+52
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.43511887e+07,1.97697756e+38,4.07171611e+52
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.73521834e+07,1.05645850e+38,3.18097826e+52
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,2.09807198e+07,5.64101875e+37,2.48312345e+52
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,2.53680239e+07,3.00960852e+37,1.93679334e+52
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,3.06727626e+07,1.60432006e+37,1.50937377e+52
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,3.70867817e+07,8.54415491e+36,1.17518816e+52
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,4.48420442e+07,4.54567878e+36,9.14049147e+51
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,5.42190191e+07,2.41556033e+36,7.10102763e+51
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,6.55568249e+07,1.28187183e+36,5.50909709e+51
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,7.92654931e+07,6.79159691e+35,4.26717284e+51
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,9.58407978e+07,3.59137121e+35,3.29883913e+51
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.15882185e+08,1.89464048e+35,2.54425222e+51
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.40114451e+08,9.96617733e+34,1.95656585e+51
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.69413956e+08,5.22321816e+34,1.49912047e+51
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,2.04840317e+08,2.72461287e+34,1.14323545e+51
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,2.47674727e+08,1.41251631e+34,8.66476638e+50
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,2.99466294e+08,7.26246058e+33,6.51297908e+50
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,3.62088059e+08,3.69144211e+33,4.83976714e+50
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,4.37804738e+08,1.84575157e+33,3.53780719e+50
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,5.29354624e+08,9.00435440e+32,2.52316704e+50
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,6.40048621e+08,4.22360616e+32,1.73025195e+50
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,7.73889975e+08,1.84993851e+32,1.10793870e+50
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,9.35719058e+08,7.41007100e+31,6.48803703e+49
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.13138842e+09,2.82819943e+31,3.62020772e+49
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.36797444e+09,1.01855464e+31,1.90607639e+49
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.65403326e+09,3.42299549e+30,9.36472016e+48
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.99991019e+09,1.05924626e+30,4.23660453e+48
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,2.41811387e+09,2.97014517e+29,1.73672547e+48
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,2.92376863e+09,7.40123113e+28,6.32688545e+47
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,3.53516149e+09,1.60079356e+28,2.00057042e+47
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,4.27440345e+09,2.92032004e+27,5.33557798e+46
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,5.16822921e+09,4.33962805e+26,1.15914039e+46
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,6.24896397e+09,5.03461589e+25,1.96599488e+45
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,7.55569251e+09,4.33017037e+24,2.47202885e+44
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,9.13567266e+09,2.59226830e+23,2.16352048e+43
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.10460444e+10,1.00024599e+22,1.22045111e+42
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.33558963e+10,2.26523518e+20,4.04072576e+40
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.61487642e+10,2.68649954e+18,7.00592297e+38
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,1.95256522e+10,1.45243457e+16,5.53742267e+36
multi_density_jump,fullhide_1d,1.00000000e+07,9.42249237e+06,8.02801497e+17,2.36086853e+10,9.14704868e+13,5.09829071e+34
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,3.00000000e+00,5.32327758e+39,4.79094982e+40
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,3.62733369e+00,0.00000000e+00,0.00000000e+00
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,4.38584989e+00,4.42063915e+39,8.50339969e+40
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,5.30298036e+00,0.00000000e+00,0.00000000e+00
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,6.41189310e+00,0.00000000e+00,0.00000000e+00
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,7.75269195e+00,9.53327197e+39,5.72989994e+41
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,9.37386689e+00,1.81282572e+40,1.59291873e+42
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,1.13340477e+01,7.60023436e+40,9.76330952e+42
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,1.37041244e+01,0.00000000e+00,0.00000000e+00
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,1.65698107e+01,0.00000000e+00,0.00000000e+00
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,2.00347441e+01,5.14297739e+40,2.06434470e+43
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,2.42242341e+01,0.00000000e+00,0.00000000e+00
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,2.92897935e+01,1.95538309e+40,1.67750751e+43
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,3.54146182e+01,8.58368671e+41,1.07656185e+45
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,4.28202125e+01,7.84380381e+41,1.43821681e+45
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,5.17743998e+01,2.90249021e+41,7.78038180e+44
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,6.26010082e+01,0.00000000e+00,0.00000000e+00
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,7.56915820e+01,6.73071652e+41,3.85617260e+45
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,9.15195418e+01,0.00000000e+00,0.00000000e+00
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,1.10657306e+02,0.00000000e+00,0.00000000e+00
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,1.33796991e+02,0.00000000e+00,0.00000000e+00
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,1.61775444e+02,0.00000000e+00,0.00000000e+00
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,1.95604506e+02,1.00520210e+43,3.84601608e+47
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,2.36507605e+02,0.00000000e+00,0.00000000e+00
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,2.85964001e+02,4.48167990e+42,3.66491210e+47
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,3.45762284e+02,1.63834194e+42,1.95866330e+47
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,4.18065061e+02,2.20907088e+41,3.86097863e+46
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,5.05487160e+02,2.96611169e+42,7.57892758e+47
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,6.11190201e+02,6.82191838e+43,2.54835122e+49
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,7.38996935e+02,0.00000000e+00,0.00000000e+00
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,8.93529493e+02,5.71623505e+42,4.56381322e+48
multi_density_jump,dg_1d,1.00000000e+03,1.07221816e+03,8.27650672e+16,1.08037654e+03,3.11268811e+43,3.63317150e+49
