scenario,solver,t_obs_s,nearest_track_time_s,nearest_radius_cm,gamma_e,dnde,gamma2_dnde
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,8.30308306e+06,2.27492564e+40,1.56836077e+54
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,9.92785130e+06,1.40396722e+40,1.38378142e+54
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,1.18705583e+07,8.61238548e+39,1.21357256e+54
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,1.41934191e+07,5.25030028e+39,1.05768950e+54
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,1.69708231e+07,3.17950813e+39,9.15726437e+53
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,2.02917166e+07,1.91292139e+39,7.87652579e+53
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,2.42624509e+07,1.14369426e+39,6.73254524e+53
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,2.90101884e+07,6.78490213e+38,5.71011279e+53
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,3.46869753e+07,3.99950045e+38,4.81214396e+53
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,4.14746101e+07,2.34104238e+38,4.02692833e+53
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,4.95904664e+07,1.36078027e+38,3.34645037e+53
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,5.92944540e+07,7.85801216e+37,2.76274527e+53
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,7.08973423e+07,4.51223276e+37,2.26804363e+53
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,8.47707130e+07,2.58548321e+37,1.85794731e+53
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,1.01358860e+08,1.47741165e+37,1.51783636e+53
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,1.21193017e+08,8.40204027e+36,1.23407046e+53
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,1.44908373e+08,4.75711229e+36,9.98919201e+52
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,1.73264409e+08,2.68233734e+36,8.05252564e+52
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,2.07169225e+08,1.50661870e+36,6.46627003e+52
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,2.47708621e+08,8.43097581e+35,5.17320976e+52
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,2.96180869e+08,4.70059842e+35,4.12351100e+52
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,3.54138289e+08,2.61088435e+35,3.27441261e+52
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,4.23436963e+08,1.44434532e+35,2.58969470e+52
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,5.06296175e+08,7.95435777e+34,2.03898680e+52
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,6.05369488e+08,4.35791078e+34,1.59705323e+52
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,7.23829716e+08,2.37261726e+34,1.24308408e+52
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,8.65470541e+08,1.28167865e+34,9.60027622e+51
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,1.03482800e+09,6.85411504e+33,7.33985924e+51
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,1.23732575e+09,3.61653306e+33,5.53682177e+51
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,1.47944878e+09,1.87320257e+33,4.10000711e+51
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,1.76895104e+09,9.44641406e+32,2.95596036e+51
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,2.11510385e+09,4.57264363e+32,2.04564725e+51
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,2.52899270e+09,2.06655974e+32,1.32173113e+51
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,3.02387237e+09,8.56459757e+31,7.83130026e+50
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,3.61559135e+09,3.32807462e+31,4.35062581e+50
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,4.32309938e+09,1.17455041e+31,2.19513938e+50
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,5.16905437e+09,3.45669737e+30,9.23599225e+49
wind,dg_1d,1.00000000e+07,9.42249237e+06,3.37917321e+18,6.18054797e+09,5.64580736e+29,2.15665173e+49
