case,solver,component,band,frequency_hz,time_s,flux_mjy
moderate,dg_1d,sync,1 keV,2.417989242000e+17,1.101806330110e+03,8.410017888817e-25
moderate,dg_1d,sync,1 keV,2.417989242000e+17,1.337567751526e+03,6.738150399422e-25
moderate,dg_1d,sync,1 keV,2.417989242000e+17,1.623776739189e+03,5.365923264381e-25
moderate,dg_1d,sync,1 keV,2.417989242000e+17,1.971227921518e+03,4.243270935924e-25
moderate,dg_1d,sync,1 keV,2.417989242000e+17,2.393025731180e+03,3.338210307127e-25
moderate,dg_1d,sync,1 keV,2.417989242000e+17,2.905078650511e+03,2.628079668150e-25
moderate,dg_1d,sync,1 keV,2.417989242000e+17,3.526699214175e+03,2.063901802545e-25
moderate,dg_1d,sync,1 keV,2.417989242000e+17,4.281332398719e+03,1.615599713065e-25
moderate,dg_1d,sync,1 keV,2.417989242000e+17,5.197439870872e+03,1.225048535118e-25
moderate,dg_1d,sync,1 keV,2.417989242000e+17,6.309573444802e+03,7.674168609609e-26
moderate,dg_1d,sync,1 keV,2.417989242000e+17,7.659678234752e+03,5.339338416512e-26
moderate,dg_1d,sync,1 keV,2.417989242000e+17,9.298674652605e+03,4.076995967516e-26
moderate,dg_1d,sync,1 keV,2.417989242000e+17,1.128837891685e+04,3.112547893577e-26
moderate,dg_1d,sync,1 keV,2.417989242000e+17,1.370383450663e+04,2.302243242663e-26
moderate,dg_1d,sync,1 keV,2.417989242000e+17,1.663614249384e+04,1.610124243919e-26
moderate,dg_1d,sync,1 keV,2.417989242000e+17,2.019589750164e+04,1.114771953917e-26
moderate,dg_1d,sync,1 keV,2.417989242000e+17,2.451735887979e+04,8.326994766787e-27
moderate,dg_1d,sync,1 keV,2.417989242000e+17,2.976351441631e+04,5.643690235551e-27
moderate,dg_1d,sync,1 keV,2.417989242000e+17,3.613222756796e+04,3.178288133567e-27
moderate,dg_1d,sync,1 keV,2.417989242000e+17,4.386370005780e+04,1.797731909875e-27
moderate,dg_1d,sync,1 keV,2.417989242000e+17,5.324953129838e+04,1.067582648280e-27
moderate,dg_1d,sync,1 keV,2.417989242000e+17,6.464371632490e+04,6.580722194818e-28
moderate,dg_1d,sync,1 keV,2.417989242000e+17,7.847599703515e+04,4.146663892800e-28
moderate,dg_1d,sync,1 keV,2.417989242000e+17,9.526807029020e+04,2.672395633574e-28
moderate,dg_1d,sync,1 keV,2.417989242000e+17,1.156532641790e+05,1.752461436834e-28
moderate,dg_1d,sync,1 keV,2.417989242000e+17,1.404004245548e+05,1.152630812405e-28
moderate,dg_1d,sync,1 keV,2.417989242000e+17,1.704429127453e+05,7.418365669050e-29
moderate,dg_1d,sync,1 keV,2.417989242000e+17,2.069138081115e+05,4.594123764443e-29
moderate,dg_1d,sync,1 keV,2.417989242000e+17,2.511886431510e+05,2.756783618779e-29
moderate,dg_1d,sync,1 keV,2.417989242000e+17,3.049372829387e+05,1.636426873036e-29
moderate,dg_1d,sync,1 keV,2.417989242000e+17,3.701869055846e+05,9.794143727596e-30
moderate,dg_1d,sync,1 keV,2.417989242000e+17,4.493984590722e+05,5.874873546562e-30
moderate,dg_1d,sync,1 keV,2.417989242000e+17,5.455594781169e+05,3.542161017874e-30
moderate,dg_1d,sync,1 keV,2.417989242000e+17,6.622967617148e+05,2.188427849211e-30
moderate,dg_1d,sync,1 keV,2.417989242000e+17,8.040131611168e+05,1.425909518694e-30
moderate,dg_1d,sync,1 keV,2.417989242000e+17,9.760536373079e+05,1.026272511317e-30
moderate,dg_1d,sync,1 keV,2.417989242000e+17,1.184906851001e+06,8.272435590017e-31
moderate,dg_1d,sync,1 keV,2.417989242000e+17,1.438449888288e+06,7.046715726900e-31
moderate,dg_1d,sync,1 keV,2.417989242000e+17,1.746245352002e+06,5.917667009671e-31
moderate,dg_1d,sync,1 keV,2.417989242000e+17,2.119902023850e+06,4.810812372070e-31
moderate,dg_1d,sync,1 keV,2.417989242000e+17,2.573512700017e+06,3.684521396504e-31
moderate,dg_1d,sync,1 keV,2.417989242000e+17,3.124185713603e+06,2.772414149170e-31
moderate,dg_1d,sync,1 keV,2.417989242000e+17,3.792690190732e+06,2.022711705594e-31
moderate,dg_1d,sync,1 keV,2.417989242000e+17,4.604239376759e+06,1.432544336562e-31
moderate,dg_1d,sync,1 keV,2.417989242000e+17,5.589441576403e+06,1.013973818004e-31
moderate,dg_1d,sync,1 keV,2.417989242000e+17,6.785454573394e+06,7.149748415424e-32
moderate,dg_1d,sync,1 keV,2.417989242000e+17,8.237387069571e+06,5.028876265361e-32
moderate,dg_1d,sync,1 keV,2.417989242000e+17,1.000000000000e+07,3.572564352234e-32
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.000000000000e-01,8.437729540735e-29
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.213977189070e-01,1.200644823228e-28
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.473740615582e-01,1.713154849921e-28
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.789087489923e-01,2.463537443786e-28
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,2.171911402017e-01,3.554488308414e-28
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,2.636650898730e-01,5.116515050889e-28
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,3.200834046600e-01,7.386330126657e-28
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,3.885739518571e-01,1.064328931531e-27
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,4.717199138213e-01,1.518800847247e-27
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,5.726572150092e-01,2.140420002648e-27
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,6.951927961776e-01,2.949952568135e-27
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,8.439481965654e-01,3.917019956799e-27
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.024533859387e+00,4.936097074549e-27
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.243760734726e+00,5.824034740460e-27
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.509897160618e+00,6.383616427524e-27
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.832980710832e+00,6.487009375216e-27
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,2.225196770956e+00,6.172415244499e-27
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,2.701338121133e+00,5.566934634888e-27
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,3.279362859021e+00,4.827500224269e-27
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,3.981071705535e+00,4.053545391847e-27
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,4.832930238572e+00,3.331375175433e-27
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,5.867067065993e+00,2.694774259932e-27
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,7.122485584860e+00,2.152673908736e-27
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,8.646535029500e+00,1.704059140195e-27
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.049669629031e+01,1.339647944915e-27
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.274274985703e+01,1.048232642982e-27
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.546940765246e+01,8.148237585210e-28
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.877950801851e+01,6.321008331234e-28
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,2.279789435644e+01,4.886520399710e-28
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,2.767612370754e+01,3.770996027606e-28
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,3.359818286284e+01,2.903987809071e-28
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,4.078742758969e+01,2.226985809949e-28
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,4.951500669473e+01,1.698082848484e-28
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,6.011008864406e+01,1.287793904691e-28
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,7.297227644686e+01,9.748097142096e-29
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,8.858667904101e+01,7.363234394871e-29
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.075422076113e+02,5.556010467991e-29
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.305537869023e+02,4.193387236818e-29
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.584893192461e+02,3.170777025348e-29
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.924024182760e+02,2.400097703843e-29
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,2.335721469090e+02,1.821337016188e-29
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,2.835512583497e+02,1.382238757728e-29
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,3.442247595686e+02,1.047151119522e-29
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,4.178810060294e+02,7.964964444108e-30
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,5.072980090654e+02,6.034963331566e-30
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,6.158482110660e+02,4.571974111792e-30
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,7.476256801638e+02,3.444804927963e-30
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,9.076005216818e+02,2.594168022526e-30
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.101806330110e+03,1.951449225829e-30
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.337567751526e+03,1.477019073069e-30
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.623776739189e+03,1.129146501555e-30
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.971227921518e+03,8.728728102908e-31
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,2.393025731180e+03,6.823743830037e-31
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,2.905078650511e+03,5.374194282350e-31
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,3.526699214175e+03,4.242043515847e-31
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,4.281332398719e+03,3.340375504489e-31
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,5.197439870872e+03,2.558087813539e-31
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,6.309573444802e+03,1.705244713563e-31
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,7.659678234752e+03,1.218954317277e-31
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,9.298674652605e+03,9.283710536024e-32
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.128837891685e+04,7.060311950373e-32
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.370383450663e+04,5.159919631523e-32
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.663614249384e+04,3.546466575882e-32
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,2.019589750164e+04,2.396802911676e-32
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,2.451735887979e+04,1.707531512490e-32
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,2.976351441631e+04,1.068191115797e-32
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,3.613222756796e+04,5.705579886173e-33
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,4.386370005780e+04,3.161765896000e-33
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,5.324953129838e+04,1.848038834648e-33
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,6.464371632490e+04,1.117698089865e-33
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,7.847599703515e+04,6.867755919863e-34
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,9.526807029020e+04,4.321023101366e-34
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.156532641790e+05,2.741447508186e-34
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.404004245548e+05,1.724674122532e-34
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.704429127453e+05,1.052389442921e-34
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,2.069138081115e+05,6.198808345805e-35
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,2.511886431510e+05,3.578152272167e-35
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,3.049372829387e+05,2.068142479460e-35
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,3.701869055846e+05,1.219717855167e-35
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,4.493984590722e+05,7.214182046934e-36
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,5.455594781169e+05,4.350604052372e-36
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,6.622967617148e+05,2.723494111673e-36
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,8.040131611168e+05,1.807715787823e-36
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,9.760536373079e+05,1.329606113863e-36
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.184906851001e+06,1.083423518207e-36
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.438449888288e+06,9.171323260217e-37
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.746245352002e+06,7.552878964508e-37
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,2.119902023850e+06,6.011329213011e-37
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,2.573512700017e+06,4.460554853606e-37
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,3.124185713603e+06,3.295224421615e-37
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,3.792690190732e+06,2.342638666122e-37
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,4.604239376759e+06,1.617932644618e-37
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,5.589441576403e+06,1.120533431833e-37
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,6.785454573394e+06,7.728625400253e-38
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,8.237387069571e+06,5.325290493799e-38
moderate,dg_1d,sync,100 MeV,2.417989242000e+22,1.000000000000e+07,3.717255955159e-38
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.000000000000e-01,9.246900087208e-50
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.213977189070e-01,2.092807712701e-49
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.473740615582e-01,5.053782545240e-49
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.789087489923e-01,1.306108987603e-48
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,2.171911402017e-01,3.539776260457e-48
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,2.636650898730e-01,9.958827242999e-48
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,3.200834046600e-01,2.879501578868e-47
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,3.885739518571e-01,8.740475674947e-47
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,4.717199138213e-01,2.710810323973e-46
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,5.726572150092e-01,8.547906561420e-46
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,6.951927961776e-01,2.616085347794e-45
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,8.439481965654e-01,7.554820026091e-45
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.024533859387e+00,2.013743138077e-44
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.243760734726e+00,4.873466376094e-44
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.509897160618e+00,1.064926688500e-43
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.832980710832e+00,2.114031372712e-43
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,2.225196770956e+00,3.798138057278e-43
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,2.701338121133e+00,6.278824941879e-43
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,3.279362859021e+00,9.668498673251e-43
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,3.981071705535e+00,1.410323375521e-42
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,4.832930238572e+00,1.963560611565e-42
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,5.867067065993e+00,2.643583664305e-42
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,7.122485584860e+00,3.459356234696e-42
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,8.646535029500e+00,4.419062786095e-42
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.049669629031e+01,5.538873027328e-42
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.274274985703e+01,6.828079273798e-42
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.546940765246e+01,8.280097534207e-42
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.877950801851e+01,9.932546286542e-42
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,2.279789435644e+01,1.180150547912e-41
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,2.767612370754e+01,1.391811952321e-41
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,3.359818286284e+01,1.633508181636e-41
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,4.078742758969e+01,1.917385094260e-41
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,4.951500669473e+01,2.256511328637e-41
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,6.011008864406e+01,2.670187418728e-41
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,7.297227644686e+01,3.184793204523e-41
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,8.858667904101e+01,3.833072140426e-41
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.075422076113e+02,4.648958904664e-41
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.305537869023e+02,5.679530444595e-41
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.584893192461e+02,6.972356341877e-41
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.924024182760e+02,8.605694805763e-41
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,2.335721469090e+02,1.061410020245e-40
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,2.835512583497e+02,1.308380414972e-40
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,3.442247595686e+02,1.610368157376e-40
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,4.178810060294e+02,1.976881234184e-40
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,5.072980090654e+02,2.410676289006e-40
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,6.158482110660e+02,2.913143061933e-40
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,7.476256801638e+02,3.486929046423e-40
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,9.076005216818e+02,4.153428889406e-40
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.101806330110e+03,4.955287131873e-40
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.337567751526e+03,5.936885332438e-40
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.623776739189e+03,7.122531503574e-40
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.971227921518e+03,8.513258882390e-40
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,2.393025731180e+03,1.010010040805e-39
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,2.905078650511e+03,1.187946087896e-39
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,3.526699214175e+03,1.383048508551e-39
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,4.281332398719e+03,1.596343034445e-39
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,5.197439870872e+03,1.832223777375e-39
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,6.309573444802e+03,2.059129800781e-39
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,7.659678234752e+03,2.247580736993e-39
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,9.298674652605e+03,2.439547067721e-39
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.128837891685e+04,2.633508299103e-39
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.370383450663e+04,2.818453141621e-39
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.663614249384e+04,2.985134610823e-39
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,2.019589750164e+04,3.139004664844e-39
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,2.451735887979e+04,3.383443156729e-39
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,2.976351441631e+04,3.697962086756e-39
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,3.613222756796e+04,4.023039687242e-39
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,4.386370005780e+04,4.466732476080e-39
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,5.324953129838e+04,5.109050707689e-39
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,6.464371632490e+04,5.994592341140e-39
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,7.847599703515e+04,6.980783807151e-39
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,9.526807029020e+04,8.350612595534e-39
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.156532641790e+05,1.075103011096e-38
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.404004245548e+05,1.380171228470e-38
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.704429127453e+05,1.942814740808e-38
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,2.069138081115e+05,2.846916999817e-38
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,2.511886431510e+05,4.428827009740e-38
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,3.049372829387e+05,6.205530674321e-38
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,3.701869055846e+05,8.446794166309e-38
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,4.493984590722e+05,1.167797582579e-37
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,5.455594781169e+05,1.490027241893e-37
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,6.622967617148e+05,1.683241727435e-37
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,8.040131611168e+05,2.198907853214e-37
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,9.760536373079e+05,2.750638715946e-37
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.184906851001e+06,3.202443938818e-37
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.438449888288e+06,3.949144676686e-37
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.746245352002e+06,4.606735501803e-37
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,2.119902023850e+06,5.632334094913e-37
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,2.573512700017e+06,7.932907123967e-37
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,3.124185713603e+06,1.079049161466e-36
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,3.792690190732e+06,1.365010634983e-36
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,4.604239376759e+06,1.841103243819e-36
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,5.589441576403e+06,2.566832951056e-36
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,6.785454573394e+06,3.636095075239e-36
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,8.237387069571e+06,4.729174557914e-36
moderate,dg_1d,ssc,10 GHz,1.000000000000e+10,1.000000000000e+07,6.700556882058e-36
moderate,dg_1d,ssc,R band,4.560000000000e+14,1.000000000000e-01,4.772415233265e-45
moderate,dg_1d,ssc,R band,4.560000000000e+14,1.213977189070e-01,1.091841778065e-44
moderate,dg_1d,ssc,R band,4.560000000000e+14,1.473740615582e-01,2.656337877380e-44
moderate,dg_1d,ssc,R band,4.560000000000e+14,1.789087489923e-01,6.896796576285e-44
moderate,dg_1d,ssc,R band,4.560000000000e+14,2.171911402017e-01,1.875159137211e-43
moderate,dg_1d,ssc,R band,4.560000000000e+14,2.636650898730e-01,5.285713235824e-43
moderate,dg_1d,ssc,R band,4.560000000000e+14,3.200834046600e-01,1.530034961555e-42
moderate,dg_1d,ssc,R band,4.560000000000e+14,3.885739518571e-01,4.647836516842e-42
moderate,dg_1d,ssc,R band,4.560000000000e+14,4.717199138213e-01,1.442682514095e-41
moderate,dg_1d,ssc,R band,4.560000000000e+14,5.726572150092e-01,4.557297006601e-41
moderate,dg_1d,ssc,R band,4.560000000000e+14,6.951927961776e-01,1.397322083483e-40
moderate,dg_1d,ssc,R band,4.560000000000e+14,8.439481965654e-01,4.043512126744e-40
moderate,dg_1d,ssc,R band,4.560000000000e+14,1.024533859387e+00,1.079868112168e-39
moderate,dg_1d,ssc,R band,4.560000000000e+14,1.243760734726e+00,2.616142864292e-39
moderate,dg_1d,ssc,R band,4.560000000000e+14,1.509897160618e+00,5.712014342879e-39
moderate,dg_1d,ssc,R band,4.560000000000e+14,1.832980710832e+00,1.134444795026e-38
moderate,dg_1d,ssc,R band,4.560000000000e+14,2.225196770956e+00,2.036517264856e-38
moderate,dg_1d,ssc,R band,4.560000000000e+14,2.701338121133e+00,3.355390318247e-38
moderate,dg_1d,ssc,R band,4.560000000000e+14,3.279362859021e+00,5.134597600599e-38
moderate,dg_1d,ssc,R band,4.560000000000e+14,3.981071705535e+00,7.423806892759e-38
moderate,dg_1d,ssc,R band,4.560000000000e+14,4.832930238572e+00,1.023006247879e-37
moderate,dg_1d,ssc,R band,4.560000000000e+14,5.867067065993e+00,1.361944295730e-37
moderate,dg_1d,ssc,R band,4.560000000000e+14,7.122485584860e+00,1.760001489813e-37
moderate,dg_1d,ssc,R band,4.560000000000e+14,8.646535029500e+00,2.217884789288e-37
moderate,dg_1d,ssc,R band,4.560000000000e+14,1.049669629031e+01,2.738433271004e-37
moderate,dg_1d,ssc,R band,4.560000000000e+14,1.274274985703e+01,3.328293579044e-37
moderate,dg_1d,ssc,R band,4.560000000000e+14,1.546940765246e+01,3.987256462239e-37
moderate,dg_1d,ssc,R band,4.560000000000e+14,1.877950801851e+01,4.722439865726e-37
moderate,dg_1d,ssc,R band,4.560000000000e+14,2.279789435644e+01,5.536736255195e-37
moderate,dg_1d,ssc,R band,4.560000000000e+14,2.767612370754e+01,6.436963548403e-37
moderate,dg_1d,ssc,R band,4.560000000000e+14,3.359818286284e+01,7.443462780325e-37
moderate,dg_1d,ssc,R band,4.560000000000e+14,4.078742758969e+01,8.612642171138e-37
moderate,dg_1d,ssc,R band,4.560000000000e+14,4.951500669473e+01,9.994090948202e-37
moderate,dg_1d,ssc,R band,4.560000000000e+14,6.011008864406e+01,1.167782485988e-36
moderate,dg_1d,ssc,R band,4.560000000000e+14,7.297227644686e+01,1.378292179870e-36
moderate,dg_1d,ssc,R band,4.560000000000e+14,8.858667904101e+01,1.644760972079e-36
moderate,dg_1d,ssc,R band,4.560000000000e+14,1.075422076113e+02,1.982423241312e-36
moderate,dg_1d,ssc,R band,4.560000000000e+14,1.305537869023e+02,2.411528547477e-36
moderate,dg_1d,ssc,R band,4.560000000000e+14,1.584893192461e+02,2.951253726149e-36
moderate,dg_1d,ssc,R band,4.560000000000e+14,1.924024182760e+02,3.635140945259e-36
moderate,dg_1d,ssc,R band,4.560000000000e+14,2.335721469090e+02,4.475789387155e-36
moderate,dg_1d,ssc,R band,4.560000000000e+14,2.835512583497e+02,5.507996629958e-36
moderate,dg_1d,ssc,R band,4.560000000000e+14,3.442247595686e+02,6.766480701276e-36
moderate,dg_1d,ssc,R band,4.560000000000e+14,4.178810060294e+02,8.289010606772e-36
moderate,dg_1d,ssc,R band,4.560000000000e+14,5.072980090654e+02,1.007917550426e-35
moderate,dg_1d,ssc,R band,4.560000000000e+14,6.158482110660e+02,1.213164566735e-35
