case,solver,component,band,frequency_hz,time_s,flux_mjy
nojump,fullhide_1d,ssc,1 keV,2.417989242000e+17,3.124185713603e+06,2.987133880602e-33
nojump,fullhide_1d,ssc,1 keV,2.417989242000e+17,3.792690190732e+06,2.332594306715e-33
nojump,fullhide_1d,ssc,1 keV,2.417989242000e+17,4.604239376759e+06,1.787468241424e-33
nojump,fullhide_1d,ssc,1 keV,2.417989242000e+17,5.589441576403e+06,1.347702361145e-33
nojump,fullhide_1d,ssc,1 keV,2.417989242000e+17,6.785454573394e+06,1.002411175870e-33
nojump,fullhide_1d,ssc,1 keV,2.417989242000e+17,8.237387069571e+06,7.357018059580e-34
nojump,fullhide_1d,ssc,1 keV,2.417989242000e+17,1.000000000000e+07,5.333429855425e-34
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.000000000000e-01,1.362653015352e-39
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.213977189070e-01,2.899952663086e-39
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.473740615582e-01,6.451767916396e-39
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.789087489923e-01,1.496957808681e-38
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,2.171911402017e-01,3.570399828502e-38
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,2.636650898730e-01,8.671370059662e-38
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,3.200834046600e-01,2.132859837822e-37
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,3.885739518571e-01,5.390888195534e-37
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,4.717199138213e-01,1.376114058357e-36
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,5.726572150092e-01,3.534703034757e-36
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,6.951927961776e-01,8.871861493709e-36
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,8.439481965654e-01,2.127995992131e-35
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.024533859387e+00,4.781741515207e-35
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.243760734726e+00,9.892704968098e-35
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.509897160618e+00,1.867244124918e-34
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.832980710832e+00,3.226304513257e-34
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,2.225196770956e+00,5.083251439268e-34
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,2.701338121133e+00,7.400238168992e-34
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,3.279362859021e+00,1.007857410963e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,3.981071705535e+00,1.303730538896e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,4.832930238572e+00,1.616172121817e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,5.867067065993e+00,1.942359320815e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,7.122485584860e+00,2.275865789242e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,8.646535029500e+00,2.610688419407e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.049669629031e+01,2.946650613723e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.274274985703e+01,3.285444254656e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.546940765246e+01,3.619605561461e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.877950801851e+01,3.955485787718e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,2.279789435644e+01,4.291090914099e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,2.767612370754e+01,4.627109836935e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,3.359818286284e+01,4.965460008629e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,4.078742758969e+01,5.309835259757e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,4.951500669473e+01,5.657530380324e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,6.011008864406e+01,6.014037781825e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,7.297227644686e+01,6.383691553078e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,8.858667904101e+01,6.772452983586e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.075422076113e+02,7.184998705237e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.305537869023e+02,7.622888468077e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.584893192461e+02,8.088060833027e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.924024182760e+02,8.587322201947e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,2.335721469090e+02,9.134115279639e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,2.835512583497e+02,9.734043627544e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,3.442247595686e+02,1.038840421525e-32
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,4.178810060294e+02,1.110295169675e-32
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,5.072980090654e+02,1.188623141976e-32
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,6.158482110660e+02,1.276108715176e-32
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,7.476256801638e+02,1.374003865366e-32
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,9.076005216818e+02,1.482572383010e-32
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.101806330110e+03,1.602067613005e-32
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.337567751526e+03,1.733473321141e-32
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.623776739189e+03,1.878596828737e-32
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.971227921518e+03,2.040151788635e-32
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,2.393025731180e+03,2.217410891643e-32
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,2.905078650511e+03,2.410259808401e-32
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,3.526699214175e+03,2.622007527338e-32
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,4.281332398719e+03,2.854737041441e-32
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,5.197439870872e+03,3.104798949965e-32
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,6.309573444802e+03,3.362561273221e-32
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,7.659678234752e+03,3.616636964205e-32
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,9.298674652605e+03,3.849039395161e-32
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.128837891685e+04,4.023607119154e-32
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.370383450663e+04,4.085867079745e-32
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.663614249384e+04,3.982825848184e-32
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,2.019589750164e+04,3.704761174443e-32
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,2.451735887979e+04,3.285588863495e-32
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,2.976351441631e+04,2.773664659217e-32
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,3.613222756796e+04,2.234894187868e-32
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,4.386370005780e+04,1.730600556493e-32
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,5.324953129838e+04,1.289095695914e-32
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,6.464371632490e+04,9.339981216192e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,7.847599703515e+04,6.641026474402e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,9.526807029020e+04,4.653556686116e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.156532641790e+05,3.228192223089e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.404004245548e+05,2.223833457401e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.704429127453e+05,1.522389706510e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,2.069138081115e+05,1.034640297554e-33
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,2.511886431510e+05,7.005476144547e-34
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,3.049372829387e+05,4.731952375784e-34
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,3.701869055846e+05,3.186664207745e-34
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,4.493984590722e+05,2.137112642892e-34
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,5.455594781169e+05,1.428953532612e-34
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,6.622967617148e+05,9.542876273942e-35
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,8.040131611168e+05,6.374751401262e-35
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,9.760536373079e+05,4.263509046958e-35
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.184906851001e+06,2.843521139265e-35
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.438449888288e+06,1.891315190345e-35
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.746245352002e+06,1.254418736644e-35
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,2.119902023850e+06,8.294634694196e-36
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,2.573512700017e+06,5.467628383976e-36
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,3.124185713603e+06,3.613821978071e-36
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,3.792690190732e+06,2.402209222737e-36
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,4.604239376759e+06,1.591969953287e-36
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,5.589441576403e+06,1.052386867655e-36
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,6.785454573394e+06,6.939321202934e-37
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,8.237387069571e+06,4.563160893189e-37
nojump,fullhide_1d,ssc,100 MeV,2.417989242000e+22,1.000000000000e+07,2.991596329236e-37
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.000000000000e-01,1.240019381832e-30
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.213977189070e-01,2.023902756102e-30
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.473740615582e-01,3.418885864278e-30
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.789087489923e-01,5.974327144992e-30
nojump,dg_1d,total,10 GHz,1.000000000000e+10,2.171911402017e-01,1.069618771781e-29
nojump,dg_1d,total,10 GHz,1.000000000000e+10,2.636650898730e-01,1.948749846359e-29
nojump,dg_1d,total,10 GHz,1.000000000000e+10,3.200834046600e-01,3.597185290755e-29
nojump,dg_1d,total,10 GHz,1.000000000000e+10,3.885739518571e-01,6.752606967724e-29
nojump,dg_1d,total,10 GHz,1.000000000000e+10,4.717199138213e-01,1.277798120715e-28
nojump,dg_1d,total,10 GHz,1.000000000000e+10,5.726572150092e-01,2.422694109265e-28
nojump,dg_1d,total,10 GHz,1.000000000000e+10,6.951927961776e-01,4.548383090568e-28
nojump,dg_1d,total,10 GHz,1.000000000000e+10,8.439481965654e-01,8.332315611781e-28
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.024533859387e+00,1.469282411778e-27
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.243760734726e+00,2.461942488879e-27
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.509897160618e+00,3.891652202152e-27
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.832980710832e+00,5.785793368247e-27
nojump,dg_1d,total,10 GHz,1.000000000000e+10,2.225196770956e+00,8.079978547829e-27
nojump,dg_1d,total,10 GHz,1.000000000000e+10,2.701338121133e+00,1.067989269959e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,3.279362859021e+00,1.348220886513e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,3.981071705535e+00,1.638982612178e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,4.832930238572e+00,1.928765390934e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,5.867067065993e+00,2.213312650312e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,7.122485584860e+00,2.491573760640e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,8.646535029500e+00,2.758902214655e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.049669629031e+01,3.015484132533e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.274274985703e+01,3.261180417302e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.546940765246e+01,3.489625185766e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.877950801851e+01,3.708851643664e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,2.279789435644e+01,3.916800666273e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,2.767612370754e+01,4.114988889633e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,3.359818286284e+01,4.303850629458e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,4.078742758969e+01,4.484371809974e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,4.951500669473e+01,4.655389355772e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,6.011008864406e+01,4.821579935913e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,7.297227644686e+01,4.985390207967e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,8.858667904101e+01,5.148942042160e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.075422076113e+02,5.311830639897e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.305537869023e+02,5.474636563935e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.584893192461e+02,5.641032328836e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.924024182760e+02,5.812958225087e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,2.335721469090e+02,5.994871859459e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,2.835512583497e+02,6.182773311370e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,3.442247595686e+02,6.376590301315e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,4.178810060294e+02,6.581772910334e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,5.072980090654e+02,6.805749263763e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,6.158482110660e+02,7.057391311229e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,7.476256801638e+02,7.314395584825e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,9.076005216818e+02,7.580772327295e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.101806330110e+03,7.864913017834e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.337567751526e+03,8.180383767529e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.623776739189e+03,8.567473917263e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.971227921518e+03,8.966474320011e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,2.393025731180e+03,9.372201816891e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,2.905078650511e+03,9.790598280741e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,3.526699214175e+03,1.023954935586e-25
nojump,dg_1d,total,10 GHz,1.000000000000e+10,4.281332398719e+03,1.084090874120e-25
nojump,dg_1d,total,10 GHz,1.000000000000e+10,5.197439870872e+03,1.149449006376e-25
nojump,dg_1d,total,10 GHz,1.000000000000e+10,6.309573444802e+03,1.214044711126e-25
nojump,dg_1d,total,10 GHz,1.000000000000e+10,7.659678234752e+03,1.274289972385e-25
nojump,dg_1d,total,10 GHz,1.000000000000e+10,9.298674652605e+03,1.328445903420e-25
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.128837891685e+04,1.380325973878e-25
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.370383450663e+04,1.414046431795e-25
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.663614249384e+04,1.425367822665e-25
nojump,dg_1d,total,10 GHz,1.000000000000e+10,2.019589750164e+04,1.399356425699e-25
nojump,dg_1d,total,10 GHz,1.000000000000e+10,2.451735887979e+04,1.369411556002e-25
nojump,dg_1d,total,10 GHz,1.000000000000e+10,2.976351441631e+04,1.332299917092e-25
nojump,dg_1d,total,10 GHz,1.000000000000e+10,3.613222756796e+04,1.281674619825e-25
nojump,dg_1d,total,10 GHz,1.000000000000e+10,4.386370005780e+04,1.235409288029e-25
nojump,dg_1d,total,10 GHz,1.000000000000e+10,5.324953129838e+04,1.183658525247e-25
nojump,dg_1d,total,10 GHz,1.000000000000e+10,6.464371632490e+04,1.146338790568e-25
nojump,dg_1d,total,10 GHz,1.000000000000e+10,7.847599703515e+04,1.113548410728e-25
nojump,dg_1d,total,10 GHz,1.000000000000e+10,9.526807029020e+04,1.061258840124e-25
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.156532641790e+05,1.023473532152e-25
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.404004245548e+05,1.009625549257e-25
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.704429127453e+05,9.813100610226e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,2.069138081115e+05,9.431264043115e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,2.511886431510e+05,9.474978656300e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,3.049372829387e+05,9.328618832964e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,3.701869055846e+05,9.061551375173e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,4.493984590722e+05,9.117568912228e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,5.455594781169e+05,9.136719631123e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,6.622967617148e+05,9.095935786527e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,8.040131611168e+05,8.990240288102e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,9.760536373079e+05,9.340259705522e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.184906851001e+06,9.334864289322e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.438449888288e+06,9.388699973454e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.746245352002e+06,9.510552512488e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,2.119902023850e+06,9.358093810626e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,2.573512700017e+06,9.352902908023e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,3.124185713603e+06,9.044791801910e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,3.792690190732e+06,8.463799634786e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,4.604239376759e+06,7.743157781264e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,5.589441576403e+06,6.813799761769e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,6.785454573394e+06,5.802725146317e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,8.237387069571e+06,4.820027828576e-26
nojump,dg_1d,total,10 GHz,1.000000000000e+10,1.000000000000e+07,3.920723484524e-26
nojump,dg_1d,total,R band,4.560000000000e+14,1.000000000000e-01,4.430056307859e-29
nojump,dg_1d,total,R band,4.560000000000e+14,1.213977189070e-01,7.230819082497e-29
nojump,dg_1d,total,R band,4.560000000000e+14,1.473740615582e-01,1.221545774572e-28
nojump,dg_1d,total,R band,4.560000000000e+14,1.789087489923e-01,2.134797666963e-28
nojump,dg_1d,total,R band,4.560000000000e+14,2.171911402017e-01,3.822639190948e-28
nojump,dg_1d,total,R band,4.560000000000e+14,2.636650898730e-01,6.966180130238e-28
nojump,dg_1d,total,R band,4.560000000000e+14,3.200834046600e-01,1.286364057494e-27
nojump,dg_1d,total,R band,4.560000000000e+14,3.885739518571e-01,2.416228751098e-27
nojump,dg_1d,total,R band,4.560000000000e+14,4.717199138213e-01,4.576718840989e-27
nojump,dg_1d,total,R band,4.560000000000e+14,5.726572150092e-01,8.691520615693e-27
nojump,dg_1d,total,R band,4.560000000000e+14,6.951927961776e-01,1.635674973970e-26
nojump,dg_1d,total,R band,4.560000000000e+14,8.439481965654e-01,3.006346822477e-26
nojump,dg_1d,total,R band,4.560000000000e+14,1.024533859387e+00,5.322937963727e-26
nojump,dg_1d,total,R band,4.560000000000e+14,1.243760734726e+00,8.958094530720e-26
nojump,dg_1d,total,R band,4.560000000000e+14,1.509897160618e+00,1.421310455051e-25
nojump,dg_1d,total,R band,4.560000000000e+14,1.832980710832e+00,2.121402840099e-25
nojump,dg_1d,total,R band,4.560000000000e+14,2.225196770956e+00,2.971307916816e-25
nojump,dg_1d,total,R band,4.560000000000e+14,2.701338121133e+00,3.931452277290e-25
nojump,dg_1d,total,R band,4.560000000000e+14,3.279362859021e+00,4.956947964748e-25
nojump,dg_1d,total,R band,4.560000000000e+14,3.981071705535e+00,6.006759694269e-25
nojump,dg_1d,total,R band,4.560000000000e+14,4.832930238572e+00,7.047125082142e-25
nojump,dg_1d,total,R band,4.560000000000e+14,5.867067065993e+00,8.064703899994e-25
nojump,dg_1d,total,R band,4.560000000000e+14,7.122485584860e+00,9.045419126650e-25
nojump,dg_1d,total,R band,4.560000000000e+14,8.646535029500e+00,9.971568386594e-25
nojump,dg_1d,total,R band,4.560000000000e+14,1.049669629031e+01,1.084192251803e-24
nojump,dg_1d,total,R band,4.560000000000e+14,1.274274985703e+01,1.166565646551e-24
nojump,dg_1d,total,R band,4.560000000000e+14,1.546940765246e+01,1.242908516623e-24
nojump,dg_1d,total,R band,4.560000000000e+14,1.877950801851e+01,1.314784895881e-24
nojump,dg_1d,total,R band,4.560000000000e+14,2.279789435644e+01,1.381433366253e-24
nojump,dg_1d,total,R band,4.560000000000e+14,2.767612370754e+01,1.443150465387e-24
nojump,dg_1d,total,R band,4.560000000000e+14,3.359818286284e+01,1.500077553524e-24
nojump,dg_1d,total,R band,4.560000000000e+14,4.078742758969e+01,1.553725099099e-24
nojump,dg_1d,total,R band,4.560000000000e+14,4.951500669473e+01,1.603305434269e-24
nojump,dg_1d,total,R band,4.560000000000e+14,6.011008864406e+01,1.650038606149e-24
nojump,dg_1d,total,R band,4.560000000000e+14,7.297227644686e+01,1.694693671063e-24
nojump,dg_1d,total,R band,4.560000000000e+14,8.858667904101e+01,1.737392435775e-24
nojump,dg_1d,total,R band,4.560000000000e+14,1.075422076113e+02,1.778255375627e-24
nojump,dg_1d,total,R band,4.560000000000e+14,1.305537869023e+02,1.818351993366e-24
nojump,dg_1d,total,R band,4.560000000000e+14,1.584893192461e+02,1.858685971298e-24
nojump,dg_1d,total,R band,4.560000000000e+14,1.924024182760e+02,1.899752888574e-24
nojump,dg_1d,total,R band,4.560000000000e+14,2.335721469090e+02,1.942939009830e-24
nojump,dg_1d,total,R band,4.560000000000e+14,2.835512583497e+02,1.985965151977e-24
nojump,dg_1d,total,R band,4.560000000000e+14,3.442247595686e+02,2.029098467853e-24
nojump,dg_1d,total,R band,4.560000000000e+14,4.178810060294e+02,2.075017895986e-24
nojump,dg_1d,total,R band,4.560000000000e+14,5.072980090654e+02,2.126023757247e-24
nojump,dg_1d,total,R band,4.560000000000e+14,6.158482110660e+02,2.184852698335e-24
nojump,dg_1d,total,R band,4.560000000000e+14,7.476256801638e+02,2.243397857222e-24
nojump,dg_1d,total,R band,4.560000000000e+14,9.076005216818e+02,2.301473586904e-24
nojump,dg_1d,total,R band,4.560000000000e+14,1.101806330110e+03,2.361524895039e-24
nojump,dg_1d,total,R band,4.560000000000e+14,1.337567751526e+03,2.428418691593e-24
nojump,dg_1d,total,R band,4.560000000000e+14,1.623776739189e+03,2.513977468390e-24
nojump,dg_1d,total,R band,4.560000000000e+14,1.971227921518e+03,2.597754296331e-24
nojump,dg_1d,total,R band,4.560000000000e+14,2.393025731180e+03,2.676565199398e-24
nojump,dg_1d,total,R band,4.560000000000e+14,2.905078650511e+03,2.748364881916e-24
nojump,dg_1d,total,R band,4.560000000000e+14,3.526699214175e+03,2.813731500294e-24
nojump,dg_1d,total,R band,4.560000000000e+14,4.281332398719e+03,2.903298914689e-24
nojump,dg_1d,total,R band,4.560000000000e+14,5.197439870872e+03,2.987068798311e-24
nojump,dg_1d,total,R band,4.560000000000e+14,6.309573444802e+03,3.044593430135e-24
nojump,dg_1d,total,R band,4.560000000000e+14,7.659678234752e+03,3.064577747162e-24
nojump,dg_1d,total,R band,4.560000000000e+14,9.298674652605e+03,3.026014166558e-24
nojump,dg_1d,total,R band,4.560000000000e+14,1.128837891685e+04,2.906241335510e-24
nojump,dg_1d,total,R band,4.560000000000e+14,1.370383450663e+04,2.680589133161e-24
nojump,dg_1d,total,R band,4.560000000000e+14,1.663614249384e+04,2.357405084519e-24
nojump,dg_1d,total,R band,4.560000000000e+14,2.019589750164e+04,1.945148913813e-24
nojump,dg_1d,total,R band,4.560000000000e+14,2.451735887979e+04,1.517111508576e-24
nojump,dg_1d,total,R band,4.560000000000e+14,2.976351441631e+04,1.120448545478e-24
nojump,dg_1d,total,R band,4.560000000000e+14,3.613222756796e+04,7.775086749968e-25
nojump,dg_1d,total,R band,4.560000000000e+14,4.386370005780e+04,5.227515755227e-25
nojump,dg_1d,total,R band,4.560000000000e+14,5.324953129838e+04,3.473859685091e-25
nojump,dg_1d,total,R band,4.560000000000e+14,6.464371632490e+04,2.304200120259e-25
nojump,dg_1d,total,R band,4.560000000000e+14,7.847599703515e+04,1.532923925620e-25
nojump,dg_1d,total,R band,4.560000000000e+14,9.526807029020e+04,1.026088909449e-25
nojump,dg_1d,total,R band,4.560000000000e+14,1.156532641790e+05,6.894790759572e-26
nojump,dg_1d,total,R band,4.560000000000e+14,1.404004245548e+05,4.656971867982e-26
nojump,dg_1d,total,R band,4.560000000000e+14,1.704429127453e+05,3.161598362450e-26
nojump,dg_1d,total,R band,4.560000000000e+14,2.069138081115e+05,2.152895106358e-26
nojump,dg_1d,total,R band,4.560000000000e+14,2.511886431510e+05,1.472968432370e-26
nojump,dg_1d,total,R band,4.560000000000e+14,3.049372829387e+05,1.012243083006e-26
nojump,dg_1d,total,R band,4.560000000000e+14,3.701869055846e+05,6.984298480428e-27
nojump,dg_1d,total,R band,4.560000000000e+14,4.493984590722e+05,4.826399174993e-27
nojump,dg_1d,total,R band,4.560000000000e+14,5.455594781169e+05,3.343635797252e-27
nojump,dg_1d,total,R band,4.560000000000e+14,6.622967617148e+05,2.326650035673e-27
nojump,dg_1d,total,R band,4.560000000000e+14,8.040131611168e+05,1.630551644285e-27
nojump,dg_1d,total,R band,4.560000000000e+14,9.760536373079e+05,1.150315819059e-27
nojump,dg_1d,total,R band,4.560000000000e+14,1.184906851001e+06,8.125752495795e-28
nojump,dg_1d,total,R band,4.560000000000e+14,1.438449888288e+06,5.750783216121e-28
nojump,dg_1d,total,R band,4.560000000000e+14,1.746245352002e+06,4.080280628169e-28
nojump,dg_1d,total,R band,4.560000000000e+14,2.119902023850e+06,2.900056622662e-28
nojump,dg_1d,total,R band,4.560000000000e+14,2.573512700017e+06,2.066792883952e-28
